"Points:0","Points:1","Points:2"
3.06064,0.16347,0
3.40227,0.0898,0
2.98434,0.20688,0
3.29336,0.11818,0
2.99781,0.1804,0
3.20923,0.11564,0
3.01501,0.20489,0
3.10092,0.1476,0
3.55204,0.09182,0
3.65246,0.08169,0
3.90665,0.06359,0
4.04892,0.0785,0
4.1386,0.11201,0
4.20298,0.10604,0
4.40943,0.06794,0
4.37991,0.11276,0
4.39289,0.07839,0
4.44153,0.01164,0
4.45943,0.02617,0
4.48188,-0.04768,0
4.50311,-0.04217,0
4.6206,-0.15904,0
4.79027,-0.19727,0
4.83744,-0.17104,0
4.87915,-0.18351,0
4.77957,-0.20419,0
4.78649,-0.22445,0
4.88124,-0.17372,0
4.99756,-0.13088,0
4.99067,0.17617,0
5.09725,0.1549,0
5.22343,-0.07161,0
5.20472,0.04397,0
5.18637,0.01679,0
