1.053147,-0.00361,1
0.380999,0.008359,1
1.783034,-0.001851,1
0.849061,0.010229,1
2.450294,-0.009832,2
2.413464,0.013635,1
2.335788,-0.005539,1
1.509495,-0.011459,1
2.807979,-0.007381,1
0.842102,-0.013776,1
0.387026,0.003003,1
0.911691,-0.010236,1
0.135064,-0.00237,1
0.307149,0.008126,1
0.504446,-0.009326,1
2.457931,0.007841,1
1.575225,-0.032219,1
1.527707,-0.028998,1
2.984785,-0.026365,1
1.129925,-0.012296,1
2.495124,-0.010228,1
0.857518,0.043185,1
0.566776,-0.004646,1
2.000512,0.035429,1
0.242643,-0.050555,1
0.727392,0.03346,1
1.030926,0.004522,1
0.697675,0.034825,1
0.896161,0.013313,1
2.226427,0.05624,1
1.375489,-0.025294,1
2.52995,-0.013715,1
2.136772,0.064228,1
2.568893,-0.014013,1
0.651223,-0.004209,1
3.0073,-0.052505,1
1.899088,0.014162,1
0.489337,-0.057368,1
1.053147,-0.00361,1
1.888273,0.038204,2
0.06742,-0.091189,1
2.838418,0.006004,1
1.783034,-0.001851,1
1.698371,-0.028457,1
2.598543,0.046248,1
0.718942,0.000953,1
1.851142,0.031791,1
2.028103,0.027161,1
0.142762,-0.069028,1
0.1181,-0.065636,1
2.571766,0.024659,1
1.543597,-0.051521,1
0.606981,-0.028237,1
1.524827,-0.04857,1
1.086038,-0.021473,1
0.803432,0.025738,1
2.719203,0.026841,1
0.536614,-0.048302,1
2.748246,0.039508,1
0.967053,0.016227,1
3.012433,-0.06852,1
2.078991,0.041122,1
1.271182,-0.040393,1
1.000362,-0.002184,1
1.944486,0.035967,1
1.140349,-0.010314,1
2.260552,0.048947,1
0.849061,0.010229,1
2.730366,0.045833,1
0.827962,-0.00032,1
2.610682,0.07144,1
0.283979,-0.065304,1
2.635422,0.070182,1
2.089612,0.039152,1
0.987425,-0.009119,2
1.622041,-0.055405,1
1.178787,-0.014698,1
1.605086,-0.045899,1
0.274861,-0.064256,1
1.24293,-0.045304,1
1.542152,-0.049606,1
0.264191,-0.050862,1
0.705711,-0.01172,1
2.536798,0.064172,1
1.124811,-0.029209,1
0.922593,-0.027074,1
1.965891,0.03173,1
0.740555,-0.016147,1
2.215856,0.09154,1
2.856716,0.043106,1
2.843833,0.02334,1
2.657048,0.071541,1
2.349641,0.099731,1
1.842075,0.025676,1
2.37834,0.085387,1
2.400585,0.082544,1
0.230392,-0.05165,1
1.509495,-0.011459,1
2.750356,0.063841,1
2.482115,0.095703,1
2.386984,0.092935,1
0.477165,-0.070893,1
0.129276,-0.060696,1
1.093875,-0.000999,1
1.000362,-0.002184,1
0.452169,-0.042361,2
1.807837,0.059305,1
0.56363,-0.001424,1
1.547762,0.01076,1
1.76915,0.039141,1
0.242643,-0.050555,1
2.977539,0.029031,1
2.281889,0.111145,1
3.054993,0.007702,2
3.045416,0.02496,1
2.994641,0.032979,1
2.771321,0.069325,1
1.086038,-0.021473,1
0.548749,-0.021039,1
1.843468,0.045791,1
1.817948,0.045222,1
0.332105,-0.029533,1
1.727829,0.03968,1
1.266876,-0.034471,1
0.693141,0.005812,1
1.539414,0.002482,1
1.62593,0.022341,1
0.939133,-0.002318,1
1.639541,0.013112,1
3.10143,0.020318,1
2.215856,0.09154,1
2.408485,0.118249,1
2.755622,0.070775,1
1.318918,-0.010071,1
0.718942,0.000953,1
1.030926,0.004522,1
2.883792,0.041232,1
1.367754,-0.005816,1
1.895679,0.030522,1
2.904757,0.048031,1
2.264019,0.115734,1
1.412625,-0.023329,1
1.086087,-0.002541,1
2.577487,0.099624,1
2.482115,0.095703,1
2.175664,0.116737,1
2.641489,0.082417,1
1.077033,0.036089,2
0.845132,0.016299,1
2.430896,0.136386,1
2.000512,0.035429,1
2.349641,0.099731,1
2.52325,0.120572,1
1.2747,0.019413,1
2.289089,0.0941,1
0.311049,-0.016091,1
2.169138,0.079612,1
1.958171,0.007923,1
2.415825,0.123281,1
1.737661,0.022271,1
1.160599,0.016795,1
1.352919,-0.005272,1
0.293763,-0.042651,1
0.973443,0.017334,1
2.473707,0.128117,1
1.400374,0.01676,1
2.424048,0.144446,1
1.182012,0.01639,1
1.260534,0.012237,1
2.682965,0.193407,1
1.2121,0.037017,1
1.783034,-0.001851,1
1.000558,0.031738,1
1.292573,0.018592,1
1.005745,0.035139,1
0.377716,0.015549,1
2.800085,0.227621,1
1.737661,0.022271,1
0.975293,0.050419,1
1.717481,0.002432,1
2.070582,0.021472,1
1.469455,0.010473,1
1.62593,0.022341,1
1.639541,0.013112,2
2.50717,0.14886,1
2.670647,0.185827,1
0.417105,0.113014,1
1.260534,0.012237,1
2.260552,0.048947,1
2.199628,0.038151,1
0.721203,0.084826,1
0.677358,0.08178,1
1.074242,0.072121,1
1.201019,0.008334,1
2.418006,0.111339,1
0.247916,0.139726,1
0.943037,0.067846,1
2.386984,0.092935,1
0.262491,0.118699,1
0.881392,0.077784,1
2.577691,0.172337,1
2.153744,0.064436,1
1.182012,0.01639,2
1.077033,0.036089,1
2.834403,0.253009,1
2.342185,0.099091,1
1.028416,0.046941,1
1.679197,0.027439,1
1.415037,0.002997,1
0.806724,0.125633,1
1.842075,0.025676,1
0.529269,0.169676,1
0.939552,0.074376,1
1.891517,0.030004,1
1.740018,0.008648,1
2.499783,0.148364,1
0.561708,0.183649,1
2.411628,0.138315,1
0.516555,0.127781,1
1.899088,0.014162,1
1.084769,0.046372,1
2.408485,0.118249,1
0.896972,0.083993,1
0.497416,0.151755,1
1.842075,0.025676,1
1.579642,0.002011,1
1.509495,-0.011459,1
0.434305,0.120271,1
2.609512,0.190746,1
2.768224,0.240453,1
2.749115,0.229783,1
2.713719,0.201504,1
1.718472,-0.002442,1
2.64165,0.181352,1
0.338585,0.103817,2
1.539414,0.002482,1
0.395602,0.108884,1
1.02116,0.07619,1
3.236696,0.328903,1
0.503633,0.134129,1
0.792404,0.100495,1
1.050387,0.055531,1
1.688878,0.005185,1
1.842075,0.025676,1
0.701762,0.107967,1
2.002512,0.017045,1
0.885524,0.061583,1
1.436982,-0.023288,1
1.740018,0.008648,1
2.250534,0.073029,1
2.064271,0.016868,1
1.16531,0.022761,2
0.722021,0.12273,1
0.329708,0.100176,1
0.51607,0.157983,1
2.685945,0.183061,1
3.172954,0.296516,1
1.587482,-0.004959,1
0.353057,0.095597,1
2.272063,0.104994,1
2.716764,0.176646,1
1.084769,0.046372,1
2.947689,0.246621,1
0.542977,0.172796,1
1.918674,0.036689,1
1.712666,-0.012176,1
2.689183,0.15803,1
2.174669,0.067303,1
0.435265,0.126931,1
1.812501,0.010166,1
0.464327,0.141256,1
2.250534,0.073029,1
0.620725,0.163701,1
