"Points:0","Points:1","Points:2"
12.209,2.9807,0.00023
12.0066,2.83393,4e-05
11.816,2.67215,0
11.6912,2.45556,0
11.4887,2.30896,5e-05
11.3024,2.14224,0
11.0525,2.14844,0.0003
10.8377,2.27645,0
10.6634,2.45444,0.02046
10.4395,2.56375,0
10.2106,2.66439,0
9.99016,2.78214,0.00611
9.77231,2.90469,0.01064
