"Points:0","Points:1","Points:2"
4.34873,-1.10316,0
4.26916,-1.0966,0
4.29856,-1.08778,0
3.88156,-0.92732,0
3.96413,-0.9943,0
4.48085,-0.5311,0
3.90005,-0.9288,0
4.45277,-0.6302,0
3.83307,-0.90141,0
4.4926,-0.46686,0
4.01352,-1.03652,0
4.56633,-0.9086,0
4.52819,-1.04804,0
4.56915,-0.91592,0
4.514,-0.78683,0
4.52175,-1.05236,0
4.62206,-0.46255,0
4.77174,-0.49455,0
4.77755,-0.48519,0
4.76811,-0.49094,0
4.83104,0.00404,0
4.79781,0.07719,0
4.84777,-0.01623,0
5.02082,-0.28071,0
5.01531,-0.2601,0
5.06846,-0.40617,0
