0.5e-7,35.7938
1.0e-7,17.5636
2.0e-7,7.6372
5.0e-7,3.2218
7.0e-7,2.0882
10.0e-7,1.5725
11.0e-7,1.5352
12.0e-7,1.2625
14.0e-7,1.1273
15.0e-7,1.0560
20.0e-7,0.4053
