"Points:0","Points:1","Points:2"
2.43492,-1.02026,0
2.5556,-1.2431,0
2.50659,-1.22303,0
2.44186,-1.09821,0
2.83613,-0.81859,0
2.92489,-0.8456,0
2.54481,-1.24888,0
3.4033,-0.75904,0
3.49059,-0.69383,0
2.44584,-1.13212,0
3.15606,-0.83986,0
3.27603,-0.83088,0
2.5977,-0.89356,0
2.72433,-0.85369,0
2.52458,-0.92326,0
3.41782,-0.73429,0
2.45237,-1.11554,0
3.0779,-0.82875,0
2.74151,-0.82624,0
3.06553,-0.82515,0
3.27056,-0.81841,0
3.48889,-0.71162,0
2.43679,-1.11893,0
2.51689,-0.95766,0
2.53824,-1.26258,0
2.60022,-1.29097,0
2.57299,-1.27591,0
2.5422,-1.25577,0
2.57151,-1.29832,0
3.56279,-0.63481,0
3.63168,-0.56773,0
3.52559,-0.67328,0
3.62703,-0.60054,0
3.69753,-0.55987,0
2.63723,-1.40027,0
2.67183,-1.47268,0
2.70408,-1.53863,0
2.23124,-2.07738,0
2.31383,-2.05205,0
2.35314,-2.00112,0
2.30962,-2.05709,0
2.31681,-2.03746,0
2.46861,-1.89307,0
2.40966,-1.95876,0
2.50378,-1.85356,0
2.35542,-2.03141,0
2.38262,-2.00551,0
2.44189,-1.95926,0
2.7137,-1.68461,0
