"Points:0","Points:1","Points:2"
15.4979,1.6076,0
13.176,1.91244,0
13.1561,1.88801,0
15.4919,1.56465,0
15.4887,1.58435,0
15.5398,1.50951,0
13.1874,1.91037,0
13.1884,1.88903,0
15.6022,1.5925,0
13.1555,1.94522,0
15.5389,1.58466,0
15.5135,1.525,0
13.1507,1.92317,0
13.1548,1.89143,0
13.171,1.92107,0
15.6046,1.51542,0
13.1734,1.93744,0
15.5462,1.54487,0
13.2112,1.94547,0
13.1884,1.91526,0
13.1659,1.92834,0
15.6055,1.6041,0
13.198,1.92567,0
15.5489,1.51548,0
15.5667,1.5576,0
15.4809,1.62473,0
15.5012,1.61699,0
15.4662,1.62383,0
15.5271,1.61656,0
14.8033,1.71384,0
15.5178,1.54957,0
13.1767,1.94081,0
15.4856,1.57548,0
15.5064,1.5843,0
15.5525,1.59876,0
15.5431,1.58792,0
15.5378,1.55642,0
15.5017,1.5313,0
15.4566,1.59805,0
15.528,1.53988,0
15.5364,1.60997,0
15.613,1.59544,0
15.5138,1.60571,0
15.6218,1.49474,0
15.6238,1.55545,0
15.6366,1.5625,0
15.6538,1.53639,0
15.6858,1.53332,0
15.6213,1.51008,0
13.2635,1.99212,0
15.6291,1.53767,0
15.6466,1.50391,0
15.6875,1.5021,0
15.6735,1.52914,0
15.6547,1.53025,0
15.6357,1.51649,0
15.6317,1.47279,0
15.9222,1.30084,0
15.9235,1.3082,0
15.8836,1.32225,0
15.7951,1.34191,0
15.8173,1.35297,0
13.5992,2.08397,0
15.7945,1.35071,0
15.9186,1.29877,0
15.781,1.34394,0
15.8024,1.33426,0
15.8997,1.30771,0
13.6028,2.07368,0
15.9236,1.28457,0
15.8839,1.22537,0
15.9075,1.26076,0
15.8735,1.22617,0
15.8951,1.22246,0
15.794,1.35111,0
15.9076,1.23101,0
15.8822,1.22122,0
15.877,1.30808,0
13.5799,2.09383,0
15.912,1.3002,0
13.5873,2.09226,0
16.01,1.14215,0
13.7791,2.12579,0
16.0007,1.16052,0
15.9658,1.19959,0
16.0321,1.13132,0
15.992,1.15097,0
15.9948,1.1822,0
16.0359,1.15596,0
13.7898,2.08918,0
13.7801,2.11628,0
16.0516,1.16117,0
16.0325,1.10966,0
