"Points:0","Points:1","Points:2"
2.81327,-0.09786,0
4.01318,-1.07772,0
1.76331,-0.85219,0
1.43571,0.49548,0
3.52736,0.37851,0
3.74424,-1.16986,0
1.52922,0.76509,0
1.84645,-0.53481,0
1.13831,-0.64206,0
1.74176,-0.95109,0
1.46001,0.42745,0
3.25257,-1.1681,0
4.3981,0.95696,0
4.20951,0.55324,0
1.03983,-0.78124,0
1.3575,-1.0893,0
0.93754,0.56192,0
1.65318,-0.58304,0
1.30439,-0.22255,0
3.3138,-1.08598,0
1.23523,-0.21794,0
0.63636,0.59458,0
4.22042,-0.84941,0
3.81771,0.26931,0
1.13504,-0.4288,0
4.28194,-0.98532,0
4.04817,1.11835,0
3.35337,0.54494,0
2.63616,-0.30895,0
3.29958,-0.86684,0
2.70889,-0.03768,0
2.90774,0.81904,0
2.38876,0.90886,0
2.95778,-1.18616,0
2.81503,1.08932,0
3.54167,-1.09623,0
2.19991,0.30983,0
4.41055,0.24489,0
1.98505,0.69658,0
0.80024,0.37538,0
2.86647,-1.11726,0
4.30507,-0.81982,0
0.97682,0.61162,0
4.27502,0.05303,0
0.7396,-0.16957,0
2.51299,0.25459,0
0.61334,-0.89307,0
2.9589,0.61987,0
2.41581,-0.41319,0
0.65688,-1.03115,0
3.3887,1.03651,0
1.83415,0.42739,0
1.56183,0.91306,0
4.35719,0.23048,0
2.48875,1.20329,0
1.44025,-0.98117,0
2.57624,-0.44276,0
0.76996,0.99116,0
2.16361,-0.83018,0
3.40463,0.06602,0
0.85256,0.57435,0
4.47054,-0.06211,0
3.43002,-0.25008,0
1.47353,-1.00859,0
1.97548,0.89463,0
2.25848,0.8466,0
3.51104,-1.19745,0
1.39706,0.98326,0
0.59381,0.40174,0
2.87962,-0.62828,0
0.89375,-0.02013,0
0.55759,-0.19635,0
3.60807,-0.21805,0
1.19857,-1.01131,0
1.98372,-1.09099,0
1.46476,-0.49716,0
3.62029,-0.13289,0
3.94874,0.99037,0
1.30531,0.16546,0
2.97635,0.39061,0
1.88594,0.42579,0
2.80051,-0.67503,0
0.70728,1.14069,0
1.31272,-1.07381,0
1.51276,-1.08295,0
2.10644,1.10489,0
3.047,-1.20243,0
2.1419,1.0217,0
3.19282,0.62479,0
3.16337,0.32983,0
1.31777,-0.26323,0
2.82656,1.21128,0
2.84906,-0.11708,0
3.95282,0.92875,0
3.16658,-0.86289,0
2.69739,0.44283,0
2.2663,1.02827,0
2.43719,-0.94765,0
3.40242,0.37754,0
3.61751,0.43549,0
3.93445,-0.23569,0
1.78565,-0.99598,0
2.90128,-0.06348,0
3.64661,-0.56387,0
2.73092,-0.43771,0
1.04016,0.41732,0
0.94661,-0.41117,0
4.21467,0.64915,0
3.8055,1.2067,0
3.91737,0.42679,0
4.07567,-0.163,0
4.01828,-0.7204,0
0.83436,-0.22037,0
3.62651,0.43034,0
3.13186,0.52815,0
3.64712,-1.10224,0
0.88573,-1.15543,0
3.30595,0.69277,0
4.31554,-0.16557,0
4.09103,0.08742,0
2.36456,-0.70355,0
1.69937,-1.11284,0
3.8847,0.74163,0
4.03665,-0.48292,0
0.83737,0.65479,0
2.03676,0.60504,0
1.62372,1.24667,0
3.91314,0.00572,0
2.8623,0.28156,0
3.40632,1.16976,0
0.76516,-0.04586,0
3.53148,-0.92309,0
2.42169,0.83164,0
3.89975,-0.05058,0
0.98446,-0.69064,0
4.05844,0.24425,0
2.99936,-0.50513,0
3.77249,0.30865,0
2.39324,-0.13352,0
1.08711,-1.04959,0
1.45445,0.3511,0
2.87374,-0.45787,0
2.52865,0.04491,0
3.22554,1.01294,0
4.36591,-0.88175,0
3.78254,-1.05604,0
1.68483,-0.30695,0
1.07518,-1.22234,0
2.12992,0.0541,0
0.53737,0.58656,0
3.40081,-0.85714,0
0.98963,-0.20506,0
0.6696,0.33655,0
2.83221,-0.53119,0
4.25445,-0.28817,0
1.66531,0.3282,0
3.91397,-0.00312,0
4.33239,-0.08692,0
1.87415,-0.21714,0
1.31534,-0.71947,0
0.91458,-1.24229,0
4.47463,0.10107,0
2.72655,-0.89769,0
2.1142,-0.20102,0
2.46072,0.99843,0
1.09182,-1.23659,0
4.18263,-0.91283,0
1.31008,0.88043,0
2.82825,-1.09583,0
3.51564,-1.09343,0
3.01468,-0.89596,0
4.0385,0.52282,0
3.70609,0.89544,0
3.4664,-0.0691,0
4.40045,1.16896,0
4.11694,-0.82896,0
1.98326,0.0162,0
3.61053,0.92652,0
2.12048,-0.07363,0
1.48162,0.1411,0
0.69962,-0.02211,0
1.01534,0.78557,0
1.01967,0.54995,0
3.41028,-0.07183,0
0.67946,0.89941,0
1.17545,0.5594,0
1.64049,0.76628,0
0.75167,1.00756,0
2.94828,0.85054,0
0.59294,0.47573,0
3.9039,1.10868,0
1.27623,-0.78578,0
1.35393,-0.5196,0
1.69002,-0.6776,0
0.63841,0.1779,0
