"Points:0","Points:1","Points:2"
3.57452,-0.75437,0
3.59318,-0.59762,0
3.57813,-0.65849,0
3.59339,-0.88818,0
3.59171,-0.62318,0
3.56929,-0.41868,0
3.58011,-0.8183,0
3.48751,-0.29723,0
2.39031,-0.73071,0
2.63185,-0.25422,0
2.3971,-0.65193,0
2.15162,-1.2147,0
3.59977,-0.87979,0
3.57487,-0.82443,0
2.37839,-0.73108,0
2.85954,-0.20121,0
3.04261,-0.19306,0
2.62269,-0.25793,0
2.84798,-0.19524,0
2.98008,-0.19284,0
3.38149,-0.253,0
3.46748,-0.28575,0
2.74487,-0.19125,0
2.32901,-0.904,0
2.05598,-1.05002,0
2.1002,-1.18382,0
2.58365,-0.29018,0
3.58647,-0.48761,0
2.33311,-0.85547,0
2.50434,-0.3686,0
2.96063,-0.17646,0
3.27645,-0.16317,0
3.58887,-0.75842,0
2.30131,-0.9112,0
2.59071,-0.28791,0
2.55384,-0.31026,0
3.57247,-0.65612,0
