"Points:0","Points:1","Points:2"
11.2644,2.04158,3e-05
11.0663,2.19404,0.00559
10.8465,2.31308,0.00066
10.6103,2.39498,0.00091
10.3658,2.4464,0.00832
10.1358,2.54393,0.00015
9.89292,2.60333,0
9.66202,2.50752,0.00321
9.6437,2.2582,0.00212
9.41393,2.15971,1e-05
9.20392,2.29535,0
9.0165,2.4608,5e-05
8.85676,2.65283,0.01041
