"Points:0","Points:1","Points:2"
1.57374,0.01749,0
3.52424,-0.00468,0
1.66805,-0.00503,0
2.79319,-0.01339,0
2.15849,0.00647,0
2.44983,0.0119,0
2.93948,0.03159,0
3.3123,0.01155,0
3.22322,-0.01477,0
1.86859,0.00518,0
3.64247,0.00545,0
2.7588,-0.00648,0
1.18655,0.02429,0
1.88908,-0.00816,0
2.61256,0.00327,0
1.22141,0.008,0
1.054,0.03867,0
2.56001,0.01252,0
2.293,-0.00403,0
2.03686,0.00733,0
2.8488,0.00554,0
3.71736,0.02397,0
2.54083,-0.01603,0
1.8738,0.01769,0
3.66397,-0.00087,0
2.79112,-0.00624,0
1.71817,-0.00317,0
3.97922,-0.01075,0
