"Points:0","Points:1","Points:2"
3.99997,-0.02831,1e-05
3.75294,0.01006,0.00175
3.50378,-0.01037,0
3.2542,0.00401,0
3.00479,0.02118,0.00049
2.75662,-0.00901,0.00189
2.50715,0.00708,6e-05
2.25723,0.01332,0
2.00723,0.01423,3e-05
1.7573,0.00816,0.00047
1.50738,0.01426,0
1.25789,-0.00185,0
1.00936,0.02516,0
