1.47093
1.81707
1.91292
1.91847
1.96805
2.14483
2.43018
2.47966
2.83231
3.19979
3.23614
3.38156
3.52695
3.69136
4.20768
4.49884
4.90961
5.02652
5.21101
5.87086
5.93760
6.25532
6.31503
6.66959
6.75090
7.38245
7.38416
7.51191
7.65019
7.93448
8.22287
8.22480
8.33050
8.37304
8.75995
8.78036
8.80147
9.11630
9.78246
9.85783
9.94004
10.14855
11.11373
11.25472
12.40190
