"Points:0","Points:1","Points:2"
4.01159,-0.01807,2e-05
3.77588,0.06516,0.003
3.53851,-0.01325,5e-05
3.29195,0.02807,6e-05
3.04355,0.05631,0
2.79382,0.04472,6e-05
2.54511,0.07012,0.00131
2.29513,0.07316,0.00035
2.04591,0.05344,0
1.79607,0.04449,0.00023
1.54611,0.04887,0.00151
1.30298,0.10705,0.00248
1.05387,0.08597,0.00225
