1.01959
1.02560
1.07150
1.07579
1.28189
1.32023
2.05921
2.35923
2.39844
4.98633
6.50335
6.55981
6.61208
7.22091
7.52371
7.61735
7.74672
9.69607
10.27440
11.05264
11.68658
