Ts,x,y,label
0,2.26962,-0.00854,0
0,1.42007,0.01206,0
0,2.08568,0.00197,0
0,1.58199,0.00865,0
0,3.30481,0.00592,0
0,1.64516,0.00124,0
0,3.44094,-0.00825,0
0,1.28742,0.01075,0
0,1.53840,0.00245,0
0,2.67023,-0.00721,0
0,2.99536,-0.00603,0
0,3.34408,0.00497,0
0,2.86065,0.00583,0
0,2.93116,-0.01118,0
1,3.01471,0.01476,0
1,1.33162,-0.00586,0
1,3.25490,0.00675,0
1,1.87030,0.01097,0
1,3.44094,-0.00825,1
1,2.13143,0.00851,0
1,1.28742,0.01075,1
1,1.82861,0.01816,0
1,3.07527,0.00399,0
1,2.81623,-0.00077,0
1,3.96516,0.00907,0
1,1.20024,0.02048,0
1,3.91711,0.01213,0
1,1.93502,-0.01269,0
1,3.32268,-0.00008,0
1,1.46505,-0.00088,0
1,3.38186,-0.00133,0
1,3.08654,0.02195,0
1,2.97155,0.01952,0
1,2.45362,0.00271,0
1,1.61217,0.00240,0
1,2.06302,0.01092,0
2,1.17264,-0.00052,0
2,1.58199,0.00865,1
2,2.34835,-0.01225,0
2,3.92147,-0.01174,0
2,2.04258,-0.01946,0
2,3.08338,0.00951,0
2,1.29559,-0.00330,0
2,3.30389,0.00199,0
2,2.48099,0.01643,0
2,2.16300,-0.02709,0
2,1.01298,0.00973,0
2,3.78795,0.01226,0
2,2.20292,-0.02024,0
2,3.36487,0.00234,0
2,3.91711,0.01213,1
2,1.93502,-0.01269,1
2,3.91445,0.02234,0
2,3.15340,-0.00977,0
2,2.99536,-0.00603,1
2,3.34408,0.00497,1
2,2.65758,0.00097,0
2,3.47720,-0.01042,0
2,2.72923,0.01509,0
2,1.61217,0.00240,1
2,1.01300,0.01661,0
2,2.66215,-0.00052,0
3,3.93700,0.01153,0
3,3.48887,-0.01770,0
3,2.32813,0.00656,0
3,1.92840,-0.02463,0
3,2.64175,0.01201,0
3,2.86745,0.01606,0
3,3.97677,0.02761,0
3,2.48099,0.01643,1
3,1.01298,0.00973,1
3,3.78795,0.01226,1
3,3.51034,-0.01641,0
3,2.40040,0.00152,0
3,3.29261,-0.01466,0
3,2.01713,-0.03166,0
3,3.91445,0.02234,1
3,3.33856,-0.00863,0
3,2.71620,0.00464,0
3,1.04609,-0.00389,0
3,3.37127,-0.02167,0
3,2.86065,0.00583,1
4,2.26962,-0.00854,1
4,1.44896,0.00949,0
4,3.09350,0.01007,0
4,1.45831,-0.00236,0
4,3.25490,0.00675,1
4,3.93700,0.01153,1
4,2.64175,0.01201,1
4,1.55434,0.00687,0
4,2.53950,-0.00210,0
4,2.59159,0.02680,0
4,3.96516,0.00907,1
4,3.51034,-0.01641,1
4,3.91711,0.01213,1
4,1.47845,0.00535,0
4,2.01713,-0.03166,1
4,3.91445,0.02234,1
4,2.00832,-0.02718,0
4,1.43159,0.00351,0
4,3.09627,0.00633,0
4,2.60608,0.02831,0
5,2.26962,-0.00854,1
5,3.09350,0.01007,1
5,3.93700,0.01153,1
5,2.18500,-0.02874,0
5,2.42869,-0.01372,0
5,1.92840,-0.02463,1
5,1.53914,0.01856,0
5,3.45757,-0.00923,0
5,3.43937,-0.00705,0
5,3.78795,0.01226,1
5,2.40040,0.00152,1
5,3.91711,0.01213,1
5,3.93136,0.01124,0
5,3.35640,-0.02232,0
5,1.72317,-0.00568,0
5,2.01713,-0.03166,1
5,3.33856,-0.00863,1
5,2.97155,0.01952,1
5,2.00832,-0.02718,1
5,3.09627,0.00633,1
5,2.66215,-0.00052,1
6,1.44896,0.00949,1
6,3.09350,0.01007,1
6,3.93700,0.01153,1
6,1.92840,-0.02463,1
6,3.44094,-0.00825,1
6,3.45757,-0.00923,1
6,1.53840,0.00245,1
6,3.91711,0.01213,1
6,3.93965,0.01563,0
6,1.72317,-0.00568,1
6,3.29261,-0.01466,1
6,1.04609,-0.00389,1
6,2.97155,0.01952,1
6,2.65758,0.00097,1
6,2.45362,0.00271,1
6,1.43159,0.00351,1
6,3.09627,0.00633,1
6,2.86065,0.00583,1
6,2.37855,0.00658,0
6,2.66215,-0.00052,1
7,3.76094,-0.01514,0
7,1.45831,-0.00236,1
7,3.35285,-0.00996,0
7,1.64516,0.00124,1
7,3.44094,-0.00825,1
7,3.45757,-0.00923,1
7,2.40040,0.00152,1
7,3.93965,0.01563,1
7,3.93136,0.01124,1
7,1.47845,0.00535,1
7,3.33856,-0.00863,1
7,2.65758,0.00097,1
7,1.43159,0.00351,1
7,3.09627,0.00633,1
7,3.87909,-0.00214,0
7,1.61217,0.00240,1
7,2.82509,0.02477,0
7,2.66215,-0.00052,1
8,2.06118,-0.01493,0
8,1.45831,-0.00236,1
8,3.93700,0.01153,1
8,2.25931,-0.00798,0
8,3.56669,-0.00584,0
8,1.75545,-0.01003,0
8,1.64516,0.00124,1
8,1.53914,0.01856,1
8,3.08338,0.00951,1
8,3.44094,-0.00825,1
8,3.43937,-0.00705,1
8,2.86745,0.01606,1
8,3.07527,0.00399,1
8,3.97677,0.02761,1
8,3.93965,0.01563,1
8,1.93502,-0.01269,1
8,1.72317,-0.00568,1
8,2.01713,-0.03166,1
8,3.91445,0.02234,1
8,2.96406,0.00412,0
8,3.33856,-0.00863,1
8,2.71620,0.00464,1
8,1.42114,0.00691,0
8,3.87909,-0.00214,1
9,3.76094,-0.01514,1
9,3.24536,-0.01769,0
9,1.75545,-0.01003,1
9,3.23369,-0.01555,0
9,3.35485,-0.00997,0
9,3.45757,-0.00923,1
9,2.88368,0.02096,0
9,3.98407,0.00223,0
9,1.53840,0.00245,1
9,3.22274,-0.01788,0
9,2.40496,0.01449,0
9,3.90979,0.03087,0
9,1.93502,-0.01269,1
9,2.96406,0.00412,1
9,2.71620,0.00464,1
9,2.65758,0.00097,1
9,1.17395,0.00595,0
9,1.61577,-0.01157,0
9,1.42114,0.00691,1
9,3.87909,-0.00214,1
9,1.61217,0.00240,1
10,1.44896,0.00949,1
10,3.48525,-0.01818,0
10,2.25931,-0.00798,1
