Ts,x,y,life
142,3.85159,0.04749,12
143,1.36951,0.04423,7
144,1.15647,0.03387,11
146,1.36516,0.03967,9
146,1.31067,0.04683,11
147,1.35590,0.02964,17
150,1.11517,0.04505,7
156,3.22161,-0.02288,5
157,3.81690,0.05061,9
159,1.36969,0.02999,12
160,1.59294,0.02379,4
162,1.27540,0.06175,2
165,3.17718,0.02005,6
165,1.15044,0.04206,8
165,1.11910,0.04002,10
165,1.08533,0.04957,14
166,1.77786,-0.03362,14
169,1.59767,0.02673,2
173,2.05469,-0.04666,1
176,1.76502,-0.03104,6
177,1.03382,0.02717,1
181,1.35429,0.04489,7
185,1.72974,-0.03241,3
190,1.83581,-0.03889,1
193,3.86412,0.05108,6
195,2.95529,0.04211,17
195,2.91182,0.03097,21
195,1.11149,0.04752,11
196,2.66289,0.02980,1
197,1.25866,0.03008,5
198,2.79238,0.03645,17
198,2.87664,0.04042,33
200,2.60608,0.02831,1
202,3.01942,0.03797,21
206,3.41940,-0.03015,3
206,2.85473,0.03969,23
206,2.77556,0.04288,16
208,2.13143,0.00851,1
208,2.47495,0.04626,11
208,2.82121,0.04839,26
208,2.43570,0.03364,7
209,2.33877,0.02893,3
210,2.53397,0.05349,38
211,3.28410,-0.04262,1
211,2.95412,0.04878,36
211,2.32443,0.04012,4
212,1.85303,0.01272,1
213,2.31698,0.03112,3
213,2.56177,0.05328,29
213,1.86997,0.03472,28
214,2.88721,0.05846,26
214,2.76391,0.04507,17
214,2.71471,0.05127,27
215,2.67919,0.04928,26
215,1.53859,0.05343,42
215,1.33096,0.05551,1
216,2.50927,0.04076,7
216,3.28829,-0.04648,1
216,1.42258,0.05263,10
218,3.35019,-0.03766,1
218,3.88531,0.04872,4
219,2.68005,0.06073,27
219,2.22485,0.04791,7
219,1.44182,0.05489,6
221,1.60583,0.03723,29
221,2.72879,0.06137,30
222,1.94363,0.04641,23
223,2.76033,0.05051,46
223,2.75130,0.04625,14
225,2.34155,0.02652,2
227,3.22334,-0.02987,3
227,3.42494,-0.03808,1
228,2.30158,0.05040,2
231,1.82315,0.04790,8
233,2.05462,0.04979,22
234,1.70559,0.04593,31
235,2.46906,0.05552,14
235,1.94375,0.03358,36
235,2.93962,0.05091,27
236,2.37452,0.02848,1
237,1.76912,0.03177,22
238,2.18498,0.02969,3
238,2.26614,0.03045,4
239,2.13905,0.03094,1
240,1.56530,0.03904,19
240,1.68143,0.04810,30
241,2.72152,0.05492,31
241,2.90168,0.06005,31
242,1.51262,0.05747,27
243,1.96847,0.03289,21
243,3.14169,0.05312,31
244,2.65284,0.06781,30
245,3.54707,-0.02513,10
246,3.22013,0.03454,26
246,3.05981,0.05647,19
246,3.01079,0.05368,26
248,2.49215,0.06465,25
249,2.99807,0.06423,15
250,3.11256,0.03939,33
250,2.43419,0.06982,27
251,2.39494,0.05819,20
252,2.40711,0.06231,24
252,2.49741,0.07112,33
252,2.45326,0.06509,27
252,1.65086,0.02496,7
253,3.13069,0.03710,37
253,2.36846,0.03775,1
254,2.55184,0.08463,13
254,2.37577,0.04719,2
254,1.48059,0.05099,22
255,2.94474,0.06099,22
255,2.35013,0.05978,10
256,2.05970,0.02788,10
257,2.36872,0.05979,22
257,3.42794,0.02133,2
258,3.27396,0.04114,26
259,1.79794,0.04870,4
259,2.52251,0.07128,18
259,3.16070,0.03635,28
260,2.54524,0.08151,15
262,2.53055,0.06866,25
263,2.14452,0.07054,22
263,3.17463,0.04935,32
264,2.39200,0.06329,18
264,3.29919,0.03455,22
266,3.01349,0.06891,5
267,2.28668,0.07577,30
268,2.19144,0.07319,21
268,2.43995,0.08024,18
268,1.73521,0.05176,13
269,2.35340,0.06440,13
269,3.19014,0.05186,25
270,2.41626,0.08172,22
271,2.09379,0.05684,16
271,2.37932,0.07746,24
271,3.19676,0.02912,24
273,2.38144,0.08471,18
273,1.57431,0.05531,15
274,3.60623,-0.02617,2
274,3.50381,-0.04275,1
277,2.76283,0.06179,20
281,1.99780,0.03928,20
281,2.35102,0.07153,23
283,2.16201,0.05967,9
283,1.63452,0.05896,17
285,1.14936,0.09421,31
285,2.10552,0.07236,8
287,2.35558,0.08394,38
289,2.24928,0.07742,21
289,2.37054,0.07022,15
289,1.11398,0.07061,3
290,1.49601,0.06652,30
290,1.82861,0.01816,1
291,2.26930,0.08312,25
292,1.15012,0.08395,2
292,1.45436,0.07787,20
293,1.26313,0.09939,14
294,1.14708,0.10799,22
295,1.13617,0.10561,23
296,3.22340,0.03425,17
296,1.21563,0.09993,21
297,2.88544,0.07139,3
297,1.26365,0.08648,16
298,1.11408,0.10481,12
299,2.56247,0.08129,19
299,1.10695,0.10138,15
300,2.74736,0.03616,17
301,1.45314,0.07157,8
302,3.96086,-0.01832,7
305,3.95604,-0.01342,4
305,1.06234,0.10608,19
305,1.99590,0.02532,11
306,1.23640,0.10743,17
307,1.33266,0.10009,16
307,3.76645,0.09164,17
308,3.63222,0.08266,11
308,3.59358,0.07490,9
308,3.79410,0.07812,29
310,3.99281,-0.02274,6
310,3.67761,0.06845,15
311,3.55624,0.05663,20
312,3.72787,0.06322,9
312,1.09541,0.09612,22
313,1.31295,0.08207,8
314,1.86757,0.04997,9
314,1.21727,0.10343,19
316,2.37113,0.07345,23
317,1.35403,0.06593,1
317,3.81454,0.08123,28
320,1.44403,0.09029,8
320,1.17663,0.12136,7
321,2.68286,0.08012,3
325,1.17887,0.10891,11
325,1.11391,0.10223,12
326,3.45769,0.06611,6
326,1.07359,0.11380,11
327,3.85230,0.08004,17
328,4.01912,0.06179,12
329,3.40009,0.03322,14
330,2.02884,0.06694,6
336,4.02222,0.07101,19
337,3.44438,0.04031,13
337,1.54965,0.06507,6
337,3.41387,0.05155,21
338,3.92786,0.09552,3
340,3.68465,0.09170,5
341,1.37023,0.09473,21
342,3.45995,0.04047,24
342,3.94349,0.08135,15
344,3.78494,0.09600,23
344,3.83602,0.09714,10
345,3.77864,0.09244,16
346,1.37583,0.10988,2
346,3.38860,0.05923,3
348,3.93588,0.07760,24
348,3.84795,0.07491,16
350,3.36832,0.05442,4
351,3.46123,0.06430,9
351,2.43482,0.09506,4
351,3.83474,0.08407,9
352,3.50575,0.04369,8
354,3.72194,0.08016,22
356,3.50007,0.03021,1
358,3.44011,0.03429,18
360,3.47927,0.06386,12
362,4.00974,0.06938,18
366,3.62866,0.07010,14
367,1.21049,0.08161,10
370,1.08525,0.08188,6
382,3.74126,0.09792,7
383,3.64164,0.05644,7
388,2.38810,0.09342,5
396,3.59940,0.07950,2
397,1.06786,0.07328,6
406,1.35994,0.06605,1
410,2.76905,0.07629,2
411,2.69598,0.07862,2
421,1.49690,0.08148,2
428,1.19434,0.07837,2
429,2.05124,0.02411,1
429,3.61188,0.08532,1
433,1.72316,0.05484,2
439,3.98378,0.05228,1
446,1.89024,0.05605,5
461,1.39105,0.10646,1
469,1.38682,0.06323,3
471,1.71937,0.05741,3
477,3.84318,0.09950,4
487,2.71540,0.03379,1
491,3.69655,0.09673,1
497,3.87724,0.09970,1
500,4.04284,0.07668,0
