"Points:0","Points:1","Points:2"
0.82358,0.04809,0
0.81072,0.02986,0
3.03334,-0.44021,0
0.73979,0.03933,0
0.62145,-0.00147,0
0.42111,-0.15773,0
0.99342,0.05754,0
1.81236,0.10373,0
0.45489,-0.1111,0
2.91227,-0.41821,0
1.32337,0.14494,0
0.95178,0.07361,0
2.54795,-0.22195,0
2.69908,-0.32246,0
1.74452,0.11148,0
2.26098,-0.04312,0
2.50939,-0.18922,0
1.21644,0.09678,0
1.71365,0.12052,0
2.93403,-0.43512,0
0.93607,0.04682,0
1.55328,0.15287,0
2.53196,-0.20563,0
0.75918,0.03556,0
3.02027,-0.44364,0
1.83152,0.11284,0
0.55865,-0.03288,0
2.1531,-0.04017,0
2.65145,-0.32727,0
