Ts,x,y,life
0,2.96440,0.00580,1
0,2.82561,0.00254,1
1,3.74828,0.00741,3
1,2.77069,-0.02334,1
1,3.50618,0.00183,1
1,1.11765,0.00967,2
1,1.19571,0.02284,2
1,2.87386,0.01260,2
2,2.48133,0.00901,1
2,1.85017,-0.01489,2
2,3.64996,0.01116,2
2,2.34854,-0.00124,3
2,2.65653,0.00612,1
2,3.18447,-0.00124,3
2,3.23023,0.00675,1
2,4.01338,0.01854,2
3,3.78942,0.00707,1
3,3.89999,0.02036,1
3,1.37194,0.01974,3
3,3.19233,-0.00112,1
3,1.48634,0.01885,1
3,2.21546,-0.00874,3
3,2.16602,-0.01175,1
3,1.47845,0.00535,1
4,3.02242,-0.02276,1
4,2.00855,-0.02586,2
4,2.82048,0.00765,1
4,2.63934,-0.01438,2
4,3.46442,-0.02789,1
4,2.93239,-0.01898,4
4,2.50113,-0.01827,1
4,1.35478,0.01689,1
4,2.47587,-0.01332,2
4,1.22951,0.02260,3
4,2.38965,-0.00633,1
4,3.65503,-0.00340,2
4,1.47380,0.03465,1
4,3.93965,0.01563,1
5,3.03781,-0.02009,4
5,3.51321,-0.02973,1
5,3.66927,-0.00982,2
5,3.92324,0.02464,3
5,1.79623,0.00264,1
5,1.36969,0.02999,1
5,1.15155,0.03391,1
5,3.28816,-0.00181,1
6,1.05077,0.01846,1
6,1.14040,0.02730,2
6,1.28767,0.02245,2
6,2.42927,-0.01141,1
6,3.73943,0.01357,1
6,3.78795,0.01226,2
6,3.41187,0.00087,3
6,3.99343,0.01879,1
6,1.42281,0.02512,1
6,2.54811,-0.02997,1
6,2.67782,-0.01142,1
6,3.60584,0.00290,1
6,2.00832,-0.02718,1
6,1.42007,0.01206,1
6,1.03367,0.03535,1
7,2.81623,-0.00077,1
7,2.97680,-0.00337,1
7,2.39252,-0.01659,2
7,1.96163,0.00035,3
7,2.18786,-0.00393,1
7,1.06578,0.03027,1
7,1.50283,0.00672,1
7,1.75160,0.01050,2
8,2.52595,-0.02077,1
8,1.30572,0.01570,1
8,3.20027,0.00837,1
8,2.98762,-0.02595,1
8,3.97677,0.02761,4
8,2.86631,-0.01009,2
8,2.21300,-0.00629,1
8,3.93606,0.00945,1
8,2.19940,-0.01057,2
8,2.25837,0.00858,1
8,1.97170,-0.03170,1
9,1.54699,0.02640,2
9,1.82113,-0.01127,2
9,2.01466,-0.01823,1
9,3.52242,-0.00336,1
9,2.28032,-0.00939,1
9,2.81724,-0.00177,1
9,3.42426,0.00015,1
9,2.04012,-0.03606,1
9,2.42869,-0.01372,1
9,3.76322,-0.00438,1
9,2.76184,-0.00486,2
10,3.32268,-0.00008,2
10,1.73926,-0.00476,1
10,1.58605,0.02310,2
10,2.26503,-0.00080,1
10,2.87001,-0.02623,2
11,3.80372,0.02567,2
11,1.07600,0.02888,1
11,2.76682,-0.02961,2
11,3.38019,-0.00320,2
11,1.87604,0.00078,2
11,1.93502,-0.01269,1
11,1.46886,0.03806,1
11,2.77984,-0.02020,1
11,3.98219,0.01637,1
11,2.39580,-0.00143,2
11,1.35155,0.03508,1
11,2.40781,-0.00013,1
11,1.18057,0.02772,1
12,2.97825,-0.00167,3
12,1.76178,0.01805,1
12,2.77255,-0.01495,2
12,2.65329,-0.02646,2
13,1.45439,0.03272,1
13,2.02251,-0.03129,1
13,1.35505,0.03543,1
13,3.68984,-0.00973,2
13,1.30080,0.04384,2
13,1.80410,-0.01313,1
13,2.16300,-0.02709,3
14,1.59135,0.01682,1
14,1.68625,0.00089,1
14,1.62705,0.03476,1
14,1.35590,0.02964,2
14,2.32074,0.01312,3
15,3.85322,0.00099,2
15,3.75714,0.01546,1
15,2.36640,0.00079,1
15,3.25490,0.00675,1
15,1.13077,0.03635,1
15,2.29840,-0.01251,1
15,3.59309,0.00724,2
15,2.94776,-0.00074,2
15,3.84543,-0.00237,3
16,2.01713,-0.03166,1
16,1.79394,0.02152,1
16,3.71692,-0.00622,1
16,3.34408,0.00497,1
16,3.10411,-0.01717,1
16,3.20316,-0.02062,1
16,3.69861,0.00178,1
17,3.82116,0.00628,1
17,1.95023,-0.00494,2
19,1.65644,0.05981,1
19,2.41749,-0.06876,1
20,3.67545,0.05088,2
20,3.82079,0.05210,1
20,3.87348,0.05741,1
21,2.19642,-0.01095,1
21,2.45525,-0.06377,1
22,1.19434,0.07837,1
22,3.18142,-0.00252,1
23,2.00256,0.02429,1
23,1.94128,0.06933,1
23,4.09663,0.10651,1
23,4.08113,0.11764,1
23,3.68226,0.05384,1
24,3.42123,0.06112,1
25,1.86757,0.04997,1
26,2.98749,0.00350,1
27,4.19900,0.00732,1
27,1.71326,0.08021,1
30,3.84053,-0.00181,1
30,4.22305,0.09745,2
30,4.16088,0.06427,1
30,2.35786,-0.10764,1
31,4.22919,0.13715,1
33,3.87325,-0.06845,1
34,2.64482,-0.07380,1
34,3.18534,0.07655,1
35,1.67545,-0.07090,3
36,2.23844,-0.14109,1
36,3.00113,0.08390,2
36,3.22363,0.11792,2
36,3.70849,-0.04283,2
36,2.63653,-0.04971,1
37,2.88354,0.04355,1
37,3.82405,-0.06258,1
37,4.23552,-0.04410,1
37,1.96654,-0.10872,2
37,3.33965,0.10796,1
37,2.16133,-0.12501,1
38,2.63451,-0.06332,1
38,3.07981,0.08134,2
38,1.75837,-0.08411,1
38,2.61270,-0.05833,1
39,2.50009,-0.08689,1
39,3.63257,-0.02368,1
39,3.63354,-0.03332,1
39,4.15723,-0.02202,1
39,3.44598,0.09211,2
39,2.92664,0.06168,1
40,3.54051,0.05552,1
40,3.44791,0.10063,1
40,4.35045,-0.06637,1
40,3.40675,0.10698,1
40,2.12692,-0.11554,1
41,4.26288,-0.02870,1
41,4.10715,-0.03231,2
41,4.04921,-0.06805,1
41,4.32613,-0.04802,3
43,4.31943,-0.07509,3
43,2.51036,-0.10579,1
43,3.89399,-0.09141,1
43,4.36170,-0.09620,1
44,2.63540,-0.05414,1
45,3.42808,0.02028,1
45,2.82121,0.04839,1
45,2.77841,0.02620,1
45,4.32939,-0.05748,1
46,3.73248,-0.09547,1
46,3.97473,-0.11655,1
47,4.30285,-0.04590,1
48,2.44464,-0.15800,1
48,3.56622,-0.00110,1
48,4.29099,-0.05172,1
49,3.78952,-0.14415,1
49,3.58218,-0.01331,1
49,1.87664,0.16864,1
49,4.24380,0.02730,1
49,1.88529,0.11566,1
49,4.31169,-0.08094,3
49,4.30993,-0.08890,2
49,3.83000,-0.13578,1
50,3.82039,-0.14400,1
50,4.35589,-0.14013,1
51,3.99091,-0.15023,1
52,4.23009,-0.00385,1
52,4.22799,-0.01186,1
52,3.77907,-0.13759,1
52,3.71611,-0.09632,1
53,4.33498,-0.16633,1
54,4.31976,-0.00991,1
54,4.31441,0.06217,1
