Ts,x,y,life
0,3.92780,-0.00547,1
0,3.26824,-0.01042,2
0,3.39102,-0.01094,6
0,1.71644,0.00519,2
0,2.97225,0.00370,2
0,1.53731,0.01092,3
0,2.82734,-0.00333,4
0,3.63469,-0.00237,6
0,1.97207,0.00752,1
0,1.87309,-0.01066,2
0,2.39984,-0.00407,3
1,3.06520,-0.00828,15
1,1.59223,0.00409,6
1,3.06863,0.00545,1
1,3.02468,0.01357,1
1,3.25911,0.00929,12
1,2.07630,-0.01226,1
1,3.97181,-0.00095,1
1,2.73769,-0.00385,9
1,1.91714,-0.01355,2
1,3.63064,0.00212,15
1,2.52986,-0.00544,4
1,3.91018,0.02015,12
1,2.05117,-0.02229,11
1,3.36707,0.00813,3
1,1.53295,0.00906,2
1,1.01452,0.01402,3
1,2.03649,-0.01896,7
1,1.02210,-0.00646,1
1,1.04041,0.00838,2
1,1.22748,0.03050,8
2,2.97632,-0.00756,15
2,1.25583,0.01170,4
2,3.84265,0.00948,14
2,2.89996,-0.01429,15
2,3.86266,0.01625,13
2,1.84527,-0.00246,1
2,2.76533,0.00389,4
2,1.84995,-0.00516,1
2,1.21654,0.03340,10
2,2.64840,0.01622,1
2,1.92146,-0.01872,13
2,2.38816,0.00329,2
2,2.22641,-0.02646,1
2,2.13377,-0.02951,4
2,2.12295,-0.02565,4
2,3.36905,-0.00770,14
2,1.62828,0.00940,10
2,1.84976,-0.01774,10
2,3.13847,-0.01206,10
2,1.46019,0.01919,9
3,3.32280,0.00765,13
3,1.74198,-0.00386,9
3,3.06739,-0.01946,8
3,2.42942,-0.01103,14
3,3.73083,-0.00039,3
3,2.40740,-0.01938,13
3,3.88951,0.01594,12
3,1.77497,-0.01333,6
4,3.51555,-0.04045,1
4,3.19301,0.00811,12
4,2.09133,-0.02254,12
4,1.03910,0.02006,11
4,1.68964,0.00656,8
4,1.53358,0.02270,11
4,2.56448,-0.01616,13
5,2.46345,-0.02686,6
5,3.10063,-0.01710,12
6,1.06098,0.04428,3
6,1.35507,0.02313,9
6,2.55546,-0.01839,11
7,3.48905,-0.00868,10
7,2.34666,0.00372,10
7,1.64356,0.01808,8
7,1.17922,0.02822,9
8,1.37880,0.03948,7
8,3.83939,0.00248,9
8,1.13903,0.02500,8
8,2.57546,-0.01752,9
9,2.70841,-0.02124,8
10,1.97917,-0.02761,7
11,1.50302,0.03474,5
14,3.99097,0.00891,4
15,2.33025,0.02006,3
16,1.80250,0.03256,1
17,1.69272,0.04024,1
19,3.50488,0.02360,1
20,4.04851,0.09447,1
20,4.05751,0.08918,1
20,1.23650,0.10252,1
20,2.40038,-0.05973,1
20,3.81838,0.05303,1
20,1.28297,0.09127,1
20,3.78635,0.06261,1
20,2.47556,-0.04610,1
20,1.34433,0.08530,1
21,2.38882,-0.06424,1
21,1.28317,0.07719,1
21,2.05265,0.02278,1
21,1.45496,0.07869,1
21,2.59851,-0.04836,1
21,1.95316,0.06307,1
22,4.01350,0.07794,2
22,2.77441,-0.04069,1
22,3.78511,0.04362,1
22,1.88209,0.06667,2
