Ts,x,y,life
136,2.05462,0.04979,4
136,1.61217,0.00240,1
136,3.67761,0.06845,2
137,3.72194,0.08016,1
137,1.22340,-0.03600,2
137,1.78129,-0.04608,3
137,1.16860,-0.04371,5
137,2.53055,0.06866,2
138,1.95023,-0.00494,2
138,1.29911,-0.03587,4
138,1.51510,-0.01709,9
138,3.27679,-0.02219,1
138,1.61577,-0.01157,5
138,2.16371,0.04089,3
138,3.54201,0.02545,1
138,1.85733,-0.05224,6
138,1.79331,-0.05301,7
138,1.37259,-0.01653,5
138,3.08654,0.02195,8
139,1.92652,-0.03373,3
139,2.97155,0.01952,5
139,4.02045,0.03892,3
139,3.76830,0.11316,1
139,1.50089,-0.02757,2
139,3.50007,0.03021,1
140,1.64469,-0.04169,11
140,3.00602,0.02990,9
140,2.13905,0.03094,2
140,1.26239,-0.03825,5
140,1.41724,-0.01555,2
140,1.17970,-0.04923,5
140,2.53397,0.05349,3
140,1.21881,-0.03852,10
141,1.92840,-0.02463,4
141,4.01338,0.01854,6
142,3.32487,-0.01934,2
142,2.88368,0.02096,6
142,2.84143,0.01517,3
143,3.84318,0.09950,5
143,1.19925,-0.04567,5
143,1.14384,-0.04683,6
143,3.01471,0.01476,11
143,1.70317,-0.03311,3
143,3.63222,0.08266,6
143,3.61266,0.09051,5
144,3.51060,0.06376,2
145,2.35944,0.02795,5
145,2.43570,0.03364,7
145,3.63845,0.09337,2
145,1.48942,-0.02254,6
145,1.47720,-0.01611,2
146,1.69656,-0.03108,1
146,1.20653,-0.03644,1
146,3.61188,0.08532,2
146,1.36849,-0.01833,5
146,3.08338,0.00951,7
147,3.52297,0.06878,2
147,3.09627,0.00633,6
147,3.42425,0.05371,2
149,3.65414,0.10872,3
149,1.41099,-0.02770,2
149,2.99536,-0.00603,4
150,3.33741,0.03515,3
150,2.85887,-0.00020,5
151,3.64045,0.09423,2
151,2.27941,0.05198,2
151,1.72974,-0.03241,7
151,3.52263,0.05617,2
152,1.42088,-0.01587,2
153,3.45995,0.04047,4
153,1.41873,-0.01581,2
153,3.65912,0.09685,3
154,2.67023,-0.00721,3
154,3.07527,0.00399,3
154,2.66536,-0.00912,2
154,3.50267,0.04834,1
154,3.59940,0.07950,6
154,3.06767,-0.00389,5
155,3.38860,0.05923,6
155,3.65578,0.10794,1
156,2.96440,0.00580,2
156,3.77219,0.13648,5
156,2.16201,0.05967,1
157,2.86065,0.00583,1
157,3.78798,0.12017,4
157,3.41387,0.05155,3
158,2.32151,0.01399,1
158,3.55624,0.05663,1
158,2.96406,0.00412,6
158,2.85014,-0.01326,5
159,2.88829,-0.01549,4
159,2.84069,-0.00002,3
159,3.24922,0.03955,11
159,1.71009,-0.04460,2
159,2.47662,0.02572,2
159,1.16503,-0.03131,2
160,3.98407,0.00223,1
160,1.44080,-0.02944,2
160,2.99060,0.00044,2
161,3.82274,0.13774,3
161,3.64639,0.09921,1
161,2.71192,-0.03225,1
162,2.76625,-0.02519,6
162,1.30061,-0.00666,1
163,2.85274,-0.01873,1
163,3.57735,0.06420,6
163,3.47928,0.07376,1
163,2.96011,-0.00121,2
163,1.57699,-0.03874,8
164,2.66378,-0.02952,1
164,3.09350,0.01007,5
164,3.69765,0.10417,2
165,3.37136,0.04493,4
165,3.81204,0.13190,5
165,1.66764,-0.02176,15
165,2.32443,0.04012,5
165,2.93116,-0.01118,8
166,1.77226,-0.02738,3
166,3.46123,0.06430,4
166,3.40009,0.03322,1
166,1.13148,-0.02531,1
166,3.85847,0.11495,3
167,2.54824,-0.03008,5
167,2.84876,-0.02335,3
167,2.02337,-0.02779,2
168,2.84631,-0.01928,3
168,2.30158,0.05040,2
168,3.69655,0.09673,1
168,1.22839,-0.01585,1
168,1.34669,-0.01280,1
169,2.89430,-0.02786,4
169,3.36832,0.05442,5
169,1.51090,-0.04031,1
169,1.54155,-0.01704,4
170,2.79603,-0.02794,4
170,3.54051,0.05552,1
170,2.29805,0.04110,2
170,2.78050,-0.03070,1
171,3.34276,0.03980,7
171,2.26547,0.02259,2
171,1.97170,-0.03170,2
172,2.19050,0.01679,6
172,2.73849,-0.02204,1
172,2.93239,-0.01898,1
173,1.68047,-0.05098,4
173,1.64812,-0.04710,4
174,2.72694,-0.03738,2
174,3.01942,0.03797,5
174,1.31158,-0.03900,1
175,2.06212,-0.01893,3
175,1.65071,-0.02947,13
175,1.73352,-0.05125,1
175,3.79006,0.15323,9
176,3.50575,0.04369,1
176,2.75851,-0.02412,1
176,1.64713,-0.04087,4
177,3.62277,0.06574,1
178,2.37932,0.07746,3
178,3.32819,0.06179,2
179,1.17887,0.10891,2
179,3.82319,0.15419,4
180,3.73985,0.12094,1
180,1.35403,0.06593,1
180,3.32504,0.07334,2
180,1.98976,-0.07474,1
181,2.77984,-0.02020,1
181,1.84363,-0.09476,1
181,3.00970,0.02985,5
181,3.37120,0.07780,1
182,3.45360,0.09138,5
182,2.35340,0.06440,1
182,2.07677,-0.04374,1
183,3.38991,0.08144,1
183,2.74559,-0.00015,3
183,1.53840,0.00245,1
183,1.83600,-0.07976,2
184,1.79707,-0.08094,1
184,3.92786,0.09552,3
184,1.88111,-0.07889,3
185,1.73480,-0.06982,3
185,3.64273,0.14673,1
186,2.81623,-0.00077,2
186,2.37756,0.06760,1
187,3.82085,0.16265,7
187,3.75475,0.15488,3
187,1.67545,-0.07090,3
187,2.00855,-0.02586,3
187,1.35994,0.06605,2
187,2.37054,0.07022,2
188,2.89436,-0.02028,1
188,1.21727,0.10343,2
188,3.83205,0.14981,2
188,1.32885,0.07550,1
189,1.26313,0.09939,2
190,3.76954,0.16428,5
190,2.55184,0.08463,2
190,3.90395,0.11689,4
190,1.25387,0.12701,1
190,4.04284,0.07668,13
191,3.11980,-0.01943,1
191,2.50003,0.05771,1
191,1.47845,0.00535,1
191,3.16282,-0.00085,11
191,1.88629,-0.08634,1
192,2.39200,0.06329,1
192,1.59325,-0.05534,11
192,2.60273,0.08691,2
192,3.91058,0.12503,8
192,1.85010,-0.07265,2
192,3.74334,0.15061,1
192,2.34191,0.05194,1
192,1.91801,-0.07119,4
193,2.45326,0.06509,2
194,4.07344,0.07021,7
194,1.75837,-0.08411,1
195,3.45126,0.09171,1
195,2.57634,0.09707,2
196,3.40300,0.05352,1
196,3.90714,0.09837,1
197,2.04012,-0.03606,1
197,3.69516,0.16029,2
197,1.69561,-0.10079,1
197,3.46978,0.10354,2
197,3.44287,0.09170,1
197,2.50758,0.06842,1
198,2.35013,0.05978,1
198,2.55814,0.07352,2
198,2.40711,0.06231,1
199,3.50893,0.13150,1
199,1.73867,-0.07423,1
199,1.42007,0.01206,1
200,2.36872,0.05979,1
200,2.09286,-0.02341,1
201,3.87817,0.13053,4
201,3.63489,0.16723,1
201,3.59941,0.20119,4
202,3.59270,0.19381,3
202,3.57654,0.16578,1
202,3.10411,-0.01717,2
202,2.53039,0.09056,2
203,3.96677,0.09670,2
203,3.40675,0.10698,1
203,1.69737,-0.12022,1
204,3.49347,0.16376,1
204,3.73364,0.14247,1
204,2.75588,0.07052,1
205,4.02532,0.11104,20
206,3.47513,0.16701,2
206,3.24032,0.06054,2
206,4.04579,0.10551,8
206,3.97927,0.11755,15
206,2.58550,0.09790,1
207,2.52522,0.11529,2
208,2.36780,0.10243,2
208,3.51866,0.17170,1
208,3.29365,0.11286,7
209,2.76335,0.10488,7
209,1.81331,-0.04051,1
209,3.34536,0.13947,1
210,2.41888,0.13452,2
210,3.94111,0.13032,8
210,3.45204,0.18722,9
210,1.43525,-0.09734,8
210,2.44315,0.12671,3
211,2.19144,0.07319,2
211,3.99572,0.12094,19
211,2.26412,0.09302,1
211,1.38319,-0.10882,8
211,2.05482,0.10503,1
211,1.50605,-0.07785,7
212,2.58718,0.11061,1
213,2.14462,0.10754,1
213,3.29785,0.10950,8
213,3.33318,0.15041,2
213,3.65572,0.18863,4
213,1.45853,-0.09996,7
213,3.98026,0.12838,24
213,3.35056,0.16144,3
213,1.96052,0.12508,2
214,4.09663,0.10651,7
214,2.29376,0.08287,1
214,2.59145,0.13113,1
214,1.87030,0.01097,1
214,3.27336,0.10119,2
214,2.16721,0.10532,2
215,1.37098,-0.11818,11
215,1.77786,-0.03362,1
216,1.43929,-0.11328,4
216,2.26930,0.08312,1
216,2.45038,0.12127,1
216,2.81757,0.10619,2
217,3.31287,0.10765,8
217,1.54181,-0.07760,2
217,2.35294,0.10387,1
217,2.09123,0.12424,1
217,4.06872,0.11221,5
218,2.22709,0.12090,2
218,1.92468,0.10491,8
218,3.46378,0.20107,9
218,1.93273,0.07709,4
219,2.49621,0.14001,1
219,1.51570,-0.07670,3
220,3.34370,0.14790,3
220,4.02327,0.13843,3
221,2.59611,0.15270,8
221,3.90939,0.15583,7
222,1.97229,0.12471,5
222,1.75691,-0.02545,1
222,3.49370,0.18679,3
222,2.19574,0.12322,5
223,3.71250,0.20070,6
223,3.22274,-0.01788,8
224,1.89024,0.05605,1
224,3.83368,0.17024,3
224,2.55720,0.15564,7
224,2.19166,0.12817,6
224,2.81484,0.10276,4
225,2.71582,0.11290,4
225,2.75221,0.10291,6
225,2.11854,0.14706,2
226,3.20316,-0.02062,3
226,3.22334,-0.02987,1
226,2.34036,0.14520,6
226,1.93510,0.10609,4
226,3.46827,0.17291,1
226,3.90588,0.15379,8
226,1.77684,-0.00564,1
227,2.35529,0.15122,7
227,2.38204,0.15068,3
227,3.96629,0.12890,17
227,1.96068,0.10109,2
228,3.15340,-0.00977,2
228,3.30970,0.11684,1
228,1.43626,-0.11337,4
228,2.50830,0.17414,4
229,3.29856,0.13239,2
229,4.00238,0.11820,27
229,2.80051,0.10074,5
229,2.43177,0.14556,4
230,2.68974,0.12674,1
232,1.90532,0.11734,9
232,3.54885,0.20971,3
232,1.92150,0.12092,5
232,3.85159,0.17106,7
232,2.18048,0.14562,7
232,3.44081,0.21040,4
233,3.28200,0.10639,6
233,3.44726,0.19843,3
233,2.71240,0.11247,3
234,3.74188,0.19710,4
234,3.31401,0.11739,9
234,2.81513,0.07845,3
235,3.58390,0.19450,3
235,2.10613,0.15562,6
235,1.33390,-0.11911,10
235,3.75141,0.18460,3
235,2.21337,0.12519,4
235,2.64366,0.11914,1
236,4.01339,0.11141,11
236,1.41483,-0.10465,5
236,3.41613,0.21248,2
237,1.90707,0.11114,5
238,1.48976,-0.09853,4
238,1.80335,0.07132,4
238,1.80572,0.07495,6
239,2.00093,0.18185,5
241,3.84824,0.15907,5
241,1.39859,-0.10530,6
242,3.54252,0.21080,2
242,2.11991,0.14765,2
242,1.83847,0.06394,3
242,1.33886,-0.11785,2
242,1.43679,-0.11838,1
243,4.01324,0.13627,3
244,1.85098,0.07487,9
244,1.47757,-0.09348,7
244,1.78814,0.05725,4
245,3.76834,0.18081,6
245,1.88562,0.12176,2
245,3.44589,0.17622,1
245,1.88723,0.10262,6
247,1.51681,-0.05939,6
247,3.34118,0.16608,1
247,1.86095,0.09392,10
247,3.66119,0.20119,4
248,4.08880,0.08921,1
248,2.60896,0.15369,1
248,2.24940,0.14295,2
248,1.75160,0.01050,5
248,1.54848,-0.05378,5
248,1.85121,0.08459,11
248,2.39924,0.14939,5
249,1.51132,-0.06998,3
249,2.03955,0.17805,2
249,1.57264,-0.05699,7
250,2.32491,0.12901,8
251,4.01617,0.10742,12
252,3.75916,0.19870,6
252,2.26761,0.10944,1
253,1.98208,0.15586,8
254,3.30811,0.15436,2
254,2.16448,0.14950,3
254,3.43331,0.22697,2
254,3.60846,0.23349,3
255,3.16100,0.06505,1
255,3.44106,0.25239,3
255,3.63733,0.23507,3
255,2.57303,0.16347,1
256,3.32520,0.18540,1
256,2.80456,0.13707,2
256,3.57952,0.23037,3
256,3.72163,0.21192,5
256,3.16308,0.07301,1
256,1.85473,0.07608,4
257,3.60235,0.23462,4
257,2.78268,0.13797,3
257,2.53466,0.16942,3
258,3.35025,0.22750,8
258,2.89166,0.13661,7
258,2.89021,0.13029,5
258,2.66362,0.15158,1
259,3.33736,0.24602,5
259,3.59191,0.22795,2
260,2.92314,0.13178,2
260,2.80084,0.13867,4
260,3.06194,0.11749,3
261,2.69045,0.14470,2
261,2.71721,0.14783,3
261,2.36292,0.15107,3
261,3.69929,0.21736,2
261,2.71218,0.14522,1
261,2.65351,0.16449,2
262,1.93082,0.13430,6
262,3.10030,0.11444,7
262,3.60508,0.23977,5
263,2.26421,0.15725,1
263,2.63825,0.16182,3
264,2.72726,0.15285,2
264,3.10566,0.09790,2
264,1.50683,-0.07383,2
265,4.08113,0.11764,1
266,3.19264,0.10516,2
266,3.97342,0.15032,10
266,3.49005,0.27422,2
267,3.30725,0.20255,3
267,2.50934,0.14952,5
267,2.99364,0.11475,4
267,3.60796,0.25437,4
267,2.19747,0.16358,3
267,3.27091,0.11464,2
267,2.10698,0.18077,5
268,3.57117,0.26126,5
268,2.92577,0.12175,1
268,2.71787,0.14013,1
268,3.12806,0.09356,1
268,3.06988,0.11885,2
268,2.78939,0.13061,2
269,1.80381,0.07052,4
269,2.88787,0.11789,3
270,3.31022,0.19629,5
270,3.69906,0.20732,2
270,3.17618,0.11954,2
271,3.63701,0.23050,3
271,2.94797,0.11709,3
271,1.32132,-0.13809,1
271,3.00658,0.11589,1
271,1.80083,0.07886,1
271,3.22363,0.11792,4
272,2.12903,0.19239,1
272,2.99100,0.11057,3
272,3.58248,0.25059,4
272,2.59851,0.17457,3
272,2.48544,0.18548,3
273,2.81972,0.14527,1
273,2.45136,0.18419,6
273,1.43259,-0.08467,3
274,4.00554,0.10736,10
274,3.58590,0.27104,7
274,2.17735,0.17187,5
274,2.11281,0.18257,1
274,2.63353,0.18013,8
275,2.57809,0.18050,3
275,2.82157,0.15358,5
275,2.79885,0.16068,4
275,3.33489,0.22599,6
276,3.31655,0.20823,3
276,2.03349,0.16046,7
276,2.28683,0.18873,8
276,3.22292,0.13291,3
276,3.47976,0.27503,4
276,2.37081,0.21263,2
276,2.50271,0.19698,7
276,3.19889,0.11154,1
277,1.47548,-0.07001,5
278,3.23336,0.12544,1
278,2.77843,0.17697,5
279,3.13066,0.13491,5
279,3.34609,0.23637,1
279,2.28429,0.19344,5
280,1.84222,0.10600,2
280,2.32885,0.18502,4
280,2.74628,0.17488,4
280,3.13550,0.13768,4
280,3.55378,0.28855,3
280,3.48820,0.30168,3
281,2.21962,0.18472,5
281,3.97148,0.10382,4
281,1.76038,0.06792,1
281,3.69071,0.21414,1
282,2.68322,0.18022,4
282,3.62150,0.26760,3
283,2.26240,0.19485,1
283,1.99821,0.16372,7
283,2.99807,0.11550,3
283,3.09538,0.11396,1
283,3.01602,0.12327,1
284,2.97374,0.12103,1
284,2.57922,0.19062,2
284,3.39053,0.30100,6
284,2.50098,0.18873,4
284,2.00025,0.15093,6
285,3.14635,0.13549,3
285,2.48066,0.20649,2
285,3.30390,0.19398,4
286,3.19483,0.13835,3
287,1.46387,-0.07524,5
287,2.62736,0.19261,4
287,2.15640,0.19462,2
287,2.81172,0.17282,2
287,3.28854,0.16797,2
287,2.86705,0.15479,5
287,3.05786,0.14902,8
288,3.59748,0.27866,2
288,3.49727,0.29471,2
288,3.76481,0.21638,1
288,3.03331,0.14720,3
289,3.05474,0.14580,1
290,2.84128,0.16876,4
290,3.34766,0.24568,3
290,2.89111,0.15692,4
291,3.32157,0.23529,7
291,2.63872,0.18519,2
291,4.10788,-0.01426,17
291,3.06961,0.12746,1
292,3.16909,0.16365,2
292,1.64516,0.00124,1
292,4.01912,0.06179,6
293,3.39147,0.24549,3
293,2.00802,0.14900,4
293,3.34744,0.22251,5
294,2.61671,0.18893,2
294,4.08190,-0.01747,3
294,3.69405,0.27419,6
294,3.83897,0.21046,6
294,2.30164,0.20562,1
294,2.85479,0.17176,4
295,3.71135,0.25811,9
295,2.63708,0.17385,2
295,3.09678,0.13375,1
295,3.69973,0.27512,2
295,2.87863,0.17151,8
296,3.10152,0.14327,2
296,2.20922,0.19343,3
296,2.68936,0.18956,1
297,2.21304,0.20474,2
297,3.52033,0.26851,8
297,2.37419,0.21200,2
297,3.44628,0.26299,2
298,4.09856,0.01091,5
298,2.75306,0.18340,3
299,3.69744,0.25582,1
299,2.16003,0.18894,3
300,1.43830,-0.11642,1
300,4.12185,-0.00221,8
300,1.52619,-0.05095,1
300,3.70696,0.27084,5
300,3.04136,0.13981,1
301,3.39245,0.22241,1
301,4.04677,0.06406,10
301,2.94612,0.15065,1
301,2.58991,0.20064,1
302,3.77485,0.25438,8
302,3.21587,0.18301,3
303,1.40652,-0.18314,1
303,2.90125,0.15330,2
304,3.14674,0.18139,3
304,2.25494,0.20663,1
304,2.97388,0.16413,4
304,3.33650,0.22964,3
304,3.90528,0.22109,13
304,3.96402,0.20118,2
304,3.62361,0.27797,5
305,2.03968,0.20523,3
305,2.67002,0.19794,4
305,1.52419,-0.15602,1
305,1.99284,0.18806,4
305,2.20720,0.20597,2
306,4.07967,0.05005,4
306,3.49322,0.24356,2
306,3.82517,0.25523,7
306,1.60535,-0.09748,3
306,3.17134,0.18293,1
307,3.89455,0.21673,8
307,1.52240,-0.15908,1
307,2.46608,0.21074,1
307,3.88193,0.22752,14
307,4.09336,0.04202,9
307,2.99450,0.16845,4
308,2.40044,0.22087,3
308,2.26214,0.23601,7
309,1.45284,-0.18653,1
309,1.41951,-0.19698,1
309,3.05436,0.15141,3
309,3.72665,0.28794,2
309,3.72256,0.27009,3
310,1.84026,0.12252,2
310,3.86016,0.24267,9
311,1.52893,-0.15218,1
311,2.92187,0.17501,3
312,1.77428,0.09837,2
312,1.81481,0.13277,2
312,1.90496,0.15459,2
312,2.03510,0.20426,1
312,4.08339,0.06349,4
312,2.22018,0.21673,2
312,3.96009,0.16575,22
313,2.95986,0.15602,2
313,2.74288,0.16298,1
313,2.33406,0.22495,1
313,1.91843,0.17176,3
313,4.08292,0.05431,6
314,2.99542,0.17151,5
314,3.65813,0.29862,2
315,3.22642,0.21776,1
315,2.08034,0.20843,4
316,3.15282,0.20240,4
316,1.72975,0.07294,4
316,3.13373,0.18337,6
316,2.43263,0.22921,1
316,2.39916,0.23367,1
317,2.96695,0.16719,1
317,1.46852,-0.20511,1
317,4.08241,0.06100,6
317,2.44278,0.20814,1
317,3.66620,0.30244,2
318,2.24930,0.22352,1
318,2.50785,0.20978,3
319,1.47056,-0.12969,1
319,3.22723,0.23625,6
320,1.75568,0.07999,6
320,2.13411,0.19834,4
320,4.15723,-0.02202,2
320,2.15485,0.20328,2
321,3.35046,0.25547,1
321,4.12671,0.01928,2
321,2.00090,0.20363,1
321,1.48104,-0.12179,1
321,3.85494,0.21876,2
321,3.25702,0.23525,2
322,2.74214,0.15818,1
322,3.11097,0.19061,4
322,2.07062,0.19503,1
322,1.68143,0.04810,1
322,2.69696,0.15480,2
322,2.78457,0.13969,1
323,1.94630,0.16299,2
323,1.47369,-0.15029,1
323,3.55393,0.25420,1
323,4.15170,0.01236,2
323,2.79038,0.15544,1
323,3.98342,0.14455,10
325,4.15377,0.00708,3
327,4.15863,0.00870,2
327,3.49461,0.24713,1
327,3.77023,0.30318,6
327,2.71990,0.16262,1
327,3.19925,0.23140,1
328,1.94477,0.16016,1
329,4.12696,0.05259,1
329,1.53768,-0.00587,1
330,3.95220,0.15521,13
331,3.95074,0.16308,7
332,2.90054,0.12565,1
333,3.81513,0.23395,2
333,3.45088,0.35479,8
334,3.27211,0.27604,7
