Ts,x,y,life
0,1.00410,0.01141,1
0,3.63064,0.00212,3
0,1.44814,0.00656,2
0,1.27612,-0.00598,1
1,3.05978,0.04422,102
1,3.63093,-0.00220,1
1,1.48634,0.01885,1
1,2.83105,0.03841,3
1,2.85480,0.04488,3
1,1.34365,0.00134,1
1,2.87335,0.05226,2
1,3.89415,0.03681,2
1,1.36345,0.00326,1
1,3.61090,-0.00673,1
1,3.59966,0.00662,118
1,2.40740,-0.01938,90
1,3.30316,0.02883,4
1,2.61887,0.01815,16
1,2.54093,-0.01943,1
1,2.24239,-0.00918,1
1,2.98339,0.04843,3
1,3.01848,0.03846,1
1,1.77630,0.02471,2
1,3.53144,-0.00653,2
1,3.19392,0.02419,2
1,2.25837,0.00858,1
1,3.15749,0.03594,122
1,3.54810,-0.01302,1
1,2.42942,-0.01103,28
1,1.16394,0.01829,4
1,2.31547,-0.00709,1
1,1.25808,0.00595,2
1,2.10154,-0.00267,116
1,2.09264,0.02017,2
1,2.64840,0.01622,100
1,3.74054,0.02433,39
1,1.91254,0.02464,7
1,3.88817,0.03911,16
1,3.74828,0.00741,1
1,3.82346,0.03974,80
1,1.23127,-0.00610,1
1,1.03910,0.02006,116
1,2.68026,0.02521,100
2,1.69342,0.03321,123
2,3.10992,0.04251,120
2,1.17922,0.02822,126
2,3.03618,0.04502,2
2,1.13428,0.02329,125
2,2.40781,-0.00013,1
2,1.13852,0.00784,2
2,3.50768,-0.00288,9
2,2.11156,0.00739,5
2,3.15135,0.04566,3
2,1.86152,0.03496,6
2,1.64153,0.03108,123
2,3.87348,0.05741,136
2,3.43169,-0.00121,129
2,3.93880,0.07135,31
2,2.39984,-0.00407,2
2,3.92358,0.05096,135
2,2.61061,0.02287,3
2,2.70517,0.03179,15
2,2.19642,-0.01095,57
2,1.49812,0.02284,30
2,1.33737,0.02066,1
3,1.50302,0.03474,1
3,2.29932,-0.01829,1
3,1.47894,0.02683,124
3,1.57745,0.03200,7
3,1.90350,0.02861,5
3,3.53022,-0.00703,128
3,3.36707,0.00813,128
3,2.21407,-0.01977,100
3,3.02214,0.04830,22
3,2.16602,-0.01175,112
3,2.97416,0.05060,118
3,2.55527,0.00257,116
3,1.40075,0.03103,124
3,3.36665,0.02217,2
3,2.28442,-0.02721,100
4,2.34426,-0.02562,111
4,3.92099,0.04681,164
4,2.35590,-0.02050,111
4,1.75185,0.03578,121
4,1.09724,0.02407,124
4,1.13077,0.03635,14
4,2.66462,0.01507,115
4,3.64412,0.01305,70
4,1.22748,0.03050,69
4,1.85531,0.02955,123
4,1.34240,0.03051,124
4,2.77004,0.03871,64
