Ts,x,y,label
10,1.04397,0.01615,0.00000
21,1.04397,0.01615,0.10000
33,1.04397,0.01615,0.10000
40,1.04397,0.01615,0.10000
47,1.04397,0.01615,0.10000
57,1.04397,0.01615,0.10000
62,1.04397,0.01615,1.00000
63,1.04397,0.01615,1.00000
66,1.04397,0.01615,0.10000
77,1.04397,0.01615,1.00000
78,1.04397,0.01615,1.00000
79,1.04397,0.01615,1.00000
82,1.04397,0.01615,1.00000
83,1.04397,0.01615,1.00000
84,1.04397,0.01615,1.00000
89,1.04397,0.01615,1.00000
90,1.04397,0.01615,1.00000
91,1.04397,0.01615,1.00000
97,1.04397,0.01615,0.10000
101,1.04397,0.01615,1.00000
102,1.04397,0.01615,1.00000
105,1.04397,0.01615,0.10000
117,1.04397,0.01615,0.10000
131,1.04397,0.01615,0.10000
134,1.04397,0.01615,0.10000
142,1.04397,0.01615,1.00000
143,1.04397,0.01615,1.00000
148,1.04397,0.01615,1.00000
149,1.04397,0.01615,1.00000
150,1.04397,0.01615,1.00000
152,1.04397,0.01615,0.10000
162,1.04397,0.01615,0.10000
164,1.04397,0.01615,0.10000
167,1.04397,0.01615,1.00000
168,1.04397,0.01615,1.00000
169,1.04397,0.01615,1.00000
171,1.04397,0.01615,1.00000
172,1.04397,0.01615,1.00000
174,1.04397,0.01615,1.00000
175,1.04397,0.01615,1.00000
176,1.04397,0.01615,1.00000
177,1.04397,0.01615,1.00000
185,1.04397,0.01615,1.00000
186,1.04397,0.01615,1.00000
187,1.04397,0.01615,1.00000
191,1.04397,0.01615,0.10000
194,1.04397,0.01615,0.10000
206,1.04397,0.01615,0.10000
211,1.04397,0.01615,0.10000
218,1.04397,0.01615,1.00000
219,1.04397,0.01615,1.00000
224,1.04397,0.01615,0.10000
240,1.04397,0.01615,1.00000
241,1.04397,0.01615,1.00000
242,1.04397,0.01615,1.00000
245,1.04397,0.01615,0.10000
271,1.04397,0.01615,1.00000
272,1.04397,0.01615,1.00000
273,1.04397,0.01615,1.00000
274,1.04397,0.01615,1.00000
275,1.04397,0.01615,1.00000
279,1.04397,0.01615,0.10000
288,1.04397,0.01615,1.00000
289,1.04397,0.01615,1.00000
295,1.04397,0.01615,0.10000
297,1.04397,0.01615,0.10000
303,1.04397,0.01615,0.10000
