Ts,x,y,label
0,3.64159,0.00356,0
0,1.28793,-0.00935,0
0,1.39760,-0.01458,0
0,2.56377,-0.00266,0
0,2.44983,0.01190,0
0,2.88212,-0.00547,0
0,1.86859,0.00518,0
0,2.92171,-0.00838,0
0,2.50420,-0.01508,0
0,2.64374,-0.00533,0
0,1.67102,0.01098,0
0,3.39976,-0.00319,0
0,2.56001,0.01252,0
0,3.45115,-0.00866,0
0,1.64259,-0.00677,0
1,3.52424,-0.00468,0
1,3.64159,0.00356,1
1,1.92399,0.01677,0
1,1.91190,0.01163,0
1,3.73819,0.01220,0
1,3.63150,-0.00009,0
1,2.26010,0.01501,0
1,2.57620,0.00125,0
1,1.92192,0.03641,0
1,3.12911,0.01410,0
1,3.27094,0.00076,0
1,2.52294,-0.00367,0
1,2.11721,0.01427,0
1,1.93900,0.01091,0
1,2.70911,-0.00270,0
1,2.00100,0.01202,0
1,2.99218,0.00420,0
1,1.79280,0.02366,0
1,2.97761,0.01577,0
1,3.38917,0.01418,0
1,1.30479,-0.01828,0
1,2.41925,-0.00479,0
1,3.26479,0.02232,0
1,3.39976,-0.00319,1
1,2.56909,0.00352,0
1,1.21729,0.00684,0
1,3.05558,0.01767,0
2,3.52424,-0.00468,1
2,3.73819,0.01220,1
2,2.08367,-0.00771,0
2,3.22322,-0.01477,0
2,1.92057,0.00437,0
2,1.93900,0.01091,1
2,1.79280,0.02366,1
2,3.96870,-0.00469,0
2,1.18655,0.02429,0
2,2.97761,0.01577,1
2,2.18780,0.01004,0
2,3.24857,-0.01142,0
2,3.83851,-0.00997,0
2,2.87271,0.00823,0
2,2.56001,0.01252,1
2,1.05489,0.02646,0
3,1.54643,-0.00848,0
3,1.75192,0.01546,0
3,2.56377,-0.00266,1
3,2.15849,0.00647,0
3,3.27094,0.00076,1
3,1.92057,0.00437,1
3,2.92171,-0.00838,1
3,2.70911,-0.00270,1
3,3.77946,0.02234,0
3,3.96870,-0.00469,1
3,2.18780,0.01004,1
3,2.14076,-0.01041,0
3,1.21729,0.00684,1
3,1.87380,0.01769,0
3,1.05489,0.02646,1
4,3.12754,-0.00945,0
4,1.91190,0.01163,1
4,1.75192,0.01546,1
4,2.56377,-0.00266,1
4,2.15849,0.00647,1
4,3.27094,0.00076,1
4,3.77946,0.02234,1
4,2.99218,0.00420,1
4,3.96870,-0.00469,1
4,2.14076,-0.01041,1
4,1.87380,0.01769,1
5,2.42856,0.01767,0
5,1.68229,0.01424,0
5,2.80289,0.00336,0
5,1.08609,0.01938,0
5,2.15849,0.00647,1
5,3.86000,0.00250,0
5,3.70949,0.00741,0
5,2.14076,-0.01041,1
5,3.39976,-0.00319,1
5,3.41330,-0.00540,0
5,1.87380,0.01769,1
5,3.66397,-0.00087,0
6,3.64159,0.00356,1
6,2.42856,0.01767,1
6,1.92399,0.01677,1
6,2.15849,0.00647,1
6,1.92057,0.00437,1
6,3.86000,0.00250,1
6,1.93900,0.01091,1
6,2.15257,0.01514,0
6,3.70949,0.00741,1
6,2.96919,0.03170,0
6,2.97761,0.01577,1
6,3.39976,-0.00319,1
6,3.41330,-0.00540,1
6,1.87380,0.01769,1
7,3.64159,0.00356,1
7,1.92399,0.01677,1
7,2.16034,0.01030,0
7,1.08609,0.01938,1
