Ts,x,y,life
0,3.39976,-0.00319,45
0,3.64159,0.00356,59
1,1.79280,0.02366,43
1,3.73819,0.01220,40
1,1.93900,0.01091,55
1,3.52424,-0.00468,39
1,2.97761,0.01577,19
2,1.92057,0.00437,51
2,1.05489,0.02646,42
2,3.96870,-0.00469,48
2,2.18780,0.01004,69
3,1.75192,0.01546,57
3,1.87380,0.01769,53
3,3.27094,0.00076,37
3,2.15849,0.00647,43
3,3.77946,0.02234,61
3,2.56377,-0.00266,62
3,2.14076,-0.01041,15
5,3.70949,0.00741,93
5,3.86000,0.00250,56
5,3.41330,-0.00540,37
5,2.42856,0.01767,36
6,1.92399,0.01677,66
7,1.90008,0.00079,28
7,2.84880,0.00554,41
7,3.36490,0.00280,45
7,2.56909,0.00352,47
7,2.16034,0.01030,33
7,1.08609,0.01938,40
7,1.22141,0.00800,76
7,1.67102,0.01098,58
7,3.66397,-0.00087,57
9,2.46796,0.01278,56
9,3.97922,-0.01075,65
9,3.08875,0.02753,23
9,1.50283,0.00335,54
10,3.64247,0.00545,49
10,2.26010,0.01501,37
10,3.98429,-0.04508,12
10,3.28641,-0.00478,27
11,1.38987,0.00492,38
11,2.44983,0.01190,52
11,2.87774,0.00876,38
11,1.23771,0.00747,39
12,3.00515,0.02256,22
12,1.21729,0.00684,59
12,2.90401,0.01615,19
12,2.61535,-0.00442,47
12,3.45665,0.00217,37
13,3.45115,-0.00866,37
13,1.74074,0.02409,22
13,2.52294,-0.00367,35
14,2.56001,0.01252,36
14,2.79112,-0.00624,68
15,2.14987,0.02424,41
16,2.57620,0.00125,59
16,3.12911,0.01410,39
17,2.02737,-0.00215,44
17,2.00100,0.01202,40
17,3.37392,0.00618,21
17,2.61256,0.00327,43
18,2.28949,0.00229,39
18,2.29300,-0.00403,30
18,2.93948,0.03159,18
19,2.73510,-0.01369,33
19,2.88212,-0.00547,33
19,1.68229,0.01424,50
20,2.64374,-0.00533,33
20,1.07697,0.01841,51
22,2.87271,0.00823,53
22,2.03686,0.00733,47
22,2.21664,-0.00351,28
22,3.05558,0.01767,11
24,2.41414,-0.00072,63
24,2.94226,0.03400,10
24,2.96919,0.03170,22
24,2.80923,0.00963,61
24,3.31443,0.00102,37
24,1.86859,0.00518,34
25,2.15257,0.01514,47
26,2.44907,0.02033,47
26,2.99218,0.00420,44
27,2.41925,-0.00479,61
29,2.77794,-0.00852,41
30,1.91190,0.01163,58
30,2.11721,0.01427,52
30,1.46569,0.01642,23
30,3.14694,0.02724,6
31,2.15477,0.02574,31
31,3.16481,0.01481,68
35,3.38917,0.01418,20
35,2.80289,0.00336,43
35,4.00240,-0.02413,62
35,2.70911,-0.00270,49
36,3.63150,-0.00009,42
38,3.71736,0.02397,41
38,1.71817,-0.00317,13
39,2.79319,-0.01339,32
39,2.75880,-0.00648,45
39,3.31230,0.01155,40
40,3.83851,-0.00997,54
41,2.50416,-0.00737,48
45,1.18655,0.02429,24
46,2.08367,-0.00771,6
47,1.39760,-0.01458,2
47,2.39056,0.02251,40
48,2.79571,0.02289,3
53,1.58004,0.00012,27
55,2.18843,0.02531,38
57,1.32569,0.01685,21
57,2.54083,-0.01603,10
58,1.89310,0.02840,33
59,2.50420,-0.01508,15
59,3.71812,0.00200,50
59,1.07973,0.03862,10
60,1.28793,-0.00935,31
60,1.79606,0.02305,33
60,3.61121,-0.00792,41
62,1.04397,0.01615,45
62,2.80845,0.00894,36
66,3.69969,0.02228,28
68,1.57374,0.01749,26
69,1.58960,-0.00200,25
70,3.70166,0.02165,42
72,2.34948,0.02939,3
72,1.19918,0.02599,18
87,3.74851,0.03149,16
89,1.38735,0.01629,33
89,2.86088,-0.00924,34
93,1.05400,0.03867,18
109,2.20573,0.03190,3
110,3.65829,0.02384,13
124,2.07777,0.03342,4
137,3.61912,0.02458,3
139,3.39353,0.00954,21
143,2.89180,-0.01080,28
157,1.66805,-0.00503,15
172,3.70054,-0.00885,19
174,2.51694,0.02891,2
181,3.75648,-0.00644,5
197,2.92171,-0.00838,19
198,2.97285,-0.01729,35
198,3.02402,-0.01053,28
199,3.04856,-0.01719,33
199,3.12754,-0.00945,25
200,2.29511,-0.00995,12
202,2.94454,-0.01332,20
203,3.02554,-0.01993,25
206,3.00499,-0.01594,38
207,1.30479,-0.01828,3
209,1.56307,-0.00797,3
211,3.26479,0.02232,27
213,3.22806,0.02432,8
216,1.64259,-0.00677,3
220,3.07260,-0.01959,27
227,3.24857,-0.01142,1
249,2.44495,-0.01809,1
252,3.52457,-0.02799,3
272,1.82403,0.03370,1
273,2.71145,0.02357,5
333,2.27020,-0.01764,1
334,1.09754,0.03827,7
359,2.23482,-0.01018,9
380,3.52885,0.01242,1
411,2.17124,-0.01067,3
424,1.88908,-0.00816,2
465,2.71047,0.02699,1
465,2.75546,0.02585,2
