,xp,yp,life
1246,3.921398,0.008669,1
1248,2.964618,0.037608,3
1249,2.221975,-0.008806,1
1250,2.02939,0.030334,11
1253,3.257561,0.01046,4
1254,3.521217,0.029814,7
1255,3.800744,0.105652,4
1256,3.822776,0.08031,4
1257,2.925566,0.028972,10
1259,2.91247,0.019147,5
1260,1.416947,-0.099706,8
1261,3.752344,0.112022,5
1262,3.357048,0.016759,8
1263,2.944486,0.035967,9
1264,2.770457,0.025557,5
1265,2.411105,-0.065368,6
1267,3.860171,0.060289,2
1269,2.210231,-0.038944,1
1270,3.061227,0.01934,4
1271,3.286972,0.033694,1
1272,3.201266,0.023684,9
1273,3.788728,0.130239,2
1274,1.704342,-0.03681,3
1277,3.171876,0.017694,10
1278,3.107201,0.025244,8
1279,2.594144,-0.047869,4
1280,2.065892,0.036728,8
1281,1.445298,-0.088036,12
1282,3.414015,0.028823,10
1284,3.886991,0.01079,3
1285,2.940132,0.022,4
1286,3.648756,0.061264,5
1287,2.271182,-0.040393,10
1288,2.477987,-0.055868,7
1290,1.77721,0.002664,11
1291,2.891517,0.030004,8
1292,3.46822,0.02196,3
1293,2.320992,-0.061228,5
1294,3.860171,0.060289,9
1295,1.507426,-0.060069,5
1296,1.848081,0.006183,1
1297,3.822776,0.08031,6
1298,3.722553,0.104863,1
1299,1.649137,-0.033046,8
1300,2.964618,0.037608,5
1301,2.505241,-0.047404,5
1302,1.534903,-0.081267,2
1303,3.257561,0.01046,6
1304,1.766806,0.000863,10
1305,3.800744,0.105652,7
1311,2.685647,-0.001381,2
1312,2.743844,0.003238,7
1315,3.587459,0.060373,7
1316,1.408348,-0.083138,9
1318,2.77095,0.02168,3
1320,2.342069,-0.063917,9
1321,1.537297,-0.060202,10
1322,2.221975,-0.008806,5
1323,3.261869,0.030369,1
1324,2.721304,-0.012866,11
1325,3.722553,0.104863,2
1326,3.921398,0.008669,6
1330,2.679079,-0.01662,3
1331,3.648756,0.061264,8
1332,2.594144,-0.047869,2
1334,2.378292,-0.062044,12
1335,1.509171,-0.071306,10
1336,4.156077,0.024185,11
1337,2.411105,-0.065368,14
1338,2.940132,0.022,3
1339,3.46822,0.02196,12
1340,1.929005,0.002333,1
1341,1.416947,-0.099706,10
1342,4.110236,0.012349,17
1344,2.487772,-0.071249,4
1345,1.848081,0.006183,2
1346,2.925566,0.028972,3
1347,3.886991,0.01079,3
1348,4.016905,-0.046125,6
1349,2.91247,0.019147,9
1350,2.702028,-0.034093,2
1351,2.320992,-0.061228,9
1352,3.011774,0.012315,9
1353,1.969503,0.027134,11
1354,1.607174,-0.03003,5
1355,3.061227,0.01934,2
1357,2.504173,-0.067785,6
1358,3.357048,0.016759,4
1359,3.026107,0.006696,10
1360,2.388373,-0.06967,14
1361,2.02939,0.030334,10
1362,1.90653,0.023501,10
1363,2.065892,0.036728,2
1365,3.201266,0.023684,1
1366,2.702587,-0.030184,6
1368,2.622676,-0.045316,7
1372,1.703084,-0.019258,11
1374,3.74966,0.078387,8
1377,2.166175,-0.005263,3
1378,3.08829,0.001436,8
1379,2.505241,-0.047404,13
1380,3.171876,0.017694,4
1381,3.110805,-0.000825,8
1382,3.800744,0.105652,3
1383,2.477987,-0.055868,13
1384,3.414015,0.028823,1
1385,3.860171,0.060289,2
1386,2.221975,-0.008806,7
1388,2.743844,0.003238,9
1389,3.257561,0.01046,10
1390,3.521217,0.029814,7
1391,4.095674,0.000965,12
1392,3.822776,0.08031,5
1393,2.925566,0.028972,1
1394,4.186895,0.064771,7
1395,3.457656,0.012895,6
1396,3.921398,0.008669,4
1397,3.886991,0.01079,5
1398,3.674029,0.055529,12
1399,1.507426,-0.060069,2
1400,2.065892,0.036728,6
1401,2.702028,-0.034093,1
1402,2.756978,-0.008612,9
1403,3.415152,0.001695,3
1404,3.706718,0.055523,11
1405,2.679079,-0.01662,10
1406,1.445298,-0.088036,9
1411,1.607174,-0.03003,7
1412,2.271182,-0.040393,7
1413,1.424738,-0.110217,2
1414,1.882424,0.015676,6
1415,2.342069,-0.063917,6
1419,3.791201,0.065003,6
1420,1.507426,-0.060069,13
1421,1.848081,0.006183,4
1422,2.226696,0.002829,1
1423,2.940132,0.022,6
1424,1.77721,0.002664,12
1426,1.416947,-0.099706,7
1427,2.721304,-0.012866,6
1428,2.622676,-0.045316,2
1429,1.408348,-0.083138,5
1430,4.114236,0.03833,16
1431,2.91247,0.019147,5
1433,3.648756,0.061264,8
1434,3.822776,0.08031,1
1435,2.166175,-0.005263,2
1436,4.064018,-0.074441,8
1437,3.357048,0.016759,6
1438,3.414015,0.028823,7
1439,1.649137,-0.033046,5
1440,3.921398,0.008669,3
1441,1.537297,-0.060202,9
1442,2.891517,0.030004,1
1444,3.171876,0.017694,4
1445,3.107201,0.025244,4
1446,2.594144,-0.047869,2
1447,3.521217,0.029814,2
1448,1.766806,0.000863,10
1450,4.038107,-0.095394,4
1452,4.134979,0.080987,67
1455,1.90653,0.023501,3
1457,3.201266,0.023684,6
1460,4.12293,0.051923,13
1462,3.46822,0.02196,1
1463,1.969503,0.027134,2
1464,2.210231,-0.038944,3
1465,2.326105,-0.082499,3
1466,2.574433,-0.03152,5
1467,2.062577,-0.002479,7
1468,2.411105,-0.065368,4
1469,2.320992,-0.061228,4
1470,4.147238,0.111876,61
1471,3.587459,0.060373,4
1472,2.964618,0.037608,4
1473,1.747505,-0.021443,1
1476,3.261869,0.030369,2
1477,2.271182,-0.040393,6
1478,2.685647,-0.001381,5
1479,1.848081,0.006183,10
1480,2.925566,0.028972,5
1481,3.886991,0.01079,2
1483,2.388373,-0.06967,4
1484,1.607174,-0.03003,10
1486,2.594033,-0.024594,4
1487,1.882424,0.015676,9
1488,3.286972,0.033694,1
1489,1.445298,-0.088036,11
1490,4.143157,0.105008,71
1491,2.477987,-0.055868,4
1492,2.166175,-0.005263,2
1493,3.814297,0.011508,3
1494,3.813497,0.023385,2
1495,2.940132,0.022,3
1498,1.703084,-0.019258,8
1499,1.416947,-0.099706,11
1501,1.509171,-0.071306,10
1502,1.408348,-0.083138,7
1503,3.803397,0.023354,3
1504,2.91247,0.019147,2
1505,2.505241,-0.047404,5
1506,2.342069,-0.063917,8
1507,3.46822,0.02196,6
1509,2.679079,-0.01662,1
1511,3.521217,0.029814,5
1512,2.944486,0.035967,6
1513,3.457656,0.012895,10
1514,2.411105,-0.065368,10
1515,3.715739,0.018459,3
1516,1.90653,0.023501,1
1517,3.061227,0.01934,8
1518,2.77095,0.02168,6
1521,3.257561,0.01046,10
1522,3.429441,3.8e-05,3
1523,4.080482,-0.064392,2
1524,2.964618,0.037608,4
1525,4.094051,-0.051523,6
1526,1.929005,0.002333,5
1527,3.415152,0.001695,2
1528,2.679079,-0.01662,9
1529,4.110236,0.012349,6
1530,2.835077,0.043194,4
1531,1.649137,-0.033046,2
1532,2.770457,0.025557,3
1533,4.038107,-0.095394,5
1534,1.747505,-0.021443,2
1535,2.106583,-0.019049,10
1536,2.040003,-0.010849,10
1537,3.107201,0.025244,2
1538,2.743844,0.003238,9
1539,3.629072,0.024615,3
1540,3.357048,0.016759,1
1541,2.024439,-0.018814,2
1542,2.388373,-0.06967,7
1544,2.210231,-0.038944,10
1545,3.171876,0.017694,7
1546,3.744265,0.015269,4
1547,2.574433,-0.03152,12
1549,2.378292,-0.062044,3
1550,4.145686,0.036094,55
1551,3.805768,-0.013525,6
1552,1.77721,0.002664,7
1554,2.320992,-0.061228,6
1556,2.124811,-0.029209,1
1557,2.17683,-0.04719,1
1558,2.594033,-0.024594,7
1559,3.567488,0.011011,1
1560,4.129443,-0.01318,25
1562,2.91247,0.019147,5
1563,2.505241,-0.047404,9
1564,3.011774,0.012315,6
1565,1.90653,0.023501,7
1566,1.507426,-0.060069,8
1567,2.271182,-0.040393,2
1568,2.721304,-0.012866,10
1569,2.685647,-0.001381,1
1572,3.357048,0.016759,1
1573,2.062577,-0.002479,4
1574,4.109703,-0.075168,7
1575,2.124811,-0.029209,8
1578,1.766806,0.000863,5
1579,3.629072,0.024615,2
1580,3.567488,0.011011,7
1582,1.649137,-0.033046,3
1583,2.940132,0.022,4
1584,3.026107,0.006696,8
1585,1.537297,-0.060202,8
1586,2.756978,-0.008612,7
1589,3.110805,-0.000825,8
1590,3.357048,0.016759,4
1591,4.156077,0.024185,52
1592,3.46822,0.02196,4
1593,1.703084,-0.019258,3
1594,4.136268,-0.027385,30
1595,3.764451,-0.012761,6
1596,2.477987,-0.055868,6
1597,3.08829,0.001436,7
1598,3.839926,-0.036006,6
1599,2.378292,-0.062044,4
1600,1.969503,0.027134,2
1601,1.607174,-0.03003,4
1603,1.445298,-0.088036,6
1604,4.12293,0.051923,19
1605,4.038107,-0.095394,7
1606,2.91247,0.019147,5
1607,1.822496,0.024556,1
1609,2.271182,-0.040393,3
1610,1.882424,0.015676,1
1611,1.649137,-0.033046,3
1612,3.011157,-0.013075,1
1613,2.062577,-0.002479,2
1614,3.805768,-0.013525,3
1617,2.679079,-0.01662,4
1618,2.594033,-0.024594,4
1619,3.257561,0.01046,8
1620,3.429441,3.8e-05,1
1621,3.827775,-0.036139,5
1622,2.411105,-0.065368,4
1623,2.940132,0.022,7
1624,1.77721,0.002664,4
1626,3.011774,0.012315,7
1628,1.703084,-0.019258,2
1629,1.90653,0.023501,4
1630,2.17683,-0.04719,1
1631,3.629072,0.024615,1
1632,1.509171,-0.071306,2
1634,3.457656,0.012895,7
1637,2.106583,-0.019049,5
1639,2.040003,-0.010849,3
1640,1.507426,-0.060069,6
1641,3.567488,0.011011,7
1642,3.357048,0.016759,6
1643,3.93947,-0.086669,14
1644,2.388373,-0.06967,3
1645,2.320992,-0.061228,3
1646,1.607174,-0.03003,4
1647,2.210231,-0.038944,5
1648,3.724501,-0.008254,3
1650,1.882424,0.015676,6
1651,1.766806,0.000863,6
1652,3.629072,0.024615,1
1653,2.925566,0.028972,7
1654,2.477987,-0.055868,7
1655,3.708482,-0.020409,3
1656,2.378292,-0.062044,4
1659,2.891517,0.030004,7
1660,3.824498,-0.04839,11
1662,3.415152,0.001695,1
1663,2.77095,0.02168,9
1664,2.124811,-0.029209,1
1667,1.509171,-0.071306,8
1668,1.537297,-0.060202,8
1669,2.61867,-0.00266,6
1670,3.46822,0.02196,8
1671,2.271182,-0.040393,4
1673,2.743844,0.003238,1
1675,1.848081,0.006183,5
1676,3.08829,0.001436,2
1677,2.944486,0.035967,6
1678,1.649137,-0.033046,2
1679,2.411105,-0.065368,2
1683,2.685647,-0.001381,1
1684,2.574433,-0.03152,8
1685,3.414015,0.028823,5
1688,2.062577,-0.002479,8
1689,2.342069,-0.063917,6
1690,2.690427,0.015925,7
1691,2.124811,-0.029209,1
1692,3.764451,-0.012761,17
1693,3.893212,-0.072648,10
1694,3.827775,-0.036139,2
1696,2.388373,-0.06967,7
1697,2.320992,-0.061228,7
1699,1.90653,0.023501,5
1700,3.061227,0.01934,4
1701,2.040003,-0.010849,2
1702,3.521217,0.029814,5
1703,3.201266,0.023684,10
1704,4.038107,-0.095394,16
1705,1.77721,0.002664,3
1707,2.487772,-0.071249,5
1709,1.649137,-0.033046,3
1710,2.964618,0.037608,3
1711,2.505241,-0.047404,1
1713,1.969503,0.027134,3
1714,3.724501,-0.008254,6
1715,3.261869,0.030369,4
1716,3.171876,0.017694,13
1717,2.594033,-0.024594,6
1718,3.357048,0.016759,13
1722,2.210231,-0.038944,6
1724,3.107201,0.025244,10
1725,1.766806,0.000863,2
1726,3.629072,0.024615,7
1727,3.567488,0.011011,11
1728,1.848081,0.006183,2
1729,3.865088,-0.074719,1
1730,2.472779,-0.078629,6
1731,3.457656,0.012895,12
1732,3.827775,-0.036139,13
1735,1.882424,0.015676,8
1736,3.286972,0.033694,1
1737,2.378292,-0.062044,3
1738,3.715739,0.018459,1
1739,1.607174,-0.03003,4
1740,2.947079,0.052165,4
1741,2.271182,-0.040393,3
1742,2.835077,0.043194,4
1743,2.870018,0.053449,7
1744,1.534903,-0.081267,1
1745,1.90653,0.023501,6
1746,3.257561,0.01046,11
1748,1.969503,0.027134,5
1749,2.817948,0.045222,2
1750,3.415152,0.001695,3
1751,2.77095,0.02168,7
1752,2.685647,-0.001381,2
1753,1.766806,0.000863,9
1754,2.504173,-0.067785,6
1756,1.509171,-0.071306,9
1757,2.770457,0.025557,1
1758,2.411105,-0.065368,1
1759,1.537297,-0.060202,8
1760,2.106583,-0.019049,9
1761,1.703084,-0.019258,3
1762,2.534755,-0.07488,4
1763,2.679079,-0.01662,1
1765,1.507426,-0.060069,7
1766,2.594144,-0.047869,5
1767,2.743844,0.003238,5
1770,1.848081,0.006183,9
1771,2.342069,-0.063917,5
1772,1.77721,0.002664,7
1773,3.46822,0.02196,1
1774,2.320992,-0.061228,5
1776,2.622676,-0.045316,3
1777,2.955052,0.080042,7
1778,3.805768,-0.013525,4
1779,1.747505,-0.021443,1
1780,3.839926,-0.036006,7
1783,1.649137,-0.033046,4
1785,2.388373,-0.06967,12
1786,2.210231,-0.038944,6
1787,2.679079,-0.01662,3
1789,2.271182,-0.040393,1
1790,2.835077,0.043194,7
1791,3.629072,0.024615,1
1792,2.378292,-0.062044,12
1793,2.062577,-0.002479,6
1797,3.201266,0.023684,4
1798,2.487772,-0.071249,5
1799,2.472779,-0.078629,5
1800,2.770457,0.025557,6
1801,2.411105,-0.065368,10
1803,2.817948,0.045222,5
1804,1.607174,-0.03003,6
1807,2.040003,-0.010849,1
1808,2.271182,-0.040393,3
1810,2.504173,-0.067785,4
1813,3.93947,-0.086669,11
1815,3.46822,0.02196,2
1818,2.685647,-0.001381,2
1819,3.429441,3.8e-05,2
1822,3.715739,0.018459,2
1823,2.859001,0.066571,1
1824,2.870018,0.053449,9
1825,3.824498,-0.04839,3
1828,3.107201,0.025244,4
1830,2.574433,-0.03152,4
1831,3.567488,0.011011,4
1832,3.457656,0.012895,4
1835,1.969503,0.027134,3
1836,3.415152,0.001695,2
1837,1.90653,0.023501,3
1838,2.77095,0.02168,6
1839,2.124811,-0.029209,1
1840,1.507426,-0.060069,4
1841,2.594033,-0.024594,3
1842,3.764451,-0.012761,4
1845,3.629072,0.024615,6
1848,3.827775,-0.036139,13
1849,2.955052,0.080042,1
1850,3.46822,0.02196,7
1851,2.210231,-0.038944,4
1852,1.766806,0.000863,7
1854,1.848081,0.006183,1
1855,3.357048,0.016759,5
1856,3.715739,0.018459,5
1857,1.77721,0.002664,7
1858,2.320992,-0.061228,10
1859,3.839926,-0.036006,10
1861,1.703084,-0.019258,6
1864,2.685647,-0.001381,5
1865,3.257561,0.01046,2
1866,2.487772,-0.071249,1
1867,2.062577,-0.002479,9
1868,3.703881,0.030617,9
1869,2.955052,0.080042,8
1870,1.537297,-0.060202,8
1871,2.679079,-0.01662,3
1872,2.17683,-0.04719,3
1873,4.185973,-0.079629,14
1874,2.743844,0.003238,3
1876,3.893212,-0.072648,11
1877,2.477987,-0.055868,7
1878,3.414015,0.028823,4
1879,1.649137,-0.033046,7
1880,4.038107,-0.095394,10
1881,3.805768,-0.013525,10
1882,1.534903,-0.081267,3
1883,3.261869,0.030369,4
1885,1.882424,0.015676,9
1886,3.286972,0.033694,5
1888,2.504173,-0.067785,1
1889,2.487772,-0.071249,1
1890,1.848081,0.006183,5
1891,2.505241,-0.047404,5
1892,1.969503,0.027134,6
1893,2.187472,-0.056012,1
1894,2.124811,-0.029209,5
1896,1.637741,-0.054918,1
1898,2.835077,0.043194,4
1900,2.342069,-0.063917,9
1902,2.106583,-0.019049,8
1903,1.90653,0.023501,7
1904,2.594033,-0.024594,11
1905,3.764451,-0.012761,1
1906,3.521217,0.029814,2
1907,3.457656,0.012895,7
1908,2.770457,0.025557,2
1909,2.411105,-0.065368,9
1913,3.744265,0.015269,7
1914,3.567488,0.011011,7
1915,2.844635,0.058863,2
1917,3.090845,0.07086,9
1920,2.17683,-0.04719,1
1921,2.574433,-0.03152,9
1922,3.629072,0.024615,9
1923,3.153744,0.064436,7
1926,2.870018,0.053449,9
1927,1.534903,-0.081267,1
1929,2.817948,0.045222,8
1930,3.232462,0.063295,6
1933,3.414015,0.028823,7
1934,2.388373,-0.06967,7
1936,1.703084,-0.019258,6
1937,2.685647,-0.001381,5
1938,1.766806,0.000863,5
1940,3.93947,-0.086669,6
1942,1.77721,0.002664,4
1943,2.187472,-0.056012,3
1944,2.02939,0.030334,8
1945,2.124811,-0.029209,3
1946,2.835077,0.043194,7
1948,2.844635,0.058863,3
1950,1.607174,-0.03003,6
1952,2.210231,-0.038944,9
1954,2.504173,-0.067785,7
1955,3.168954,0.086255,3
1956,3.839926,-0.036006,4
1957,2.487772,-0.071249,6
1958,2.378292,-0.062044,5
1959,4.201552,-0.094331,7
1962,1.969503,0.027134,6
1963,2.690427,0.015925,3
1965,3.35791,0.057924,6
1966,3.246283,0.085698,1
1969,1.537297,-0.060202,6
1970,3.46822,0.02196,2
1971,1.822496,0.024556,3
1972,2.947079,0.052165,2
1973,1.882424,0.015676,7
1974,3.893212,-0.072648,3
1978,3.715739,0.018459,1
1981,2.685647,-0.001381,6
1982,3.521217,0.029814,3
1983,4.180954,0.041195,15
1984,3.744265,0.015269,1
1985,2.844635,0.058863,1
1987,1.649137,-0.033046,5
1988,3.088886,0.082398,7
1990,2.411105,-0.065368,5
1991,2.320992,-0.061228,5
1992,1.703084,-0.019258,7
1993,1.90653,0.023501,6
1995,2.770457,0.025557,4
1996,4.038107,-0.095394,6
1997,3.864645,-0.079151,4
1998,2.342069,-0.063917,4
1999,3.284939,0.089753,1
2000,4.234157,-0.084472,10
2001,2.534755,-0.07488,1
2002,3.724501,-0.008254,1
2003,2.679079,-0.01662,3
2004,2.77095,0.02168,4
2005,2.594144,-0.047869,3
2006,3.420489,0.059526,6
2007,2.477987,-0.055868,1
2008,3.708482,-0.020409,5
2009,2.166175,-0.005263,1
2010,3.168954,0.086255,8
2011,3.271649,0.082993,8
2012,3.93947,-0.086669,7
2013,3.824498,-0.04839,10
2014,3.090845,0.07086,9
2016,1.766806,0.000863,5
2017,3.567488,0.011011,6
2019,2.472779,-0.078629,1
2021,3.284939,0.089753,5
2022,2.388373,-0.06967,2
2023,3.691955,-0.024986,4
2024,2.106583,-0.019049,1
2025,2.947079,0.052165,9
2026,2.124811,-0.029209,1
2029,2.835077,0.043194,10
2030,3.724501,-0.008254,1
2031,3.521217,0.029814,6
2033,1.848081,0.006183,9
2034,4.190997,0.029824,11
2035,3.827775,-0.036139,1
2036,2.870018,0.053449,8
2037,1.969503,0.027134,2
2038,2.817948,0.045222,4
2039,2.02939,0.030334,1
2041,2.594033,-0.024594,1
2042,4.147238,0.111876,20
2043,2.487772,-0.071249,3
2044,2.477987,-0.055868,1
2045,3.865088,-0.074719,1
2047,2.062577,-0.002479,6
2048,1.621657,-0.073826,17
2050,1.659113,-0.059005,17
2051,2.594144,-0.047869,9
2053,2.622676,-0.045316,13
2054,4.201552,-0.094331,6
2055,2.472779,-0.078629,2
2056,2.411105,-0.065368,12
2057,2.342069,-0.063917,6
2058,1.747505,-0.021443,16
2059,4.134979,0.080987,4
2060,1.929005,0.002333,19
2061,2.388373,-0.06967,6
2062,2.320992,-0.061228,15
2063,2.534755,-0.07488,3
2064,2.679079,-0.01662,8
2065,1.637741,-0.054918,19
2066,3.676772,-0.011253,6
2067,3.893212,-0.072648,3
2068,2.504173,-0.067785,12
2069,2.378292,-0.062044,18
2070,2.770457,0.025557,5
2071,1.77721,0.002664,16
2072,2.210231,-0.038944,18
2073,3.724501,-0.008254,4
2074,1.882424,0.015676,4
2078,3.088886,0.082398,7
2079,2.124811,-0.029209,1
2080,3.764451,-0.012761,2
2081,3.420489,0.059526,8
2082,1.766806,0.000863,7
2083,1.704342,-0.03681,18
2084,3.827775,-0.036139,6
2086,4.185973,-0.079629,10
2087,3.629072,0.024615,3
2088,4.064018,-0.074441,4
2089,3.35791,0.057924,9
2090,4.109703,-0.075168,7
2091,2.106583,-0.019049,17
2093,2.271182,-0.040393,1
2094,3.893212,-0.072648,2
2095,3.168954,0.086255,5
2096,1.669168,-0.058037,15
2097,3.271649,0.082993,8
2101,4.234157,-0.084472,8
2103,2.124811,-0.029209,14
2104,3.708482,-0.020409,8
2108,2.040003,-0.010849,14
2109,3.473907,0.068504,2
2110,2.487772,-0.071249,6
2112,2.024439,-0.018814,6
2114,2.891517,0.030004,9
2115,3.090845,0.07086,5
2116,3.232462,0.063295,2
2117,3.724501,-0.008254,2
2118,2.271182,-0.040393,1
2119,2.721304,-0.012866,15
2120,3.153744,0.064436,9
2121,4.186895,0.064771,25
2122,2.342069,-0.063917,14
2123,3.824498,-0.04839,6
2125,3.839926,-0.036006,1
2126,2.947079,0.052165,3
2127,2.534755,-0.07488,1
2128,1.882424,0.015676,1
2130,4.143157,0.105008,25
2131,2.944486,0.035967,10
2132,2.062577,-0.002479,1
2133,3.93947,-0.086669,12
2134,4.038107,-0.095394,7
2135,2.756978,-0.008612,15
2136,3.676772,-0.011253,6
2137,3.521217,0.029814,6
2138,3.893212,-0.072648,10
2139,2.702587,-0.030184,5
2140,2.925566,0.028972,20
2141,3.865088,-0.074719,13
2143,1.703084,-0.019258,1
2144,2.679079,-0.01662,11
2145,2.17683,-0.04719,1
2146,3.567488,0.011011,5
2148,4.201552,-0.094331,2
2149,3.246283,0.085698,1
2150,2.062577,-0.002479,10
2151,2.940132,0.022,10
2156,2.594144,-0.047869,11
2158,2.477987,-0.055868,11
2161,3.232462,0.063295,15
2163,3.420489,0.059526,3
2164,1.766806,0.000863,2
2165,4.180954,0.041195,19
2166,2.91247,0.019147,15
2167,2.505241,-0.047404,1
2168,4.266478,-0.044714,15
2170,4.190997,0.029824,17
2171,2.411105,-0.065368,10
2172,3.864645,-0.079151,10
2175,2.622676,-0.045316,1
2176,3.35791,0.057924,12
2177,2.702028,-0.034093,1
2178,4.109703,-0.075168,19
2179,3.46822,0.02196,14
2180,4.185973,-0.079629,6
2181,1.766806,0.000863,2
2182,2.702587,-0.030184,1
2184,1.848081,0.006183,7
2185,3.457656,0.012895,1
2186,2.964618,0.037608,15
2187,3.666244,-0.031588,11
2188,3.691955,-0.024986,4
2190,2.271182,-0.040393,4
2191,4.064018,-0.074441,1
2193,1.882424,0.015676,4
2194,2.622676,-0.045316,5
2196,4.134979,0.080987,1
2197,1.659113,-0.059005,5
2199,2.504173,-0.067785,1
2203,3.457656,0.012895,8
2204,4.038107,-0.095394,2
2205,3.567488,0.011011,5
2207,1.621657,-0.073826,15
2208,2.505241,-0.047404,1
2209,3.802657,-0.078892,4
2210,1.822496,0.024556,1
2211,2.210231,-0.038944,8
2212,1.637741,-0.054918,15
2214,4.080482,-0.064392,1
2215,2.378292,-0.062044,3
2216,3.414015,0.028823,9
2217,3.153744,0.064436,6
2218,2.702028,-0.034093,12
2219,1.77721,0.002664,3
2220,2.891517,0.030004,11
2221,4.134979,0.080987,3
2222,1.929005,0.002333,11
2223,2.040003,-0.010849,1
2224,2.504173,-0.067785,3
2225,1.669168,-0.058037,13
2226,2.944486,0.035967,13
2227,2.062577,-0.002479,3
2229,2.702587,-0.030184,11
2230,2.940132,0.022,11
2231,1.747505,-0.021443,14
2232,2.320992,-0.061228,3
2234,2.271182,-0.040393,1
2235,4.185973,-0.079629,5
2236,1.882424,0.015676,4
2237,1.766806,0.000863,1
2238,3.893212,-0.072648,12
2239,2.487772,-0.071249,10
2240,3.865088,-0.074719,3
2242,4.064018,-0.074441,3
2243,1.704342,-0.03681,13
2244,2.472779,-0.078629,4
2246,2.342069,-0.063917,2
2247,2.602214,-0.071786,7
2248,2.544457,-0.083753,1
2249,1.659113,-0.059005,13
2250,4.147238,0.111876,10
2252,1.848081,0.006183,11
2253,2.024439,-0.018814,13
2254,4.038107,-0.095394,10
2255,4.134979,0.080987,6
2256,3.824498,-0.04839,6
2257,3.090845,0.07086,1
2258,2.388373,-0.06967,1
2260,2.271182,-0.040393,6
2262,3.708482,-0.020409,10
2263,2.062577,-0.002479,1
2264,3.93947,-0.086669,9
2265,3.691955,-0.024986,10
2266,2.106583,-0.019049,12
2268,2.534755,-0.07488,6
2269,2.124811,-0.029209,12
2270,3.676772,-0.011253,10
2271,2.504173,-0.067785,7
2272,2.616659,-0.075869,1
2273,2.378292,-0.062044,14
2274,2.411105,-0.065368,8
2276,2.388373,-0.06967,7
2277,2.320992,-0.061228,8
2279,3.153744,0.064436,7
2280,3.35791,0.057924,10
2282,2.040003,-0.010849,10
2284,3.864645,-0.079151,6
2285,2.91247,0.019147,9
2286,4.266478,-0.044714,5
2287,2.721304,-0.012866,9
2289,3.521217,0.029814,10
2292,1.766806,0.000863,1
2293,3.865088,-0.074719,5
2294,2.622676,-0.045316,9
2295,4.257427,0.014598,5
2296,3.46822,0.02196,1
2297,2.17683,-0.04719,1
2298,3.420489,0.059526,6
2299,2.342069,-0.063917,3
2301,3.666244,-0.031588,1
2302,3.090845,0.07086,2
2303,3.232462,0.063295,6
2304,2.925566,0.028972,5
2305,2.477987,-0.055868,10
2307,2.964618,0.037608,4
2308,2.756978,-0.008612,8
2309,2.594144,-0.047869,8
2310,4.206473,0.082543,11
2311,2.891517,0.030004,3
2312,1.929005,0.002333,3
2317,2.940132,0.022,6
2319,2.210231,-0.038944,7
2320,4.165794,0.130455,6
2321,4.147238,0.111876,31
2323,4.206274,0.095502,10
2324,4.080482,-0.064392,2
2326,2.505241,-0.047404,7
2327,3.824498,-0.04839,2
2328,2.320992,-0.061228,6
2329,1.703084,-0.019258,6
2330,1.90653,0.023501,6
2331,4.113471,0.140968,10
2332,2.743844,0.003238,1
2333,2.702587,-0.030184,9
2334,2.702028,-0.034093,8
2335,1.77721,0.002664,5
2337,1.822496,0.024556,3
2338,3.724501,-0.008254,4
2340,3.764451,-0.012761,3
2342,1.704342,-0.03681,4
2343,2.411105,-0.065368,4
2346,3.420489,0.059526,1
2347,1.882424,0.015676,1
2348,4.099837,0.137827,9
2349,1.766806,0.000863,4
2350,3.567488,0.011011,2
2351,3.708482,-0.020409,1
2352,2.837647,-0.012162,1
2353,3.414015,0.028823,1
2354,1.747505,-0.021443,5
2355,3.061227,0.01934,9
2356,2.721304,-0.012866,4
2357,1.659113,-0.059005,2
2358,4.284906,0.011354,3
2359,4.080482,-0.064392,10
2360,2.166175,-0.005263,5
2361,4.257427,0.014598,5
2362,3.827775,-0.036139,6
2364,2.342069,-0.063917,4
2365,1.969503,0.027134,3
2366,4.288912,0.061347,17
2368,1.882424,0.015676,5
2370,2.622676,-0.045316,7
2371,3.357048,0.016759,7
2372,1.649137,-0.033046,6
2373,4.016905,-0.046125,9
2374,3.011774,0.012315,5
2375,3.839926,-0.036006,5
2376,4.136268,-0.027385,9
2377,3.261869,0.030369,4
2378,3.107201,0.025244,5
2379,1.637741,-0.054918,3
2380,3.521217,0.029814,1
2381,3.201266,0.023684,7
2383,2.837647,-0.012162,3
2384,4.064018,-0.074441,1
2385,3.691955,-0.024986,1
2386,3.724501,-0.008254,10
2387,3.286972,0.033694,2
2389,1.848081,0.006183,3
2390,3.708482,-0.020409,3
2391,2.378292,-0.062044,3
2393,3.457656,0.012895,9
2394,4.300659,0.065879,21
2395,2.062577,-0.002479,11
2396,2.91247,0.019147,11
2397,4.275262,0.066382,16
2398,3.026107,0.006696,2
2399,2.221975,-0.008806,1
2401,1.766806,0.000863,10
2402,3.567488,0.011011,3
2403,4.317685,0.046566,14
2405,3.414015,0.028823,1
2406,1.77721,0.002664,10
2407,3.46822,0.02196,8
2409,2.388373,-0.06967,1
2410,2.320992,-0.061228,7
2411,1.703084,-0.019258,6
2412,3.764451,-0.012761,3
2413,2.594144,-0.047869,8
2414,2.504173,-0.067785,4
2415,4.284906,0.011354,1
2416,2.411105,-0.065368,10
2417,2.940132,0.022,12
