,xp,yp,life
3562,2.925566,0.028972,5
3563,3.357048,0.016759,4
3564,2.944486,0.035967,2
3565,2.062577,-0.002479,5
3566,2.964618,0.037608,2
3567,2.505241,-0.047404,6
3568,4.379939,0.039884,9
3570,4.064018,-0.074441,5
3571,3.46822,0.02196,4
3572,2.320992,-0.061228,6
3574,3.724501,-0.008254,2
3575,3.061227,0.01934,4
3576,2.271182,-0.040393,1
3577,2.743844,0.003238,5
3578,3.521217,0.029814,1
3582,4.402387,-0.002996,1
3583,3.457656,0.012895,6
3584,2.770457,0.025557,1
3585,3.827775,-0.036139,1
3586,4.375637,-0.002089,3
3587,4.109703,-0.075168,4
3588,4.198203,0.174579,1
3589,2.690427,0.015925,1
3590,2.17683,-0.04719,5
3591,3.171876,0.017694,3
3592,3.107201,0.025244,4
3593,4.201552,-0.094331,2
3594,3.805768,-0.013525,3
3595,4.016905,-0.046125,2
3596,2.91247,0.019147,3
3597,2.940132,0.022,3
3600,2.574433,-0.03152,3
3601,4.361729,0.070572,9
3603,2.477987,-0.055868,3
3604,2.944486,0.035967,2
3606,2.218929,-0.06687,5
3607,4.341919,0.106065,12
3609,2.040003,-0.010849,4
3611,3.257561,0.01046,1
3612,3.201266,0.023684,3
3613,4.080482,-0.064392,1
3614,3.827775,-0.036139,3
3616,2.342069,-0.063917,6
3618,3.724501,-0.008254,5
3619,2.77095,0.02168,3
3620,3.764451,-0.012761,1
3621,3.629072,0.024615,1
3622,3.708482,-0.020409,2
3623,2.024439,-0.018814,2
3626,4.375637,-0.002089,5
3627,4.366691,0.083603,15
3628,2.61867,-0.00266,2
3629,2.106583,-0.019049,5
3630,1.969503,0.027134,3
3631,2.594033,-0.024594,5
3632,3.676772,-0.011253,3
3633,3.567488,0.011011,4
3634,2.925566,0.028972,4
3635,2.378292,-0.062044,8
3636,3.357048,0.016759,5
3637,4.362266,0.088878,14
3638,4.201552,-0.094331,9
3639,4.109703,-0.075168,4
3640,3.46822,0.02196,3
3641,3.839926,-0.036006,4
3642,2.271182,-0.040393,1
3643,4.185973,-0.079629,4
3644,2.685647,-0.001381,4
3646,4.372524,0.012606,11
3647,2.944486,0.035967,1
3648,2.964618,0.037608,1
3649,4.016905,-0.046125,2
3650,2.940132,0.022,8
3651,2.388373,-0.06967,5
3652,2.320992,-0.061228,8
3653,3.764451,-0.012761,3
3654,3.110805,-0.000825,6
3655,2.477987,-0.055868,8
3656,4.080482,-0.064392,1
3657,3.08829,0.001436,5
3658,2.242793,-0.086259,5
3659,2.411105,-0.065368,9
3660,2.91247,0.019147,7
3664,3.257561,0.01046,9
3665,2.574433,-0.03152,6
3666,2.212308,-0.087013,2
3667,4.390243,0.008568,6
3668,4.064018,-0.074441,2
3670,2.062577,-0.002479,13
3671,4.363461,0.085344,11
3672,2.505241,-0.047404,6
3674,2.02939,0.030334,4
3675,3.061227,0.01934,8
3676,2.218929,-0.06687,1
3677,3.457656,0.012895,4
3678,3.93947,-0.086669,4
3679,3.026107,0.006696,6
3680,2.756978,-0.008612,6
3681,3.824498,-0.04839,5
3682,3.46822,0.02196,1
3683,3.011774,0.012315,8
3684,2.187472,-0.056012,10
3685,4.234157,-0.084472,1
3686,4.424351,0.041659,1
3687,2.679079,-0.01662,6
3688,2.721304,-0.012866,6
3690,3.676772,-0.011253,7
3691,2.743844,0.003238,4
3692,3.429441,3.8e-05,1
3693,3.708482,-0.020409,6
3695,2.342069,-0.063917,9
3697,2.106583,-0.019049,11
3698,4.266478,-0.044714,6
3699,3.893212,-0.072648,3
3700,3.567488,0.011011,2
3701,2.212308,-0.087013,1
3703,4.109703,-0.075168,6
3704,3.691955,-0.024986,3
3705,4.198203,0.174579,2
3707,2.124811,-0.029209,15
3709,4.361729,0.070572,2
3711,2.218929,-0.06687,7
3712,3.415152,0.001695,12
3713,2.17683,-0.04719,15
3715,2.837647,-0.012162,9
3716,4.064018,-0.074441,9
3717,3.484148,-0.014598,3
3718,2.594144,-0.047869,11
3719,4.185973,-0.079629,2
3720,3.429441,3.8e-05,11
3721,2.622676,-0.045316,10
3722,2.378292,-0.062044,9
3723,4.234157,-0.084472,12
3724,3.839926,-0.036006,10
3725,4.424351,0.041659,11
3726,3.724501,-0.008254,1
3727,3.171876,0.017694,2
3729,3.08829,0.001436,4
3730,4.201552,-0.094331,11
3731,3.827775,-0.036139,11
3733,4.080482,-0.064392,5
3735,2.242793,-0.086259,1
3736,4.341919,0.106065,7
3738,2.702028,-0.034093,9
3742,2.487772,-0.071249,11
3743,4.390243,0.008568,8
3744,2.411105,-0.065368,10
3745,3.026107,0.006696,5
3746,2.388373,-0.06967,2
3747,3.691955,-0.024986,11
3750,3.110805,-0.000825,3
3752,3.484148,-0.014598,15
3754,4.109703,-0.075168,15
3755,3.824498,-0.04839,15
3756,2.320992,-0.061228,9
3759,3.061227,0.01934,8
3761,3.257561,0.01046,3
3762,2.702587,-0.030184,7
3763,2.504173,-0.067785,9
3764,4.375637,-0.002089,9
3765,4.363238,0.126636,9
3766,3.171876,0.017694,7
3767,3.201266,0.023684,8
3768,4.372524,0.012606,10
3769,3.08829,0.001436,2
3770,3.357048,0.016759,13
3771,2.024439,-0.018814,9
3772,4.337227,-0.040226,1
3773,4.363461,0.085344,3
3774,4.016905,-0.046125,1
3775,2.388373,-0.06967,4
3776,2.040003,-0.010849,11
3777,3.107201,0.025244,11
3778,3.708482,-0.020409,1
3781,4.185973,-0.079629,14
3782,4.080482,-0.064392,7
3784,3.666244,-0.031588,11
3787,4.016905,-0.046125,2
3788,2.940132,0.022,9
3789,2.925566,0.028972,1
3790,2.837647,-0.012162,1
3794,2.342069,-0.063917,9
3795,2.756978,-0.008612,8
3797,3.261869,0.030369,9
3798,2.964618,0.037608,3
3799,2.91247,0.019147,9
3800,2.679079,-0.01662,6
3801,3.429441,3.8e-05,10
3804,2.622676,-0.045316,7
3805,4.166878,0.162731,1
3807,2.210231,-0.038944,1
3808,2.721304,-0.012866,7
3809,4.379939,0.039884,17
3810,3.286972,0.033694,7
3811,4.343645,0.149057,14
3812,2.378292,-0.062044,8
3814,2.472779,-0.078629,2
3816,4.266478,-0.044714,1
3817,2.187472,-0.056012,2
3818,4.234157,-0.084472,8
3819,3.839926,-0.036006,2
3820,2.124811,-0.029209,4
3821,2.925566,0.028972,2
3822,2.062577,-0.002479,3
3825,4.201552,-0.094331,4
3826,3.457656,0.012895,1
3828,4.264719,0.1933,41
3830,4.424351,0.041659,3
3831,2.210231,-0.038944,2
3832,2.594144,-0.047869,8
3834,2.702587,-0.030184,3
3835,2.487772,-0.071249,8
3837,3.708482,-0.020409,8
3838,2.024439,-0.018814,12
3839,2.411105,-0.065368,8
3840,2.106583,-0.019049,11
3841,2.187472,-0.056012,3
3842,3.415152,0.001695,10
3843,2.534755,-0.07488,1
3844,4.363238,0.126636,10
3845,2.17683,-0.04719,8
3846,4.384561,0.1334,10
3847,4.280778,-0.07585,1
3848,2.944486,0.035967,5
3849,2.218929,-0.06687,1
3852,3.827775,-0.036139,7
3853,2.964618,0.037608,5
3854,4.249304,0.209804,30
3856,3.676772,-0.011253,10
3857,4.372524,0.012606,13
3859,2.388373,-0.06967,4
3860,3.691955,-0.024986,4
3861,2.679079,-0.01662,8
3862,2.040003,-0.010849,10
3863,2.062577,-0.002479,3
3864,2.320992,-0.061228,5
3865,2.685647,-0.001381,2
3866,2.743844,0.003238,5
3867,3.201266,0.023684,8
3868,2.925566,0.028972,4
3869,4.064018,-0.074441,8
3870,4.201552,-0.094331,6
3871,2.342069,-0.063917,4
3872,2.891517,0.030004,2
3873,3.824498,-0.04839,1
3876,2.124811,-0.029209,8
3877,2.721304,-0.012866,6
3878,3.107201,0.025244,8
3879,3.257561,0.01046,2
3881,2.504173,-0.067785,3
3882,4.080482,-0.064392,5
3885,4.284639,-0.078033,13
3887,2.940132,0.022,6
3888,3.839926,-0.036006,7
3889,2.210231,-0.038944,7
3891,3.357048,0.016759,6
3892,4.279529,-0.093817,3
3894,2.91247,0.019147,5
3895,3.724501,-0.008254,7
3896,3.171876,0.017694,5
3897,4.280778,-0.07585,13
3898,4.337227,-0.040226,3
3899,2.062577,-0.002479,1
3900,4.142243,0.16613,3
3901,3.061227,0.01934,9
3902,4.185973,-0.079629,8
3903,2.702587,-0.030184,12
3904,2.477987,-0.055868,5
3905,2.622676,-0.045316,11
3908,2.702028,-0.034093,11
3911,4.234157,-0.084472,7
3916,3.484148,-0.014598,1
3917,3.805768,-0.013525,1
3920,2.756978,-0.008612,11
3923,3.429441,3.8e-05,2
3924,2.504173,-0.067785,9
3926,3.457656,0.012895,9
3929,2.17683,-0.04719,8
3932,2.472779,-0.078629,1
3933,3.827775,-0.036139,8
3934,4.109703,-0.075168,7
3935,2.388373,-0.06967,5
3936,4.384561,0.1334,29
3938,2.837647,-0.012162,10
3939,4.288724,0.211935,2
3942,2.342069,-0.063917,9
3943,3.46822,0.02196,4
3944,3.011774,0.012315,4
3945,2.187472,-0.056012,9
3946,3.261869,0.030369,3
3947,2.721304,-0.012866,1
3948,3.764451,-0.012761,4
3949,2.594144,-0.047869,8
3950,3.286972,0.033694,3
3951,3.201266,0.023684,5
3952,3.567488,0.011011,7
3953,3.357048,0.016759,11
3954,2.218929,-0.06687,2
3955,4.016905,-0.046125,2
3956,4.375637,-0.002089,17
3957,2.320992,-0.061228,8
3959,4.424351,0.041659,3
3960,2.534755,-0.07488,4
3961,4.363238,0.126636,16
3962,3.676772,-0.011253,6
3963,4.337227,-0.040226,24
3964,4.201552,-0.094331,9
3965,3.171876,0.017694,14
3967,2.08218,-0.056848,18
3968,3.708482,-0.020409,3
3970,2.378292,-0.062044,14
3971,3.414015,0.028823,1
3972,2.472779,-0.078629,1
3973,3.415152,0.001695,3
3974,2.721304,-0.012866,1
3976,3.521217,0.029814,1
3977,3.839926,-0.036006,7
3979,3.724501,-0.008254,11
3980,2.102806,-0.054655,16
3981,3.110805,-0.000825,8
3982,2.411105,-0.065368,12
3983,3.026107,0.006696,12
3984,4.424351,0.041659,1
3985,4.343645,0.149057,22
3986,4.080482,-0.064392,18
3988,3.08829,0.001436,6
3990,3.46822,0.02196,6
3991,2.388373,-0.06967,10
3992,4.234157,-0.084472,1
3994,3.764451,-0.012761,9
3997,4.372524,0.012606,37
3998,4.279529,-0.093817,5
3999,3.011774,0.012315,10
4000,4.424351,0.041659,3
4001,4.142243,0.16613,4
4002,3.061227,0.01934,1
4003,2.17683,-0.04719,15
4004,2.721304,-0.012866,10
4006,4.185973,-0.079629,16
4007,3.257561,0.01046,9
4008,2.477987,-0.055868,15
4009,4.390243,0.008568,23
4010,2.622676,-0.045316,14
4011,4.064018,-0.074441,3
4012,2.218929,-0.06687,12
4014,2.702028,-0.034093,11
4015,4.234157,-0.084472,15
4016,3.261869,0.030369,2
4017,3.521217,0.029814,2
4018,3.201266,0.023684,8
4019,3.457656,0.012895,12
4022,4.109703,-0.075168,16
4023,2.594144,-0.047869,13
4024,3.676772,-0.011253,1
4025,3.286972,0.033694,1
4027,2.504173,-0.067785,1
4028,4.016905,-0.046125,1
4029,2.91247,0.019147,4
4030,2.505241,-0.047404,12
4031,2.756978,-0.008612,7
4033,2.187472,-0.056012,12
4035,3.676772,-0.011253,11
4036,3.567488,0.011011,7
4037,3.708482,-0.020409,11
4038,4.016905,-0.046125,2
4039,2.940132,0.022,2
4040,4.312319,-0.082987,20
4042,4.064018,-0.074441,1
4043,4.201552,-0.094331,12
4044,4.424351,0.041659,3
4045,3.061227,0.01934,3
4048,3.429441,3.8e-05,6
4050,2.837647,-0.012162,4
4051,3.357048,0.016759,2
4052,4.279529,-0.093817,10
4053,4.402387,-0.002996,1
4054,2.342069,-0.063917,6
4055,4.142243,0.16613,2
4056,2.679079,-0.01662,1
4057,3.110805,-0.000825,10
4058,2.702587,-0.030184,4
4060,3.827775,-0.036139,11
4062,2.320992,-0.061228,7
4066,3.839926,-0.036006,15
4067,2.977444,-0.01211,4
4070,4.027375,0.142149,17
4072,2.826681,-0.034043,2
4073,4.016905,-0.046125,6
4074,4.094051,-0.051523,4
4075,3.691955,-0.024986,1
4076,4.363238,0.126636,9
4080,3.133793,-0.018567,4
4081,3.011157,-0.013075,7
4084,3.46822,0.02196,11
4085,3.415152,0.001695,2
4086,2.868678,-0.041091,8
4089,4.050161,0.14665,15
4092,2.946388,-0.027298,7
4094,4.249304,0.209804,11
4095,3.521217,0.029814,9
4098,2.797531,-0.04755,5
4099,4.379939,0.039884,5
4100,4.364373,-0.038954,1
4101,2.721958,-0.050466,5
4102,2.789619,-0.056421,9
4103,2.487772,-0.071249,8
4104,3.357048,0.016759,6
4105,3.414015,0.028823,2
4106,2.342069,-0.063917,2
4107,4.375637,-0.002089,16
4109,4.142243,0.16613,5
4111,2.826681,-0.034043,3
4112,4.129776,0.178397,9
4113,3.08829,0.001436,9
4114,2.411105,-0.065368,6
4115,2.388373,-0.06967,1
4116,2.602214,-0.071786,5
4117,3.724501,-0.008254,8
4118,2.17683,-0.04719,4
4119,3.171876,0.017694,1
4120,3.764451,-0.012761,5
4121,2.08218,-0.056848,7
4122,2.504173,-0.067785,6
4124,4.147487,0.209479,1
4125,3.457656,0.012895,9
4126,2.534755,-0.07488,8
4128,4.364373,-0.038954,19
4129,4.080482,-0.064392,10
4130,4.064018,-0.074441,1
4131,2.378292,-0.062044,4
4132,2.187472,-0.056012,9
4133,4.234157,-0.084472,6
4134,3.257561,0.01046,3
4135,2.977444,-0.01211,5
4138,3.414015,0.028823,10
4139,4.279529,-0.093817,5
4140,4.201552,-0.094331,13
4141,2.472779,-0.078629,3
4142,2.342069,-0.063917,4
4143,4.109703,-0.075168,13
4145,2.320992,-0.061228,4
4146,3.171876,0.017694,10
4148,4.016905,-0.046125,1
4150,2.388373,-0.06967,5
4151,2.102806,-0.054655,9
4152,3.286972,0.033694,6
4153,3.201266,0.023684,11
4155,2.797531,-0.04755,4
4156,4.337377,-0.106244,16
4157,3.261869,0.030369,5
4158,3.110805,-0.000825,4
4159,3.708482,-0.020409,2
4160,2.745153,-0.066088,6
4161,4.147487,0.209479,8
4162,2.218929,-0.06687,3
4163,3.011157,-0.013075,7
4165,2.889165,-0.049895,1
4167,2.868678,-0.041091,9
4168,4.363238,0.126636,2
4169,4.185973,-0.079629,6
4170,3.676772,-0.011253,2
4171,2.616659,-0.075869,7
4173,2.411105,-0.065368,7
4174,4.264719,0.1933,2
4177,4.384561,0.1334,3
4178,3.764451,-0.012761,8
4180,2.504173,-0.067785,5
4181,2.487772,-0.071249,10
4182,2.472779,-0.078629,1
4184,4.016905,-0.046125,3
4187,2.544457,-0.083753,1
4188,4.171935,0.22758,6
4189,2.721958,-0.050466,1
4190,2.789619,-0.056421,9
4191,3.567488,0.011011,1
4192,2.378292,-0.062044,5
4194,3.357048,0.016759,2
4195,4.279529,-0.093817,5
4196,4.337227,-0.040226,11
4197,3.805768,-0.013525,5
4199,3.724501,-0.008254,9
4200,4.379939,0.039884,11
4201,2.946388,-0.027298,8
4202,2.218929,-0.06687,2
4206,4.159637,0.227386,4
4209,2.17683,-0.04719,9
4210,3.521217,0.029814,6
4211,2.977444,-0.01211,6
4212,4.343645,0.149057,2
4213,3.629072,0.024615,4
4215,2.889165,-0.049895,1
4216,3.46822,0.02196,7
4217,4.249304,0.209804,4
4218,2.602214,-0.071786,2
4219,4.264719,0.1933,2
4220,2.320992,-0.061228,10
4221,3.839926,-0.036006,5
4222,2.534755,-0.07488,10
4224,4.050161,0.14665,5
4225,3.107201,0.025244,3
4226,4.35164,-0.090384,10
4227,3.286972,0.033694,4
4228,3.567488,0.011011,1
4229,4.064018,-0.074441,7
4231,2.797531,-0.04755,2
4232,4.234157,-0.084472,1
4233,2.210231,-0.038944,7
4235,4.185973,-0.079629,3
4236,2.721958,-0.050466,1
4237,4.343645,0.149057,4
4239,2.745153,-0.066088,8
4240,3.827775,-0.036139,3
4241,4.027375,0.142149,7
4242,2.187472,-0.056012,10
4243,4.363238,0.126636,1
4244,2.124811,-0.029209,11
4245,3.110805,-0.000825,4
4246,2.504173,-0.067785,11
4247,2.616659,-0.075869,9
4248,4.080482,-0.064392,1
4249,3.357048,0.016759,3
4250,3.414015,0.028823,3
4251,3.011157,-0.013075,4
4252,2.411105,-0.065368,8
4253,2.342069,-0.063917,8
4254,4.159637,0.227386,5
4255,2.889165,-0.049895,2
4256,2.388373,-0.06967,10
4257,2.602214,-0.071786,8
4258,3.629072,0.024615,1
4261,4.249304,0.209804,3
4262,4.363238,0.126636,1
4264,2.544457,-0.083753,2
4265,4.171935,0.22758,4
4266,3.171876,0.017694,1
4267,3.257561,0.01046,3
4270,2.472779,-0.078629,6
4271,3.457656,0.012895,4
4272,4.384561,0.1334,3
4273,3.764451,-0.012761,6
4275,3.521217,0.029814,1
4277,3.567488,0.011011,4
4278,4.361729,0.070572,7
4279,2.797531,-0.04755,8
4281,3.415152,0.001695,9
4282,2.868678,-0.041091,6
4283,4.050161,0.14665,3
4284,2.721958,-0.050466,1
4285,2.789619,-0.056421,9
4287,4.363461,0.085344,3
4289,3.805768,-0.013525,3
4290,4.264719,0.1933,4
4291,2.889165,-0.049895,3
4292,3.839926,-0.036006,8
4293,3.093211,-0.025446,4
4294,3.724501,-0.008254,4
4296,3.676772,-0.011253,4
4297,3.429441,3.8e-05,9
4298,4.343645,0.149057,3
4299,3.133793,-0.018567,4
4300,4.080482,-0.064392,4
4301,3.708482,-0.020409,6
4302,4.375637,-0.002089,2
4303,4.109703,-0.075168,4
4304,3.064616,-0.037678,9
4306,2.17683,-0.04719,6
4307,4.086668,0.210151,3
4308,2.946388,-0.027298,2
4309,4.279529,-0.093817,10
4310,3.484148,-0.014598,8
4311,2.724655,-0.077128,1
4312,2.210231,-0.038944,4
4313,2.544457,-0.083753,1
4314,4.171935,0.22758,2
4315,4.185973,-0.079629,6
4316,4.362266,0.088878,9
4317,3.941037,0.164912,2
4318,4.159637,0.227386,9
4319,4.249304,0.209804,1
4320,4.234157,-0.084472,6
4321,4.363238,0.126636,9
4322,4.379939,0.039884,3
4323,4.064018,-0.074441,8
4325,3.827775,-0.036139,6
4326,4.375637,-0.002089,8
4328,4.351339,0.051725,8
4329,2.889165,-0.049895,5
4330,4.364373,-0.038954,8
4331,2.721958,-0.050466,3
4332,3.924268,0.185212,8
4333,2.745153,-0.066088,6
4334,4.201552,-0.094331,7
4335,4.083325,0.227192,7
4336,3.691955,-0.024986,5
4338,4.343645,0.149057,7
4339,2.616659,-0.075869,5
4340,4.264719,0.1933,6
4341,4.016905,-0.046125,1
4342,4.337377,-0.106244,6
4343,4.366691,0.083603,6
4344,2.868678,-0.041091,4
4345,2.534755,-0.07488,6
4349,2.218929,-0.06687,3
4350,2.472779,-0.078629,1
4351,3.911578,0.188866,5
4354,2.342069,-0.063917,5
4355,2.388373,-0.06967,1
4356,2.320992,-0.061228,5
4357,2.187472,-0.056012,3
4358,2.544457,-0.083753,2
4359,4.171935,0.22758,5
4360,3.093262,-0.059615,1
4361,2.504173,-0.067785,4
4362,3.612259,-0.046322,2
4364,4.363461,0.085344,4
4365,4.379939,0.039884,2
4367,3.708482,-0.020409,2
4368,2.946388,-0.027298,1
4369,4.109703,-0.075168,3
4371,2.388373,-0.06967,3
4372,3.415152,0.001695,3
4373,2.602214,-0.071786,3
4375,3.357048,0.016759,1
4376,2.894847,-0.055989,2
4377,3.805768,-0.013525,2
4378,4.016905,-0.046125,2
4379,2.17683,-0.04719,2
4380,2.271182,-0.040393,2
4381,2.789619,-0.056421,2
4384,3.457656,0.012895,1
4385,2.724655,-0.077128,1
4386,2.901812,-0.061023,1
4387,3.724501,-0.008254,1
4388,4.185973,-0.079629,1
4389,4.361729,0.070572,1
4390,2.487772,-0.071249,1
