"Points:0","Points:1","Points:2"
3.12305,3.48585,0
6.87952,3.0272,0
3.10577,3.46969,0
3.01779,3.61052,0
3.08914,3.50548,0
2.9937,3.51271,0
2.91248,3.39619,0
3.07703,3.57839,0
3.04631,3.50621,0
6.84383,2.99602,0
6.85542,3.0926,0
3.0571,3.45675,0
2.91852,3.45504,0
6.864,3.02303,0
3.10215,3.47186,0
3.03565,3.50168,0
2.95646,3.49662,0
3.03772,3.46691,0
2.91794,3.41698,0
3.01114,3.60302,0
6.87927,3.06422,0
6.84385,3.04175,0
3.00716,3.51868,0
3.06059,3.53179,0
2.93363,3.55335,0
3.04025,3.5093,0
3.04727,3.56773,0
2.99306,3.60678,0
3.04704,3.5667,0
3.06231,3.44539,0
3.08187,3.4852,0
3.06664,3.58355,0
2.97324,3.58834,0
6.88331,3.07177,0
2.96282,3.46407,0
6.86984,3.05384,0
6.86571,3.06345,0
3.06035,3.47857,0
3.03074,3.4592,0
3.06321,3.46923,0
2.99073,3.47993,0
3.13375,3.50343,0
3.10703,3.5285,0
2.90621,3.4099,0
3.07132,3.60049,0
2.94525,3.5839,0
2.90943,3.44397,0
2.9286,3.60557,0
3.02164,3.54902,0
6.85997,3.09065,0
2.97196,3.45277,0
6.8526,2.98311,0
6.88535,3.06487,0
3.1233,3.4923,0
3.12452,3.59541,0
2.91668,3.52202,0
3.02878,3.48967,0
3.04388,3.5438,0
3.01994,3.43672,0
6.8639,3.00529,0
3.11516,3.43524,0
3.02229,3.60484,0
2.94286,3.53698,0
3.15648,3.56773,0
3.04458,3.51183,0
3.04211,3.53992,0
2.94078,3.57662,0
2.93509,3.52573,0
6.86246,3.02697,0
3.07271,3.5395,0
6.85257,3.11266,0
2.96535,3.51012,0
3.02747,3.5639,0
3.00357,3.51088,0
2.90823,3.46058,0
3.07859,3.57858,0
3.06422,3.60038,0
2.99089,3.6107,0
3.05797,3.45075,0
3.00541,3.61035,0
3.13272,3.52682,0
2.9829,3.52171,0
3.0256,3.50634,0
