Ts,x,y,label
4,1.17782,0.09836,0.00000
0,1.23127,-0.00610,0.00000
5,1.23129,0.06302,0.00000
1,1.24158,0.02745,0.00000
5,1.27540,0.06175,0.00000
4,1.27549,0.06466,0.00000
0,1.27612,-0.00598,0.00000
5,1.28024,0.04462,0.00000
3,1.28767,0.02245,0.00000
5,1.30080,0.04384,0.00000
1,1.31341,0.01965,0.00000
6,1.31940,0.05395,0.00000
7,1.32072,0.02215,0.00000
4,1.32351,0.05395,0.00000
2,1.33480,0.00481,0.00000
2,1.34620,0.00589,0.10000
8,1.34620,0.00589,0.10000
5,1.39274,0.00861,0.00000
8,1.40075,0.03103,0.00000
2,1.42114,0.00691,0.00000
3,1.42281,0.02512,0.00000
2,1.43609,0.01441,0.00000
2,1.43674,0.00020,0.00000
7,1.46836,0.03406,0.00000
0,1.48341,0.00095,0.00000
2,1.48634,0.01885,0.10000
6,1.48634,0.01885,0.10000
3,1.49425,0.01022,0.10000
5,1.49425,0.01022,0.10000
2,1.50394,0.01334,1.00000
3,1.50394,0.01334,1.00000
1,1.51641,-0.00251,0.00000
12,1.54120,0.06853,0.00000
2,1.54248,0.01597,0.00000
10,1.54304,0.00463,0.00000
13,1.54699,0.02640,0.00000
3,1.55434,0.00687,0.10000
13,1.55434,0.00687,1.00000
14,1.55434,0.00687,1.00000
7,1.56530,0.03904,1.00000
8,1.56530,0.03904,1.00000
9,1.57745,0.03200,0.00000
1,1.58721,0.00138,0.00000
1,1.59664,-0.01683,0.00000
1,1.60430,0.01333,0.10000
6,1.60430,0.01333,0.10000
11,1.62109,0.08275,0.00000
13,1.62705,0.03476,0.00000
3,1.63676,-0.00296,1.00000
4,1.63676,-0.00296,1.00000
5,1.63862,0.01227,0.00000
7,1.64828,0.02548,0.00000
12,1.65358,0.07536,0.00000
7,1.65510,0.00662,0.00000
14,1.65626,0.00895,0.00000
12,1.66149,0.05525,0.00000
3,1.66539,0.00213,0.00000
9,1.67362,0.06477,0.00000
16,1.68163,0.17988,0.00000
1,1.68625,0.00089,0.00000
16,1.71063,0.18536,0.00000
9,1.71585,0.07108,0.10000
12,1.71585,0.07108,0.10000
1,1.72010,-0.01358,0.00000
2,1.72319,0.00623,0.00000
5,1.72570,0.01434,0.10000
14,1.72570,0.01434,0.10000
9,1.72723,0.06853,0.00000
1,1.72974,-0.03241,0.00000
3,1.73694,0.02179,0.00000
16,1.74594,0.13328,0.00000
17,1.74669,0.12483,0.00000
4,1.76912,0.03177,0.00000
4,1.77182,0.00765,0.00000
18,1.77877,0.11865,0.00000
0,1.78035,-0.00887,0.10000
14,1.78035,-0.00887,0.10000
6,1.78644,0.00594,0.00000
1,1.78839,-0.00050,0.00000
3,1.79133,0.00580,0.00000
2,1.79279,0.00869,0.00000
6,1.79394,0.02152,0.00000
16,1.79686,0.12205,0.00000
0,1.80410,-0.01313,0.00000
16,1.81271,0.09274,0.00000
1,1.82113,-0.01127,0.00000
8,1.82315,0.04790,0.10000
12,1.82315,0.04790,0.10000
2,1.85017,-0.01489,0.00000
17,1.85240,0.10162,0.00000
9,1.85955,0.08362,0.00000
1,1.86878,0.01493,0.10000
3,1.86878,0.01493,0.10000
6,1.86878,0.01493,0.10000
1,1.87604,0.00078,0.00000
0,1.88347,0.00758,0.00000
9,1.89024,0.05605,0.10000
11,1.89024,0.05605,0.10000
16,1.89024,0.05605,0.10000
9,1.89583,0.06153,0.00000
10,1.91518,0.04842,1.00000
11,1.91518,0.04842,1.00000
15,1.91857,0.05549,0.00000
8,1.92799,0.04548,0.10000
14,1.92799,0.04548,0.10000
18,1.93724,0.07829,0.00000
3,1.94363,0.04641,1.00000
4,1.94363,0.04641,1.00000
7,1.94363,0.04641,0.10000
14,1.94648,0.04381,0.00000
8,1.95067,0.02630,0.00000
7,1.96128,0.03435,0.00000
13,1.97702,0.06396,0.00000
1,1.98211,0.01664,0.10000
11,1.98211,0.01664,0.10000
21,1.98290,0.12376,0.00000
3,1.98786,0.05449,0.10000
13,1.98786,0.05449,0.10000
16,1.98786,0.05449,0.10000
11,2.00488,0.00595,0.00000
12,2.00739,0.05916,0.00000
8,2.02342,0.03237,0.00000
22,2.02489,0.06194,0.00000
14,2.02884,0.06694,0.00000
21,2.03137,0.10374,0.00000
23,2.03522,0.14494,0.00000
20,2.03572,0.09694,0.00000
3,2.03678,0.06421,0.10000
19,2.03678,0.06421,0.10000
5,2.03938,0.06950,0.00000
23,2.05248,0.15814,0.00000
13,2.07189,0.07850,0.00000
19,2.08620,0.05734,0.00000
25,2.08682,0.10700,0.00000
9,2.08774,0.05401,0.10000
14,2.08774,0.05401,0.10000
8,2.08912,0.04349,0.00000
4,2.09106,0.07382,0.00000
25,2.09168,0.09458,0.00000
3,2.09628,0.07598,0.00000
8,2.10365,0.02442,0.00000
10,2.10734,-0.00277,0.00000
3,2.11598,0.06994,0.10000
26,2.11598,0.06994,0.10000
16,2.12468,0.02530,0.00000
23,2.13062,0.10196,0.00000
23,2.13550,0.10176,0.00000
22,2.13647,0.07971,0.00000
5,2.14277,0.07512,0.00000
20,2.14362,0.05847,0.00000
22,2.14452,0.07054,0.10000
25,2.14452,0.07054,0.10000
10,2.15741,-0.01897,0.00000
1,2.16602,-0.01175,0.00000
3,2.16986,0.05159,0.10000
5,2.16986,0.05159,0.10000
3,2.17028,0.06664,0.00000
12,2.18230,0.06818,0.10000
25,2.18230,0.06818,0.10000
14,2.19549,0.03391,0.00000
11,2.19940,-0.01057,0.00000
3,2.20715,0.04000,0.10000
7,2.20715,0.04000,0.10000
13,2.21000,0.07183,0.10000
23,2.21000,0.07183,0.10000
11,2.21407,-0.01977,0.00000
