Ts,x,y,label,life
7,1.31691,0.03795,0.0,0
4,1.39092,0.01885,0.0,0
1,1.44814,0.00656,0.0,0
11,1.47837,0.08563,0.0,0
7,1.50302,0.03474,0.0,0
2,1.53731,0.01092,0.0,0
9,1.58242,0.03366,0.0,0
1,1.59223,0.00409,0.0,0
12,1.60889,0.06557,0.0,0
12,1.65589,0.05827,0.0,0
1,1.69577,-0.02249,0.0,0
2,1.71644,0.00519,0.0,0
1,1.74536,-0.01511,0.0,0
9,1.74814,0.06612,0.0,0
17,1.76895,0.13229,0.0,0
1,1.84527,-0.00246,0.0,0
1,1.84976,-0.01774,0.0,0
16,1.86825,0.06545,0.0,0
3,1.93935,0.05482,0.0,0
20,1.96960,0.10191,0.0,0
6,1.97295,0.06557,0.0,0
4,2.03789,0.05531,0.0,0
23,2.07317,0.13437,0.0,0
4,2.09179,0.04823,0.0,0
11,2.09420,-0.00527,0.0,0
9,2.09546,0.03707,0.0,0
3,2.10783,0.07936,0.0,0
2,2.11952,0.03935,0.0,0
1,2.11997,0.02182,0.0,0
5,2.19267,0.04368,0.0,0
9,2.23717,-0.00702,0.0,0
27,2.24743,0.18260,0.0,0
9,2.25581,0.01375,0.0,0
5,2.30527,0.01342,0.0,0
6,2.40233,0.01764,0.0,0
1,2.40740,-0.01938,0.0,0
15,2.44481,0.07286,0.0,0
33,2.45062,-0.12758,0.0,0
25,2.47879,-0.02748,0.0,0
13,2.48866,0.08661,0.0,0
5,2.49229,0.02471,0.0,0
4,2.51343,0.02318,0.0,0
35,2.52735,-0.16793,0.0,0
17,2.54799,-0.02680,0.0,0
20,2.55546,-0.01839,0.0,0
9,2.56046,0.06368,0.0,0
33,2.56174,-0.12755,0.0,0
3,2.56609,0.00982,0.0,0
9,2.58030,0.03214,0.0,0
30,2.59590,-0.06910,0.0,0
19,2.66943,-0.04621,0.0,0
35,2.67224,-0.15653,0.0,0
6,2.68115,0.01959,0.0,0
25,2.69089,-0.08181,0.0,0
15,2.71485,0.07004,0.0,0
14,2.71577,0.07464,0.0,0
21,2.73242,-0.06357,0.0,0
3,2.73769,-0.00385,0.0,0
33,2.74413,-0.14102,0.0,0
0,2.74578,-0.00591,0.0,0
10,2.76226,0.04762,0.0,0
4,2.76533,0.00389,0.0,0
21,2.77482,-0.05384,0.0,0
34,2.80710,-0.14981,0.0,0
24,2.80964,-0.09944,0.0,0
22,2.81037,-0.07864,0.0,0
32,2.81290,-0.15242,0.0,0
21,2.82102,-0.07134,0.0,0
22,2.86556,-0.07762,0.0,0
14,2.86651,0.07778,0.0,0
14,2.88076,0.07348,0.0,0
21,2.89183,-0.09034,0.0,0
23,2.93163,-0.08581,0.0,0
24,2.93914,-0.09116,0.0,0
23,2.97564,-0.10769,0.0,0
2,2.97690,0.01087,0.0,0
28,2.98444,-0.17875,0.0,0
1,2.99854,-0.00760,1.0,1
2,2.99854,-0.00760,1.0,1
9,3.02214,0.04830,0.0,0
43,3.02649,-0.24217,0.0,0
3,3.04105,0.00571,0.0,0
44,3.04321,-0.24659,0.0,0
24,3.05201,-0.09155,0.0,0
1,3.06520,-0.00828,0.0,0
30,3.06623,-0.13943,0.0,0
7,3.06790,0.01957,0.0,0
24,3.06920,-0.10387,0.0,0
28,3.06934,-0.17715,0.0,0
24,3.11680,-0.10435,0.0,0
35,3.14350,-0.14591,0.0,0
43,3.15299,-0.21032,0.0,0
28,3.16518,-0.17495,0.0,0
41,3.16963,-0.20252,0.0,0
8,3.20578,0.06245,0.0,0
23,3.20913,-0.11573,0.0,0
24,3.24273,-0.09475,0.0,0
