Ts,x,y,label
0,2.74578,-0.00591,0
1,1.44814,0.00656,0
1,3.77064,0.03007,0
1,2.99854,-0.00760,0
1,2.40740,-0.01938,0
1,2.11997,0.02182,0
1,3.29926,0.01117,0
1,3.64037,0.02506,0
1,1.69577,-0.02249,0
1,3.06520,-0.00828,0
1,1.74536,-0.01511,0
1,3.88951,0.01594,0
1,1.59223,0.00409,0
1,3.63469,-0.00237,0
1,1.84527,-0.00246,0
1,1.84976,-0.01774,0
2,1.71644,0.00519,0
2,3.77064,0.03007,1
2,2.97690,0.01087,0
2,2.99854,-0.00760,1
2,1.53731,0.01092,0
2,3.88951,0.01594,1
2,2.11952,0.03935,0
3,2.10783,0.07936,0
3,4.03915,-0.02151,0
3,3.04105,0.00571,0
3,2.73769,-0.00385,0
3,2.56609,0.00982,0
3,1.93935,0.05482,0
3,3.78872,0.01115,0
4,2.51343,0.02318,0
4,2.09179,0.04823,0
4,2.03789,0.05531,0
4,1.39092,0.01885,0
4,3.97181,-0.00095,0
4,2.76533,0.00389,0
5,2.30527,0.01342,0
5,2.49229,0.02471,0
5,2.19267,0.04368,0
6,3.70896,-0.04882,0
6,3.83425,-0.04911,0
6,2.68115,0.01959,0
6,2.40233,0.01764,0
6,1.97295,0.06557,0
7,1.50302,0.03474,0
7,3.06790,0.01957,0
7,3.24282,0.06185,0
7,3.93919,-0.03990,0
7,3.64305,-0.04266,0
7,1.31691,0.03795,0
8,3.20578,0.06245,0
8,4.05554,-0.03598,0
8,3.29399,0.06435,0
9,3.02214,0.04830,0
9,2.56046,0.06368,0
9,1.58242,0.03366,0
9,1.74814,0.06612,0
9,2.23717,-0.00702,0
9,2.09546,0.03707,0
9,2.25581,0.01375,0
9,2.58030,0.03214,0
10,4.26133,-0.06008,0
10,2.76226,0.04762,0
11,1.47837,0.08563,0
11,2.09420,-0.00527,0
12,1.65589,0.05827,0
12,1.60889,0.06557,0
12,3.97048,-0.10204,0
12,3.72219,-0.07948,0
12,4.37609,-0.04780,0
13,3.89958,-0.07747,0
13,2.48866,0.08661,0
14,2.86651,0.07778,0
14,3.32943,-0.01411,0
14,2.88076,0.07348,0
14,2.71577,0.07464,0
15,2.44481,0.07286,0
15,2.71485,0.07004,0
15,4.51579,0.03709,0
16,1.86825,0.06545,0
17,2.54799,-0.02680,0
17,4.13478,-0.10199,0
17,4.43875,-0.05319,0
17,1.76895,0.13229,0
18,4.20338,-0.11901,0
19,2.66943,-0.04621,0
20,1.96960,0.10191,0
20,2.55546,-0.01839,0
21,2.89183,-0.09034,0
21,2.73242,-0.06357,0
21,3.63976,-0.12889,0
21,4.27037,-0.02132,0
21,3.34211,-0.04941,0
21,4.44353,0.10811,0
21,2.77482,-0.05384,0
21,2.82102,-0.07134,0
21,4.56072,0.22075,0
22,2.81037,-0.07864,0
22,4.29713,-0.00150,0
22,2.86556,-0.07762,0
22,3.58689,-0.12713,0
22,3.47952,-0.09876,0
22,4.50686,0.13661,0
22,4.56072,0.22075,1
23,2.93163,-0.08581,0
23,2.97564,-0.10769,0
23,3.20913,-0.11573,0
23,3.39605,-0.09614,0
23,2.07317,0.13437,0
23,3.83212,-0.13502,0
23,4.56848,0.22602,0
24,3.06920,-0.10387,0
24,2.80964,-0.09944,0
24,2.93914,-0.09116,0
24,3.11680,-0.10435,0
24,3.24273,-0.09475,0
24,3.05201,-0.09155,0
25,2.69089,-0.08181,0
25,2.47879,-0.02748,0
26,4.50819,0.12766,0
26,4.81881,0.32128,0
27,4.41283,0.03166,0
27,2.24743,0.18260,0
28,3.06934,-0.17715,0
28,3.37523,-0.17418,0
28,3.16518,-0.17495,0
28,2.98444,-0.17875,0
28,4.84153,0.31986,0
29,4.91568,0.28694,0
30,4.03267,-0.08113,0
30,3.06623,-0.13943,0
30,2.59590,-0.06910,0
30,4.58562,0.23669,0
30,4.81909,0.38892,0
30,4.91568,0.28694,1
30,5.00607,0.19649,0
31,4.79049,0.35541,0
32,2.81290,-0.15242,0
32,4.72981,0.40037,0
32,5.05242,0.28056,0
32,5.00902,0.30013,0
33,4.26276,0.35253,0
33,3.90269,-0.00054,0
33,3.79281,-0.05751,0
33,4.07332,0.17018,0
33,4.19326,0.28577,0
33,2.56174,-0.12755,0
33,4.06203,0.13746,0
33,2.74413,-0.14102,0
33,2.45062,-0.12758,0
33,4.58188,0.45132,0
33,4.64177,0.44042,0
33,4.64463,0.43191,0
33,4.99927,0.31153,0
33,5.09064,0.27711,0
33,5.09909,0.28970,0
34,3.79281,-0.05751,1
