Ts,x,y,life
1,2.99854,-0.00760,1
1,3.77064,0.03007,1
1,3.88951,0.01594,1
21,4.56072,0.22075,1
29,4.91568,0.28694,1
33,4.64463,0.43191,2
33,4.64177,0.44042,1
33,4.58188,0.45132,1
33,5.09909,0.28970,2
33,4.06203,0.13746,1
33,3.79281,-0.05751,1
33,5.09064,0.27711,1
34,4.58946,0.46182,1
34,4.84391,0.32639,1
41,5.33959,0.37510,1
46,5.67531,0.32258,2
47,5.67296,0.32570,4
48,5.65613,0.31861,4
49,5.65458,0.30583,3
54,5.64093,0.38184,7
55,4.08333,0.40605,1
55,4.12073,0.45022,1
56,5.28034,0.11512,1
56,5.62724,0.40349,5
56,5.46700,0.08700,1
56,3.81838,0.05303,1
57,5.66978,0.28676,1
60,5.71130,0.31585,2
60,5.78308,0.26503,2
61,5.71343,0.17736,1
65,5.62817,0.04950,1
65,5.60027,0.03553,1
65,5.52997,0.01276,2
65,4.54777,0.60307,1
65,5.50546,0.01553,3
65,5.43431,0.00380,3
65,5.20717,0.05753,1
65,5.52755,0.01680,3
65,5.71654,0.13167,1
66,5.44291,0.00956,2
66,5.35646,-0.00885,2
66,5.76278,0.31449,1
67,5.45505,-0.00677,1
67,5.31790,-0.00532,1
67,5.28455,-0.00385,1
67,5.19384,0.03988,2
67,4.99638,0.15796,1
68,5.77023,0.17529,1
68,5.15507,0.04168,1
68,5.65283,0.09266,1
74,5.80844,0.84062,1
74,5.80274,0.75645,1
75,5.81679,0.87362,1
77,5.80851,0.91418,1
84,5.90449,0.99049,1
84,5.86813,0.93215,1
84,6.01060,1.05663,1
85,5.97198,1.01865,1
85,6.01954,1.04224,1
104,5.75442,-0.16723,1
105,6.04645,1.95170,2
106,6.03800,1.95996,2
106,6.01108,1.93350,1
108,6.16675,2.01173,7
108,6.14711,2.01413,9
110,6.03629,2.02214,1
111,5.90893,1.85520,1
111,5.92021,1.97194,1
111,5.92139,1.76680,1
111,5.92372,1.93179,1
111,5.99320,2.06862,3
113,6.06327,2.06285,5
115,5.86937,1.95108,1
116,5.90845,2.03217,2
116,5.92270,2.02571,1
117,6.04962,1.58690,1
118,6.06139,1.58756,1
118,5.82352,1.96840,1
118,6.05196,1.49889,1
120,6.21477,2.07109,2
120,6.10427,2.12103,1
121,5.87646,2.08346,1
121,6.27323,2.03315,1
124,5.98656,2.15069,1
125,5.58894,0.93451,1
129,5.87191,2.10018,1
134,6.58192,1.70408,1
160,7.88028,1.85654,1
168,5.76526,2.29511,1
178,8.45396,2.50815,1
178,8.56076,2.51019,1
180,8.50865,2.52386,1
185,7.83495,2.42239,1
185,7.99642,2.50125,1
185,8.70658,2.48174,1
194,9.09465,2.45608,2
195,9.09153,2.44153,1
195,9.11771,2.44026,1
195,9.14455,2.41721,1
202,9.25232,2.26846,1
206,9.49985,2.27615,1
