"Points:0","Points:1","Points:2"
3.70166,0.02165,0
3.64159,0.00356,0
3.71812,0.002,0
3.95279,-0.01507,0
3.55589,0.0338,0
1.15447,-0.05108,0
3.27094,0.00076,0
2.52294,-0.00367,0
3.07614,-0.03116,0
2.32585,-0.07878,0
2.48295,-0.03115,0
2.92171,-0.00838,0
3.37392,0.00618,0
1.81876,0.07438,0
2.8918,-0.0108,0
1.61536,0.07419,0
3.46496,0.01899,0
2.50174,-0.03994,0
3.00935,-0.04175,0
3.41585,0.01652,0
3.4571,0.03178,0
1.65069,0.06979,0
1.45825,0.0534,0
2.0763,-0.02365,0
3.81376,-0.02937,0
1.22015,0.01856,0
3.56976,0.02585,0
3.14431,-0.03236,0
3.78408,-0.02396,0
3.52235,0.03371,0
1.21729,0.00684,0
2.32122,-0.05002,0
2.68192,-0.00834,0
3.16615,-0.03074,0
2.04505,-0.03472,0
1.39911,0.05151,0
