"Points:0","Points:1","Points:2"
3.59594,-1.77983,0
3.31109,-5.74469,0
3.76436,-5.52455,0
1.97525,-4.98757,0
3.59569,-1.36649,0
1.75665,-4.74528,0
3.61094,-5.45853,0
2.37454,-5.35779,0
3.62524,-5.43062,0
1.5913,-4.59773,0
1.70142,-4.78712,0
3.45811,-5.94885,0
1.48494,-4.75725,0
3.56604,-1.38072,0
2.17344,-5.15935,0
1.51266,-4.54117,0
1.53293,-4.53051,0
3.38025,-1.65371,0
1.94655,-4.9452,0
1.65891,-4.77227,0
3.47737,-1.79201,0
3.71758,-5.60081,0
3.39018,-5.99783,0
3.40357,-1.60304,0
3.3296,-5.80252,0
3.49022,-1.59752,0
1.45578,-4.54257,0
1.54953,-4.53646,0
2.02998,-4.99356,0
3.41107,-1.68148,0
1.52672,-4.6297,0
3.72363,-1.60165,0
1.80026,-4.84358,0
1.75826,-4.73703,0
3.51696,-5.55229,0
3.59162,-5.61971,0
1.70878,-4.71559,0
3.28889,-5.96129,0
1.64857,-4.76512,0
3.50505,-5.55323,0
3.3366,-5.97883,0
3.4889,-1.49407,0
3.62577,-1.50305,0
1.53562,-4.71511,0
3.77342,-1.54254,0
3.78015,-1.56265,0
2.09818,-5.16488,0
3.40316,-5.72317,0
3.5754,-5.59709,0
1.44119,-4.60728,0
1.75301,-4.86625,0
3.84106,-1.53008,0
3.45252,-1.52691,0
3.68957,-1.59085,0
3.43391,-5.95664,0
3.39555,-1.73956,0
3.68866,-1.59366,0
2.19053,-5.16394,0
3.2643,-5.84408,0
1.57684,-4.56446,0
3.58962,-1.54196,0
2.20705,-5.18039,0
3.51454,-1.75892,0
3.32227,-1.77018,0
3.13898,-5.84147,0
3.54292,-5.46757,0
1.83458,-4.85015,0
2.40235,-5.35867,0
3.61663,-1.44551,0
1.63139,-4.75992,0
3.34081,-1.89489,0
1.64086,-4.8247,0
3.5901,-5.66575,0
3.64548,-5.64803,0
3.64937,-1.52866,0
1.72171,-4.70927,0
1.75021,-4.71258,0
1.87213,-4.95134,0
1.60226,-4.63395,0
3.15625,-5.86333,0
3.65466,-1.6742,0
1.76905,-4.84714,0
3.60671,-1.54057,0
3.40724,-5.81715,0
3.56361,-5.53135,0
3.49596,-5.93956,0
1.86122,-4.86569,0
