Ts,x,y,label
0,3.18142,-0.00252,0
0,1.07309,-0.01372,0
0,1.45831,-0.00236,0
0,1.93281,-0.00181,0
0,2.39795,-0.00616,0
0,2.64175,0.01201,0
0,1.50283,0.00672,0
0,2.66984,-0.01259,0
0,2.01440,0.00622,0
0,3.18447,-0.00124,0
0,3.93136,0.01124,0
0,1.28057,-0.00164,0
0,1.72317,-0.00568,0
0,3.50768,-0.00288,0
0,2.74559,-0.00015,0
1,1.35478,0.01689,0
1,2.50395,-0.02631,0
1,1.58199,0.00865,0
1,3.74636,-0.02439,0
1,3.56669,-0.00584,0
1,1.77684,-0.00564,0
1,3.69861,0.00178,0
1,1.96163,0.00035,0
1,1.32072,0.02215,0
1,2.54824,-0.03008,0
1,1.85808,-0.02593,0
1,2.32151,0.01399,0
1,2.26880,0.02062,0
1,2.59659,-0.01628,0
1,2.40781,-0.00013,0
1,2.38965,-0.00633,0
1,2.67023,-0.00721,0
1,2.77381,-0.02291,0
1,3.42853,-0.01255,0
1,3.38186,-0.00133,0
1,2.44528,-0.02196,0
1,3.41187,0.00087,0
1,1.95023,-0.00494,0
1,2.21300,-0.00629,0
1,2.07264,0.00289,0
1,2.09862,0.00574,0
1,2.77255,-0.01495,0
1,1.99290,0.00108,0
1,2.66215,-0.00052,0
1,2.67511,-0.02039,0
1,2.85274,-0.01873,0
1,3.94243,-0.01166,0
1,3.80581,-0.01528,0
1,1.87604,0.00078,0
1,1.22951,0.02260,0
2,2.72694,-0.03738,0
2,1.42007,0.01206,0
2,3.25762,-0.03025,0
2,3.56622,-0.00110,0
2,2.50395,-0.02631,1
2,3.50816,-0.01301,0
2,1.96163,0.00035,1
2,2.73849,-0.02204,0
2,2.84676,-0.03041,0
2,2.57009,-0.03418,0
2,1.62852,0.02204,0
2,1.78572,-0.01702,0
2,2.54824,-0.03008,1
2,1.19925,-0.04567,0
2,3.63471,-0.01276,0
2,2.32151,0.01399,1
2,2.25863,0.00551,0
2,2.73509,-0.03630,0
2,3.52242,-0.00336,0
2,2.10422,-0.00620,0
2,1.07040,-0.06155,0
2,1.27456,-0.00489,0
2,3.97478,0.00019,0
2,3.38186,-0.00133,1
2,2.44528,-0.02196,1
2,3.98219,0.01637,0
2,1.20653,-0.03644,0
2,2.98387,-0.01263,0
2,1.43674,0.00020,0
2,2.42414,0.00601,0
2,2.96440,0.00580,0
2,2.77255,-0.01495,1
2,3.88589,-0.00227,0
2,3.80799,-0.01748,0
2,1.08500,-0.06535,0
2,3.94243,-0.01166,1
2,3.80581,-0.01528,1
3,1.05564,-0.08854,0
3,3.57004,-0.01408,0
3,1.96163,0.00035,1
3,2.57009,-0.03418,1
3,3.77633,-0.02953,0
3,1.42281,0.02512,0
3,3.10411,-0.01717,0
3,2.54824,-0.03008,1
3,3.75838,-0.01946,0
3,3.98407,0.00223,0
3,1.58605,0.02310,0
3,3.52242,-0.00336,1
3,2.10422,-0.00620,1
3,1.06186,-0.07270,0
3,2.40781,-0.00013,1
3,1.27456,-0.00489,1
3,3.93136,0.01124,1
3,1.75982,-0.00600,0
3,3.50768,-0.00288,1
3,2.25837,0.00858,0
3,2.88433,-0.00932,0
3,3.63257,-0.02368,0
3,1.20653,-0.03644,1
3,2.42414,0.00601,1
3,2.88829,-0.01549,0
