Ts,x,y,label
0,2.71492,-0.01024,0
0,3.40760,-0.01027,0
0,3.99576,0.01100,0
0,2.07630,-0.01226,0
0,3.13847,-0.01206,0
0,2.39580,-0.00143,0
0,1.36321,0.00457,0
0,3.63469,-0.00237,0
0,1.32786,0.00007,0
1,1.50302,0.03474,0
1,2.71492,-0.01024,1
1,3.53022,-0.00703,0
1,1.83962,-0.02896,0
1,3.93748,0.01463,0
1,2.11156,0.00739,0
1,3.90269,-0.00054,0
1,3.61090,-0.00673,0
1,2.97632,-0.00756,0
1,1.84995,-0.00516,0
1,3.75979,-0.02104,0
1,1.62828,0.00940,0
1,1.53731,0.01092,0
1,3.40493,-0.01966,0
1,3.92780,-0.00547,0
1,3.83939,0.00248,0
1,3.40760,-0.01027,1
1,3.28755,-0.02314,0
1,3.99576,0.01100,1
1,2.07630,-0.01226,1
1,1.46019,0.01919,0
1,1.53358,0.02270,0
1,3.13847,-0.01206,1
1,2.39580,-0.00143,1
1,3.81302,-0.02458,0
1,1.31661,0.00098,0
1,1.74536,-0.01511,0
1,1.36321,0.00457,1
1,2.38816,0.00329,0
1,2.98552,-0.00760,0
1,2.01385,-0.00396,0
1,1.64509,-0.01253,0
1,3.59592,-0.01835,0
1,1.66539,0.00213,0
1,2.42942,-0.01103,0
1,3.22725,-0.03503,0
1,3.73306,-0.02877,0
1,3.46442,-0.02789,0
1,3.63469,-0.00237,1
1,2.08322,-0.00577,0
1,1.32786,0.00007,1
1,2.25581,0.01375,0
1,3.53853,-0.02111,0
1,1.84976,-0.01774,0
2,1.76331,0.00508,0
2,1.50302,0.03474,1
2,2.71492,-0.01024,1
2,2.03649,-0.01896,0
2,3.53022,-0.00703,1
2,1.83962,-0.02896,1
2,3.93748,0.01463,1
2,1.34365,0.00134,0
2,1.16950,-0.03963,0
2,2.11156,0.00739,1
2,3.90269,-0.00054,1
2,3.61090,-0.00673,1
2,1.49812,0.02284,0
2,2.97632,-0.00756,1
2,1.29206,-0.01889,0
2,2.97680,-0.00337,0
2,1.84995,-0.00516,1
2,1.91714,-0.01355,0
2,1.36345,0.00326,0
2,3.75979,-0.02104,1
2,1.62828,0.00940,1
2,1.53731,0.01092,1
2,1.09102,-0.06933,0
2,3.40493,-0.01966,1
2,3.92780,-0.00547,1
2,3.83811,-0.01585,0
2,2.39984,-0.00407,0
2,3.40760,-0.01027,1
2,1.12812,-0.05193,0
2,3.28755,-0.02314,1
2,3.99576,0.01100,1
2,2.07630,-0.01226,1
2,3.04105,0.00571,0
2,1.46019,0.01919,1
2,2.63225,-0.02342,0
2,1.53358,0.02270,1
2,3.13847,-0.01206,1
2,2.39580,-0.00143,1
2,3.81302,-0.02458,1
2,1.31661,0.00098,1
2,1.74536,-0.01511,1
2,2.38816,0.00329,1
2,1.33198,0.00325,0
2,2.03284,-0.01416,0
2,2.98552,-0.00760,1
2,2.01385,-0.00396,1
2,3.59592,-0.01835,1
2,1.66539,0.00213,1
2,2.42942,-0.01103,1
2,3.22725,-0.03503,1
2,3.73306,-0.02877,1
2,2.25179,0.01668,0
2,2.32262,0.01991,0
2,2.08322,-0.00577,1
2,2.25581,0.01375,1
2,3.27063,-0.01237,0
2,3.53853,-0.02111,1
2,1.84976,-0.01774,1
3,3.41567,-0.00625,0
3,1.50302,0.03474,1
