Ts,x,y,life
1,2.50395,-0.02631,2
1,3.38186,-0.00133,2
1,3.94243,-0.01166,3
1,2.54824,-0.03008,5
1,2.44528,-0.02196,2
1,2.32151,0.01399,1
1,1.96163,0.00035,4
1,2.77255,-0.01495,1
1,3.80581,-0.01528,3
2,2.10422,-0.00620,4
2,3.80799,-0.01748,8
2,3.52242,-0.00336,5
2,2.57009,-0.03418,2
2,2.42414,0.00601,2
2,1.20653,-0.03644,3
2,1.27456,-0.00489,3
3,1.73926,-0.00476,2
3,1.75982,-0.00600,4
3,2.88433,-0.00932,7
3,2.25837,0.00858,1
3,1.42114,0.00691,7
3,2.40781,-0.00013,1
3,3.98407,0.00223,3
4,3.63023,-0.01560,6
4,2.03183,0.01407,2
4,3.63761,-0.02899,4
4,1.08050,-0.07227,3
4,3.75183,-0.03492,3
4,3.45546,-0.01777,1
4,2.66984,-0.01259,2
4,1.80034,-0.00802,1
4,3.60623,-0.02617,3
5,4.01198,0.01624,8
5,3.57004,-0.01408,2
5,3.50816,-0.01301,6
5,2.18550,0.01624,2
5,2.55662,0.00030,2
5,2.84676,-0.03041,2
5,2.84876,-0.02335,4
6,2.14419,0.01996,3
6,2.67023,-0.00721,2
6,3.74636,-0.02439,4
7,2.56834,-0.03040,2
7,3.28661,-0.01323,5
7,2.41578,0.00160,1
7,2.36640,0.00079,2
7,3.97478,0.00019,1
7,3.42853,-0.01255,2
7,1.06186,-0.07270,5
8,2.11910,0.01098,1
8,3.77633,-0.02953,8
8,2.14647,0.01943,3
9,2.51917,-0.00183,1
9,1.72317,-0.00568,4
9,3.91912,-0.01929,3
9,2.16884,0.01061,1
9,2.42927,-0.01141,1
9,2.22041,0.00647,1
10,2.03354,0.01008,3
10,3.63471,-0.01276,1
10,3.93700,0.01153,2
10,1.17970,-0.04923,4
10,3.43169,-0.00121,7
10,3.07527,0.00399,4
10,1.59135,0.01682,3
10,2.18133,0.01218,4
11,1.17796,-0.03749,2
11,2.07264,0.00289,4
11,3.05032,-0.00053,6
11,1.99290,0.00108,4
11,2.17208,0.01795,1
11,2.37996,0.00795,2
11,2.25863,0.00551,4
11,2.46355,0.01238,1
11,2.62080,-0.00038,1
11,3.17654,0.01026,6
12,3.08338,0.00951,1
12,2.38688,0.00584,1
12,1.42007,0.01206,2
12,4.00291,0.03241,3
12,3.74482,-0.01995,2
12,1.22340,-0.03600,2
12,3.33856,-0.00863,3
12,3.77428,-0.02810,3
12,2.86795,-0.01789,3
12,1.68760,0.00079,3
12,3.33212,-0.01034,3
13,3.18142,-0.00252,1
13,1.53914,0.01856,1
14,2.81991,-0.01905,2
14,2.38965,-0.00633,1
14,2.59659,-0.01628,1
15,1.61217,0.00240,5
15,3.06767,-0.00389,6
15,2.19050,0.01679,1
15,2.08252,0.00582,3
15,2.72694,-0.03738,2
16,1.93281,-0.00181,2
16,1.14384,-0.04683,2
16,1.90232,0.01000,3
16,1.22839,-0.01585,1
16,2.97945,0.00764,4
16,2.44991,-0.03247,2
16,3.91711,0.01213,3
16,2.26962,-0.00854,2
17,1.59767,0.02673,1
17,2.18208,-0.01359,3
17,1.28057,-0.00164,3
17,1.58605,0.02310,5
17,2.05706,0.00881,2
17,2.54141,-0.04240,3
17,2.21300,-0.00629,5
17,2.66378,-0.02952,4
17,3.35285,-0.00996,1
18,3.42426,0.00015,4
18,1.50689,0.02877,1
18,2.99060,0.00044,4
18,3.36487,0.00234,2
18,2.35590,-0.02050,1
18,3.60555,-0.02633,6
18,1.77684,-0.00564,2
18,1.63971,0.01945,5
18,3.35026,0.00422,1
19,1.07040,-0.06155,2
19,2.68399,-0.04413,4
19,2.23675,-0.00778,4
19,3.63354,-0.03332,2
19,1.62133,0.02344,2
19,1.62852,0.02204,4
20,3.18447,-0.00124,1
20,3.75838,-0.01946,1
20,3.20027,0.00837,2
20,2.45609,-0.03560,1
20,3.63257,-0.02368,6
21,2.88452,-0.03875,1
21,1.49425,0.01022,1
21,2.29932,-0.01829,2
21,3.90376,-0.02857,1
21,3.95604,-0.01342,7
21,2.85558,-0.03230,1
21,1.26064,-0.00526,1
21,1.76167,0.01031,1
21,3.74163,-0.04211,1
22,2.06118,-0.01493,3
22,3.30481,0.00592,2
22,2.96011,-0.00121,1
22,1.95151,0.01590,6
22,1.65086,0.02496,3
23,2.00488,0.00595,1
23,1.18437,-0.04454,2
23,2.90935,-0.03992,1
23,1.65189,0.02403,6
23,2.49764,-0.03361,1
23,3.94096,-0.01647,1
23,2.61216,-0.03647,1
23,3.54295,-0.02339,4
24,2.85458,-0.05192,1
24,2.18422,-0.01971,1
24,3.71107,-0.04149,5
24,1.73694,0.02179,1
24,1.24276,-0.03442,3
24,1.63212,0.03558,3
25,3.67977,-0.04028,1
25,1.11145,-0.07640,2
25,2.64576,-0.04064,5
25,3.48887,-0.01770,4
25,1.77248,0.01612,3
25,3.08654,0.02195,3
25,1.82861,0.01816,3
26,3.43004,0.00215,4
26,2.00256,0.02429,5
26,2.32847,-0.02995,1
26,2.07299,0.00524,3
27,1.95067,0.02630,4
27,2.73509,-0.03630,3
27,2.76131,-0.03846,2
27,2.34803,-0.04211,2
27,3.09030,0.02865,3
28,2.61270,-0.05833,1
28,2.30885,-0.04553,2
28,3.41187,0.00087,1
28,2.05124,0.02411,1
29,1.44059,0.02237,1
29,1.60583,0.03723,1
29,2.37542,-0.06395,2
29,2.76625,-0.02519,2
30,3.86238,-0.03002,2
30,2.16726,-0.01316,1
31,2.01440,0.00622,3
31,2.04095,0.02696,1
31,2.82048,0.00765,3
31,2.18490,0.00183,1
31,2.81623,-0.00077,1
31,3.01942,0.03797,5
31,2.39893,-0.03155,1
31,2.54988,-0.06359,1
31,3.92788,-0.04761,4
32,4.01604,-0.05187,1
32,1.47845,0.00535,1
32,1.50283,0.00672,2
32,3.87840,-0.02323,1
33,3.56669,-0.00584,1
33,3.56622,-0.00110,1
33,3.00970,0.02985,2
33,1.11702,-0.04423,1
33,2.54479,-0.07764,2
33,2.87386,0.01260,1
33,2.16300,-0.02709,2
34,1.64681,0.03585,2
34,2.74559,-0.00015,1
34,3.93880,-0.02515,5
34,3.71655,-0.04099,2
34,2.01041,-0.02017,1
34,2.52365,-0.08455,2
34,3.19676,0.02912,1
34,3.90905,-0.03871,3
35,1.78644,0.00594,1
35,1.62705,0.03476,1
35,3.79468,-0.06895,3
35,1.35412,-0.04981,1
35,3.22152,0.04724,2
36,3.82405,-0.06258,4
36,1.19443,-0.07009,1
36,1.82306,0.02956,1
36,2.62878,-0.07692,1
36,3.16744,0.02560,1
36,3.95967,-0.02810,2
37,2.11178,-0.05316,2
37,1.70559,0.04593,2
37,3.94949,-0.04336,5
37,3.95801,-0.04123,4
37,2.57812,-0.09925,1
37,3.09197,0.02250,4
37,4.02761,-0.04485,2
37,2.37823,-0.08100,1
38,3.01919,0.03165,2
38,2.91182,0.03097,2
38,3.07388,0.02538,1
38,2.96440,0.00580,2
38,1.24522,-0.06027,1
38,3.07902,0.02824,3
39,2.38115,-0.07092,1
39,3.41860,0.01542,2
39,3.46534,0.00843,3
39,2.48439,-0.08012,2
39,1.80572,0.07495,1
39,1.89024,0.05605,2
39,1.13115,-0.07907,2
39,3.05978,0.04422,3
40,1.73521,0.05176,1
40,2.44710,-0.09194,3
40,2.49105,-0.09500,1
40,3.37136,0.04493,5
40,3.07318,0.06526,2
40,1.14194,-0.07973,1
40,2.31379,-0.09116,3
41,3.14169,0.05312,2
41,3.33741,0.03515,1
41,3.59309,0.00724,1
41,3.14630,0.06450,2
41,2.76682,-0.02961,2
41,1.22701,-0.06577,1
41,2.77984,-0.02020,4
41,1.23825,-0.08254,1
41,3.06648,0.06599,2
41,2.25782,-0.05534,1
41,3.92265,-0.05693,4
42,3.55050,0.01818,2
42,1.79794,0.04870,1
42,3.62857,0.00340,4
42,3.48304,0.02115,4
43,3.27671,0.06627,1
43,3.78555,-0.05619,1
43,1.17097,-0.08542,1
43,1.85098,0.07487,1
44,1.98482,0.03996,3
44,3.32500,0.06053,2
44,1.33897,-0.08746,1
44,2.16066,-0.04188,2
45,3.11429,0.04530,2
45,3.98207,-0.04539,3
45,3.24032,0.06054,5
45,2.42135,-0.10400,4
45,1.44050,-0.06885,4
45,2.22142,-0.07044,1
45,2.43281,-0.09208,1
45,3.60584,0.00290,2
46,3.95260,-0.06294,3
46,1.85121,0.08459,2
46,2.80135,-0.00389,4
47,2.27342,-0.08841,1
47,1.48773,-0.05988,1
47,2.20009,-0.04762,2
47,2.47057,-0.08938,1
48,3.45995,0.04047,1
49,2.85274,-0.01873,2
49,1.50062,-0.01857,1
49,1.44590,-0.07077,1
49,3.17463,0.04935,1
49,2.09862,0.00574,1
49,2.33074,-0.10459,1
49,3.38860,0.05923,1
49,3.18933,0.06311,3
49,2.39015,-0.09944,1
50,2.48173,-0.07735,1
50,3.83599,-0.05475,1
50,3.10204,0.03905,1
50,3.42037,0.05304,1
50,1.23727,-0.10560,2
50,2.71192,-0.03225,1
50,1.16794,-0.12645,2
50,3.72675,-0.04416,1
51,1.98405,0.04130,1
51,3.18534,0.07655,2
51,3.68446,-0.05953,3
52,3.16100,0.06505,1
52,2.08912,0.04349,1
52,2.78561,-0.01685,1
53,2.97155,0.01952,2
53,2.79454,-0.03873,1
53,3.10077,0.07063,1
54,3.16308,0.07301,1
54,3.34421,0.06471,2
54,2.36573,-0.13117,2
55,2.74138,-0.07891,2
55,4.03201,-0.00761,6
55,1.36065,-0.17027,1
55,2.67085,-0.08776,2
55,2.42704,-0.12172,1
55,2.87923,-0.04528,1
55,1.93617,0.07904,2
56,3.22086,0.08044,4
56,2.28804,-0.07063,2
56,1.30982,-0.19659,1
56,3.66527,-0.06839,2
56,2.53706,-0.10968,1
57,2.67061,-0.09478,1
57,2.55865,-0.12670,1
57,2.08399,0.04882,1
57,2.68654,-0.11532,1
57,3.60686,-0.05050,3
57,3.88181,-0.08359,2
58,3.08818,0.08593,1
58,2.46113,-0.11243,1
58,2.64255,-0.11187,1
58,2.11469,0.02986,1
58,2.31638,-0.05571,1
58,1.92859,0.09159,1
59,2.04651,0.07924,1
59,2.01821,0.08533,1
59,1.53867,-0.06603,1
59,2.59656,-0.10121,1
59,2.06556,0.05094,1
60,1.47907,-0.12163,1
60,2.58312,-0.11335,2
60,1.32186,-0.22708,1
60,2.76613,-0.11131,2
60,1.35409,-0.19439,1
60,1.88723,0.10262,2
60,1.99323,0.10062,1
60,2.41973,-0.12201,1
60,2.35852,-0.08937,1
60,1.69073,0.06343,1
60,3.79706,-0.11251,3
61,2.80894,-0.07487,1
62,2.61786,-0.14002,3
62,1.37496,-0.18522,1
62,3.92207,-0.07337,3
62,3.11943,0.10485,1
62,2.65646,-0.12572,2
62,2.29047,-0.03341,1
62,3.70981,-0.07909,1
63,3.68905,-0.06880,1
63,2.93243,-0.04122,1
64,3.10030,0.11444,1
64,3.84001,-0.10284,1
65,3.53589,-0.03350,1
65,3.69343,-0.07773,2
65,3.74121,-0.07916,2
65,3.67207,-0.06664,2
65,3.00638,0.02079,1
65,3.73823,-0.10349,4
65,3.10566,0.09790,1
65,2.87552,-0.06445,1
65,2.18110,0.06709,3
66,2.26880,0.02062,1
66,3.27304,0.03855,1
66,1.77428,0.09837,1
67,2.09628,0.07598,1
67,2.82608,-0.08884,2
67,1.91872,0.10913,1
67,1.79883,0.10670,2
68,3.13066,0.13491,3
