Ts,x,y,life
0,2.71492,-0.01024,4
0,3.13847,-0.01206,5
0,3.99576,0.01100,20
0,1.36321,0.00457,1
0,3.63469,-0.00237,1
0,2.07630,-0.01226,2
0,2.39580,-0.00143,5
0,3.40760,-0.01027,6
0,1.32786,0.00007,1
1,3.22725,-0.03503,2
1,3.28755,-0.02314,3
1,2.42942,-0.01103,3
1,1.46019,0.01919,21
1,2.38816,0.00329,13
1,3.59592,-0.01835,24
1,1.50302,0.03474,2
1,3.61090,-0.00673,1
1,1.53731,0.01092,1
1,3.40493,-0.01966,5
1,3.53853,-0.02111,1
1,1.62828,0.00940,22
1,2.11156,0.00739,3
1,2.08322,-0.00577,3
1,1.66539,0.00213,22
1,2.01385,-0.00396,3
1,3.53022,-0.00703,2
1,1.84995,-0.00516,20
1,1.84976,-0.01774,2
1,1.83962,-0.02896,1
1,2.25581,0.01375,3
1,1.53358,0.02270,12
1,1.74536,-0.01511,8
1,3.81302,-0.02458,30
1,2.97632,-0.00756,8
1,2.98552,-0.00760,2
1,3.90269,-0.00054,19
1,3.73306,-0.02877,4
1,3.93748,0.01463,2
1,3.92780,-0.00547,9
1,1.31661,0.00098,9
1,3.75979,-0.02104,1
2,2.97680,-0.00337,7
2,2.03284,-0.01416,2
2,2.32262,0.01991,5
2,3.04105,0.00571,27
2,2.03649,-0.01896,1
2,3.83811,-0.01585,23
2,2.25179,0.01668,14
2,1.16950,-0.03963,26
2,1.49812,0.02284,11
2,2.39984,-0.00407,3
2,1.12812,-0.05193,26
2,1.91714,-0.01355,2
2,1.09102,-0.06933,17
2,1.33198,0.00325,20
2,1.34365,0.00134,28
2,3.27063,-0.01237,11
2,2.63225,-0.02342,16
2,1.36345,0.00326,8
3,1.08176,-0.05759,2
3,3.41567,-0.00625,29
3,3.55925,-0.02111,29
3,3.05591,-0.00014,26
3,3.53144,-0.00653,1
3,1.15972,-0.03454,10
3,3.36905,-0.00770,29
3,1.84527,-0.00246,20
3,2.07932,0.01208,18
3,1.14559,-0.05153,27
3,1.08549,-0.06608,27
3,1.12375,-0.04916,27
4,2.09264,0.02017,6
4,2.11997,0.02182,6
4,2.97225,0.00370,21
4,2.89996,-0.01429,20
4,3.65998,-0.02374,29
4,2.95610,-0.00553,25
4,2.99854,-0.00760,1
4,3.91113,-0.01791,6
4,3.26824,-0.01042,9
4,1.48634,0.01885,20
4,1.06470,-0.08214,12
5,2.07411,0.01367,16
5,2.26502,0.01667,11
5,3.19301,0.00811,1
5,3.58218,-0.01331,20
5,2.43385,0.01408,2
5,1.42217,0.01128,25
5,1.30147,-0.00952,3
5,3.28073,-0.00420,28
5,2.63934,-0.01438,13
5,2.12675,0.02272,5
6,1.71644,0.00519,7
7,1.77497,-0.01333,15
7,2.56448,-0.01616,10
7,3.66068,-0.02948,28
7,3.34948,-0.01784,6
8,1.19200,-0.03489,22
8,1.80410,-0.01313,14
10,2.54093,-0.01943,1
10,3.47862,-0.02108,8
12,1.20646,-0.03392,18
14,2.79658,-0.04585,2
14,2.40740,-0.01938,14
15,2.21546,-0.00874,13
15,2.23717,-0.00702,12
15,2.46345,-0.02686,13
17,2.35291,-0.02902,1
17,2.28882,-0.02157,11
19,2.66943,-0.04621,11
21,4.01525,-0.00890,9
22,2.75489,-0.05993,5
22,2.70411,-0.05895,7
22,2.73242,-0.06357,5
