"Points:0","Points:1","Points:2"
3.99783,-0.06719,0.00154
3.74784,-0.0679,0
3.49823,-0.054,0
3.24845,-0.06389,0.00322
3.00372,-0.01293,2e-05
2.75405,-0.00056,0.00376
2.5043,0.01008,3e-05
2.2551,-0.00971,0.00271
2.00565,-0.02601,0
1.75587,-0.01561,0
1.50589,-0.01713,0.00315
1.28196,0.09398,5e-05
1.06627,0.22034,0.00336
