"Points:0","Points:1","Points:2"
2.5935,0.00728,0
2.84653,-0.00448,0
1.14738,0.16292,0
1.79074,-0.01179,0
3.99251,-0.06389,0
2.07014,-0.01792,0
1.16773,0.16002,0
1.15285,0.17152,0
3.18888,-0.05359,0
2.13017,-0.01656,0
1.85471,-0.01884,0
3.50415,-0.051,0
3.53434,-0.05688,0
1.08452,0.1951,0
1.19501,0.14831,0
3.50487,-0.0529,0
1.12416,0.17801,0
2.3735,0.00486,0
3.16625,-0.05152,0
3.08606,-0.03208,0
2.77515,-0.00595,0
3.99013,-0.06139,0
3.73305,-0.07033,0
1.82166,-0.01209,0
3.98934,-0.06225,0
3.26415,-0.06279,0
1.81861,-0.01033,0
1.93418,-0.02183,0
2.66179,0.00333,0
3.16085,-0.04513,0
3.45835,-0.05657,0
1.82484,-0.01582,0
3.77416,-0.06957,0
3.69271,-0.06618,0
3.1773,-0.04951,0
1.11976,0.18595,0
1.17242,0.16135,0
3.22096,-0.05841,0
2.70169,-0.00084,0
3.78576,-0.06942,0
3.5285,-0.05358,0
1.94557,-0.0209,0
1.96389,-0.02014,0
2.40516,0.00499,0
3.09733,-0.03519,0
3.81087,-0.07045,0
2.88483,-0.00589,0
1.08733,0.19128,0
1.14688,0.16444,0
2.43571,0.00598,0
3.15413,-0.04406,0
2.13725,-0.01223,0
3.98482,-0.06158,0
1.15961,0.15528,0
2.37081,0.00422,0
3.5559,-0.05686,0
